Trial,entani論文のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,解の非唯一性考慮のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,解の非唯一性考慮のPerfectIncorporation_wᵁ_3
11,"[0.23809526031746295, 0.05405412905405348, 0.21321329321321084, 0.21321329321321097, 0.04761905206349258]","[0.23809526013453663, 0.0540541284366833, 0.21321329255468444, 0.2132132925546843, 0.047619052026907326]","[0.30357138690475693, 0.23809522920634824, 0.2702700902702811, 0.2702700902702706, 0.13513504513513547]","[0.3035713872477355, 0.23809522927951857, 0.27027009175196, 0.27027009175196004, 0.13513504587598]","[0.23809526031746295, 0.10119046230158564, 0.23809522920634824, 0.23809522920634824, 0.04761905206349258]","[0.23809526013453663, 0.10119046241591462, 0.2380952292795186, 0.2380952292795186, 0.047619052026907326]","[0.30357138690475693, 0.23809522920634824, 0.23809526031746292, 0.23809526031746295, 0.11904763015873147]","[0.30357138724774385, 0.2380952292795186, 0.23809526013453663, 0.23809526013453663, 0.11904763006726832]","[0.2702700902702706, 0.05405412905405353, 0.2132132932132108, 0.2132132932132108, 0.09009003009008963]","[0.27027009175196004, 0.0540541284366833, 0.21321329255468444, 0.2132132925546843, 0.09009003058398647]","[0.2702706452702677, 0.2132132932132108, 0.2702700902702689, 0.2702700902702706, 0.13513504513513547]","[0.2702706421834165, 0.21321329255468444, 0.27027009175196, 0.27027009175196004, 0.13513504587598]","[0.2702700902702811, 0.054054129054049674, 0.213213293213211, 0.2132132932132114, 0.09009003009009008]","[0.27027009175196015, 0.0540541284366833, 0.21321329255468444, 0.2132132925546843, 0.09009003058398656]","[0.27027064527024836, 0.21321329321321128, 0.2702700902702811, 0.27027009027028015, 0.13513504513514057]","[0.27027064218341645, 0.2132132925546843, 0.2702700917519601, 0.27027009175196004, 0.13513504587598008]"
12,"[0.23809523809523778, 0.1011904761904762, 0.23809523809523753, 0.23809523809523844, 0.047619047619047734]","[0.23809524082251102, 0.10119047448593056, 0.23809524082251096, 0.23809524082251118, 0.047619048164502235]","[0.3035714285714286, 0.23809523809523844, 0.23809523809523753, 0.23809523809523866, 0.11904761904761889]","[0.30357142345779176, 0.23809524082251096, 0.23809524082251102, 0.23809524082251118, 0.11904762041125551]","[0.23809523809523778, 0.1011904761904762, 0.23809523809523753, 0.23809523809523844, 0.047619047619047734]","[0.23809524082251102, 0.10119047448593056, 0.23809524082251096, 0.23809524082251118, 0.047619048164502235]","[0.3035714285714286, 0.23809523809523844, 0.23809523809523753, 0.23809523809523866, 0.1190476190476192]","[0.30357142345779153, 0.23809524082251146, 0.23809524082251102, 0.23809524082251118, 0.11904762041125551]","[0.23809523809523725, 0.10119047619047739, 0.23809522809523534, 0.23809523809523844, 0.047619047619047734]","[0.23809524082251102, 0.10119047448593059, 0.23809524082251096, 0.23809524082251118, 0.047619048164502235]","[0.3035714285714286, 0.23809523809523844, 0.23809523809523753, 0.23809523809523866, 0.11904761904761889]","[0.30357142345779176, 0.23809524082251096, 0.23809524082251102, 0.23809524082251118, 0.11904762041125551]","[0.23809523809523778, 0.13492063492063477, 0.23809522809524147, 0.23809523809523753, 0.047619047619047505]","[0.23809524082251102, 0.13492063264790738, 0.23809524082251096, 0.23809524082251124, 0.04761903670995545]","[0.26984126984126955, 0.23809523809523986, 0.23809523809523753, 0.23809523809523936, 0.11904761904761889]","[0.2698412652958148, 0.23809524082251096, 0.23809524082251102, 0.23809524082251146, 0.11904762041125562]"
13,"[0.22222225380117172, 0.05555558213450662, 0.2222222538011739, 0.12500002000000188, 0.06249999666666705]","[0.20997427532817914, 0.06167952388446589, 0.22834619566924372, 0.12598458502958973, 0.06299228259845374]","[0.2777779106725331, 0.24999995999999722, 0.37037028089667895, 0.26666659087718375, 0.1333332954385919]","[0.3083976194223294, 0.25196913039381497, 0.41994725065612154, 0.251969130393815, 0.1259845651969074]","[0.24999998666666456, 0.12499999333333262, 0.24999995999999722, 0.12500002000000188, 0.06249999666666705]","[0.25196913039381497, 0.12598456519690743, 0.25196913039381497, 0.12598458502958973, 0.06299228259845374]","[0.24999998666666645, 0.24999995999999722, 0.25000004000000375, 0.24999998666666456, 0.12499999333333262]","[0.2519691303938151, 0.25196913039381497, 0.2519691700591794, 0.251969130393815, 0.12598456519690726]","[0.26666659087718414, 0.05555558213450662, 0.22222225380117275, 0.2222222538011729, 0.06666664771929626]","[0.251969130393815, 0.06167952388446589, 0.22834619566924372, 0.22834619566924388, 0.06299228259845376]","[0.2777779106725331, 0.22222225380117275, 0.2666666208771846, 0.26666659087718375, 0.1333332954385919]","[0.3083976194223294, 0.22834619566924366, 0.25196916110248235, 0.251969130393815, 0.12598456519690746]","[0.22222225380117172, 0.07407408460039103, 0.2222222538011741, 0.1851851404483375, 0.0740740561793358]","[0.20997427532817914, 0.07611539855641462, 0.22834619566924372, 0.20997362532806077, 0.08398945013122432]","[0.22222225380117333, 0.2222222538011741, 0.37037028089667895, 0.22222225380117108, 0.11111112690058586]","[0.22834619566924388, 0.22834619566924372, 0.41994725065612154, 0.2099742753281791, 0.10498713766408957]"
14,"[0.22222224222222198, 0.07692307942307657, 0.22222224222222217, 0.1666666366666676, 0.05882353541176375]","[0.23076922593582927, 0.07692308368983886, 0.23076923221925122, 0.17307686362608243, 0.058823535791853995]","[0.30882348441177065, 0.23529410764706016, 0.3333332733333351, 0.235294141647055, 0.2307692057692333]","[0.30882348156109507, 0.23529410701357675, 0.34615372725216487, 0.23529414316741598, 0.23076922593582927]","[0.2307692057692333, 0.07692307942307657, 0.2307692382692298, 0.2307692382692298, 0.07692307942307677]","[0.23076922593582927, 0.07692308368983886, 0.23076923221925122, 0.23076923221925122, 0.07692307740641706]","[0.23076923826922968, 0.2307692382692298, 0.23076923826923068, 0.2307692382692298, 0.2307692057692333]","[0.23076925106951654, 0.2307692322192511, 0.23076923221925144, 0.23076923221925122, 0.23076922593582927]","[0.2222222422222218, 0.1111111211111104, 0.22222224222222237, 0.16666663666666756, 0.11111109111111203]","[0.23076922593582927, 0.11538461610962564, 0.23076923221925122, 0.17307686362608243, 0.11538457575072147]","[0.22222224222222237, 0.22222224222222237, 0.3333332733333351, 0.2222222422222222, 0.11111112111110977]","[0.23076923221925116, 0.2307692322192513, 0.34615372725216487, 0.23076922593582927, 0.11538461296791423]","[0.2352941416470557, 0.10294116147059035, 0.23529410764706002, 0.2352941076470602, 0.05882353541176375]","[0.23529414316741587, 0.10294116052036503, 0.23529410701357675, 0.23529410701357678, 0.058823535791853995]","[0.30882348441177065, 0.23529410764706002, 0.23529414164705525, 0.235294141647055, 0.11764707082352881]","[0.30882348156109507, 0.23529410701357675, 0.23529414316741618, 0.23529414316741598, 0.11764707158370794]"
15,"[0.16000010666659503, 0.055555570555654174, 0.18518541518637327, 0.12500001800002072, 0.0400000266666497]","[0.1428572838372323, 0.05714286312177152, 0.19047684770382434, 0.14285715780442884, 0.035714320959308106]","[0.2799998533334194, 0.26000000666669404, 0.2962960162947289, 0.2777778527781798, 0.16666664266663678]","[0.28571431560885757, 0.28571431560885757, 0.2857143156088577, 0.2857143156088572, 0.19047614065190274]","[0.16666664266663678, 0.13888889288891648, 0.25000003600004145, 0.12500001800002072, 0.0833333213333157]","[0.19047614065190277, 0.14285715780442879, 0.28571431560885757, 0.14285715780442884, 0.09523807032595161]","[0.27777778577776785, 0.2500000360000467, 0.25000003600004145, 0.1666666426666383, 0.16666664266663678]","[0.28571431560885757, 0.2857143156088578, 0.28571431560885757, 0.19047614065190305, 0.19047614065190277]","[0.2777778527781798, 0.055555570555654174, 0.1851854151864123, 0.14814800814742374, 0.09259261759271813]","[0.28571431560885685, 0.05714286312177151, 0.19047684770382434, 0.14285715780442884, 0.0952381052029525]","[0.2777778527782709, 0.1851854151864123, 0.2962960162948496, 0.2777778527781798, 0.0925927075930455]","[0.28571431560885757, 0.19047684770382434, 0.2857143156088577, 0.28571431560885685, 0.09523842385191217]","[0.16000010666669695, 0.13999992666669828, 0.2600000066666863, 0.13000000333326067, 0.0400000266666497]","[0.1428572838372323, 0.14285715780442884, 0.28571431560885757, 0.14285715780442884, 0.035714320959308106]","[0.27999985333342003, 0.26000000666669404, 0.2600000066666863, 0.1600001066665988, 0.1600001066665966]","[0.28571431560885757, 0.28571431560885757, 0.2857143156088577, 0.14285728383723242, 0.1428572838372323]"
16,"[0.23076924516922903, 0.04545454420454542, 0.1969697007196971, 0.1250000149999999, 0.1153846017846173]","[0.23529413210979333, 0.04545455798657528, 0.19696971451453874, 0.1250000050128116, 0.11764704146824781]","[0.27272726522727375, 0.24999997000000104, 0.34615380535385193, 0.27272726522727275, 0.1363636326136356]","[0.2727273479194517, 0.24999996992313023, 0.3529411244047431, 0.2727272376375892, 0.1363636188187947]","[0.24999998999999973, 0.12499999499999986, 0.24999997000000126, 0.1250000149999999, 0.12499999499999964]","[0.2500000100256232, 0.12500000501281155, 0.24999996992313023, 0.1250000050128116, 0.1250000050128116]","[0.24999999000000078, 0.24999997000000126, 0.2500000299999998, 0.24999998999999973, 0.12499999499999986]","[0.25000001002562344, 0.24999996992313023, 0.2500000100256232, 0.2500000100256232, 0.1250000050128116]","[0.27272726522727264, 0.04545454420454562, 0.19696970071969722, 0.19696970071969722, 0.1363636326136356]","[0.2727272376375894, 0.04545455798657528, 0.19696971451453874, 0.19696971451453843, 0.1363636188187947]","[0.27272726522727375, 0.19696970071969722, 0.27272729272727225, 0.27272726522727275, 0.1363636326136356]","[0.2727273479194517, 0.19696971451453874, 0.27272723763758916, 0.2727272376375892, 0.1363636188187947]","[0.23076924516922903, 0.07692308172307619, 0.2115384435384632, 0.1730769026769258, 0.1153846017846173]","[0.23529413210979327, 0.07843137736993182, 0.23529413210979377, 0.17647056220237153, 0.11764704146824771]","[0.2307692451692294, 0.2115384435384632, 0.34615380535385193, 0.23076924516922984, 0.11538462258461439]","[0.23529413210979327, 0.23529413210979375, 0.3529411244047431, 0.2352941321097932, 0.1176470660548967]"
17,"[0.1599999995652174, 0.08235291117647262, 0.23529409264706053, 0.12499999500000017, 0.04000000260869573]","[0.20000000746435428, 0.08235291174559017, 0.23529409312132532, 0.1250000029430876, 0.040000002559207146]","[0.32941164470589046, 0.24999998999999995, 0.24999999000000034, 0.24999997000000074, 0.1599999995652174]","[0.3294116469823607, 0.24999999018970692, 0.25000000588617577, 0.24999999018970698, 0.20000000746435428]","[0.24999997000000077, 0.1250000149999994, 0.24999998999999995, 0.12499999500000017, 0.12499999500000004]","[0.24999999018970726, 0.1250000029430879, 0.24999999018970748, 0.1250000029430876, 0.12499999509485363]","[0.2500000299999991, 0.24999998999999995, 0.24999999000000034, 0.24999997000000113, 0.12499999500000004]","[0.25000000588617577, 0.24999999018970748, 0.2500000058861752, 0.24999999018970737, 0.12499999509485374]","[0.1599999995652174, 0.11999999695652167, 0.23999999391304327, 0.23999999391304355, 0.04000000260869573]","[0.20000000746435428, 0.11999999701425837, 0.2399999940285169, 0.23999999402851613, 0.040000002559207146]","[0.23999999391304333, 0.23999999391304327, 0.23999999391304333, 0.24000001565217438, 0.1599999995652174]","[0.23999999402851668, 0.23999999402851643, 0.2399999940285169, 0.24000001535524287, 0.20000000746435428]","[0.23529417764705443, 0.08235291117647262, 0.23529409264706053, 0.2352940926470609, 0.05882354441176352]","[0.23529417650881984, 0.08235291174559017, 0.23529409312132532, 0.23529409312132488, 0.05882354412720502]","[0.32941164470589046, 0.2352940926470609, 0.23529417764705501, 0.23529417764705468, 0.11764708882352726]","[0.3294116469823607, 0.23529409312132488, 0.2352941765088198, 0.23529417650881973, 0.11764708825440966]"
18,"[0.22222218888889284, 0.11111112444444302, 0.22222224888888636, 0.11111112444444232, 0.049999997142856786]","[0.23529412991764692, 0.12500000000000044, 0.23529411253431387, 0.12500000000000006, 0.04999999642107858]","[0.2745097839215673, 0.24999999387755098, 0.24999999387755228, 0.24999998571428395, 0.22222218888889284]","[0.2745097834705884, 0.24999999999999986, 0.24999999999999914, 0.24999998210539384, 0.2499999130833357]","[0.24999998571428406, 0.1250000051020413, 0.24999999387755104, 0.12499999693877614, 0.049999997142856786]","[0.24999998210539287, 0.12500000000000044, 0.24999999999999914, 0.12500000000000006, 0.04999999642107858]","[0.2500000102040826, 0.24999999387755098, 0.24999999387755228, 0.24999998571428395, 0.12500000510203957]","[0.2500000000000009, 0.24999999999999886, 0.24999999999999914, 0.24999998210539287, 0.12500000000000094]","[0.22222218888889284, 0.11111112444444243, 0.2222222488888861, 0.11111112444444121, 0.11111109444444728]","[0.24999991308333525, 0.12500000000000044, 0.24999999999999975, 0.12500000000000006, 0.12499995654166793]","[0.22222224888888467, 0.2222222488888863, 0.2222222488888861, 0.22222218888889275, 0.22222218888889284]","[0.2500000000000002, 0.24999999999999986, 0.2500000000000001, 0.24999991308333575, 0.24999991308333525]","[0.23529412964705854, 0.1372548919607842, 0.23529411264705938, 0.23529411264705935, 0.058823532411764266]","[0.23529412991764692, 0.1372548917352942, 0.23529411253431387, 0.2352941125343139, 0.05882353247941173]","[0.2745097839215673, 0.23529411264705935, 0.23529412964705915, 0.23529412964706006, 0.11764706482352941]","[0.2745097834705884, 0.23529411253431395, 0.23529412991764653, 0.23529412991764692, 0.11764706495882322]"
19,"[0.18181858181820237, 0.08235291117645327, 0.23076923934065163, 0.18181803181817469, 0.05882354441177344]","[0.15625009458930242, 0.08235290989112046, 0.23076924864657414, 0.1562499824834625, 0.05882354505443962]","[0.3294116447058131, 0.24242404242423, 0.36363606363634937, 0.23529417764709587, 0.1923076623077158]","[0.32941163956448183, 0.31249996496692517, 0.3124999649669251, 0.2352941802177593, 0.21153843919178292]","[0.18181858181820237, 0.1212120212121156, 0.24242404242423, 0.18181803181817469, 0.07272721272726987]","[0.15625009458930242, 0.1562499824834624, 0.3124999649669251, 0.1562499824834625, 0.06249999299338502]","[0.2424240424242312, 0.24242404242423, 0.36363606363634937, 0.18181858181820237, 0.09090929090910119]","[0.3124999649669251, 0.3124999649669251, 0.3124999649669251, 0.1562500945893024, 0.07812504729465121]","[0.23529417764709598, 0.08235291117645327, 0.2352940926470463, 0.2352940926470462, 0.05882354441177344]","[0.2352941802177593, 0.08235290989112046, 0.23529409157593392, 0.2352940915759337, 0.05882354505443962]","[0.3294116447058131, 0.23529409264704604, 0.23529417764709476, 0.23529417764709587, 0.11764708882354302]","[0.32941163956448183, 0.23529409157593392, 0.23529418021775853, 0.2352941802177593, 0.11764709010887978]","[0.1923076623077158, 0.11538461967033115, 0.23076923934063878, 0.2307692393406365, 0.07692307978021688]","[0.21153843919178292, 0.11538462432328675, 0.23076924864657414, 0.23076924864657403, 0.07692308288219148]","[0.2307692393406623, 0.23076923934065183, 0.23076923934063878, 0.23076923934065183, 0.1923076623077158]","[0.2307692486465735, 0.2307692486465742, 0.23076924864657414, 0.23076924864657403, 0.21153843919178292]"
20,"[0.23076932076923298, 0.08095237595238075, 0.21794867794871695, 0.21794867794871695, 0.0476190476190478]","[0.23076931932691938, 0.0809523760325094, 0.21794867858974518, 0.2179486785897451, 0.047619047619047575]","[0.323809503809523, 0.23809523809523822, 0.23809523809523897, 0.23809523809523758, 0.13461533961538355]","[0.3238095041300376, 0.23809523809523803, 0.23809523809523786, 0.23809523809523792, 0.13461534033654043]","[0.23076932076923298, 0.13461533961538316, 0.21794867794871695, 0.21794867794871695, 0.11538464538461671]","[0.23076931932691938, 0.1346153403365401, 0.21794867858974518, 0.2179486785897451, 0.11538464490384506]","[0.2692306792307668, 0.21794867794871695, 0.23076932076923298, 0.230769320769233, 0.13461533961538355]","[0.2692306806730803, 0.2179486785897453, 0.23076931932691938, 0.2307693193269194, 0.13461534033654102]","[0.2307693207692333, 0.13461533961538316, 0.23076919076922947, 0.23076919076922955, 0.07692310692307812]","[0.23076931932691938, 0.13461534033654005, 0.23076919141025767, 0.23076919141025753, 0.07692310644230689]","[0.26923067923076605, 0.23076919076922955, 0.23076932076923337, 0.2307693207692333, 0.13461533961538355]","[0.2692306806730803, 0.23076919141025762, 0.23076931932692057, 0.2307693193269194, 0.13461534033654038]","[0.23809523809523758, 0.08095237595238075, 0.2380952380952384, 0.23809523809523758, 0.0476190476190478]","[0.23809523809523786, 0.0809523760325094, 0.23809523809523786, 0.2380952380952379, 0.047619047619047575]","[0.323809503809523, 0.23809523809523822, 0.23809523809523897, 0.23809523809523758, 0.11904764404761954]","[0.3238095041300376, 0.23809523809523803, 0.23809523809523786, 0.2380952380952379, 0.11904764364697668]"
21,"[0.22222224222222128, 0.04545454420454495, 0.19696970071969666, 0.1250000180000005, 0.08333332933333308]","[0.23529413813995664, 0.04545455789666141, 0.1969697143886601, 0.13043478696729993, 0.0869565246448666]","[0.27272726522726976, 0.24999996399999946, 0.33333327333333695, 0.27272726522727386, 0.13636363261363693]","[0.2727273473799691, 0.260869540518634, 0.35294110269615503, 0.2727272378893478, 0.13636361894467391]","[0.24999998799999942, 0.1249999939999999, 0.24999996399999946, 0.1250000180000005, 0.08333332933333308]","[0.26086957393459986, 0.13043478696729985, 0.2608695405186339, 0.13043478696729993, 0.08695652464486661]","[0.24999998800000056, 0.24999996399999946, 0.2500000360000009, 0.24999998799999906, 0.12499999399999971]","[0.26086957393459986, 0.2608695405186339, 0.26086957393459986, 0.26086957393459986, 0.13043478696729993]","[0.22222224222222087, 0.1111111211111106, 0.22222219722222275, 0.1666666366666681, 0.111111091111113]","[0.23529413813995664, 0.1176470690699785, 0.23529413813995775, 0.17647055134807743, 0.11764703423205168]","[0.22222224222222275, 0.22222219722222275, 0.33333327333333485, 0.22222224222222103, 0.1111111211111106]","[0.235294138139957, 0.23529413813995703, 0.35294110269615503, 0.23529413813995664, 0.1176470690699785]","[0.2727272652272697, 0.04545454420454495, 0.19696970071969672, 0.19696970071969672, 0.1363636326136365]","[0.2727272378893475, 0.04545455789666141, 0.1969697143886601, 0.19696971438865962, 0.13636361894467391]","[0.2727272652272697, 0.19696970071969672, 0.2727272927272744, 0.27272726522727386, 0.13636363261363693]","[0.2727273473799685, 0.19696971438866012, 0.2727272378893477, 0.27272723788934855, 0.13636361894467391]"
22,"[0.22222218722221568, 0.10576923451922512, 0.2222222322222228, 0.2222222322222227, 0.07692307442307747]","[0.22222218580128453, 0.10576923477153219, 0.22222223262820456, 0.22222223262820448, 0.0769230747885161]","[0.3173077035576752, 0.23076922326922888, 0.2307692232692389, 0.2307692232692324, 0.22222218722221568]","[0.3173077043145966, 0.2307692243655489, 0.230769224365549, 0.23076922436554825, 0.2222221858012846]","[0.22222218722221568, 0.11111111611111134, 0.2222222322222228, 0.2222222322222227, 0.11111111611111313]","[0.22222218580128453, 0.11111111631410188, 0.22222223262820456, 0.2222222326282039, 0.11111111631410182]","[0.2222222322222227, 0.22222223222222048, 0.22222223222222542, 0.22222223222222498, 0.22222218722221568]","[0.22222223262820456, 0.22222223262820487, 0.22222223262820456, 0.2222222326282039, 0.22222218580128453]","[0.2307692232692389, 0.10576923451922506, 0.2307692232692345, 0.23076922326922888, 0.07692307442307747]","[0.23076922436554825, 0.10576923477153219, 0.230769224365549, 0.23076922436554828, 0.0769230747885161]","[0.3173077035576752, 0.23076922326922888, 0.2307692232692389, 0.2307692232692324, 0.1153846153846296]","[0.3173077043145966, 0.2307692243655489, 0.230769224365549, 0.23076922436554828, 0.11538461218277413]","[0.23076922326922805, 0.13461538836538434, 0.23076922326923122, 0.2307692232692324, 0.07692307442307747]","[0.23076922482295498, 0.1346153875885225, 0.230769224822955, 0.23076922482295448, 0.07692307494098483]","[0.2692307767307677, 0.23076922326922888, 0.23076922326923122, 0.2307692232692324, 0.13461538836538434]","[0.2692307751770453, 0.23076922482295448, 0.23076922482295503, 0.23076922482295484, 0.1346153875885225]"
23,"[0.24000001125000028, 0.05405412905406433, 0.21321329321322371, 0.13043481409018148, 0.04000000187500015]","[0.24000001060041307, 0.054054124723474796, 0.21321328859392885, 0.13043479935318403, 0.04000000176673545]","[0.27027064527032163, 0.2399999956249998, 0.27027009027024446, 0.2702700902702464, 0.1351350451351222]","[0.2702706236173737, 0.26086955339775264, 0.2702701006636595, 0.27027010066366086, 0.13513505033183018]","[0.24000001125000028, 0.13333332395833342, 0.2399999956249998, 0.2399999956249998, 0.04000000187500026]","[0.24000001060041307, 0.133333324499656, 0.23999999587761742, 0.23999999587761847, 0.04000000176673545]","[0.2666666479166653, 0.2399999956249998, 0.24000001125000028, 0.24000001125000092, 0.12000000562500014]","[0.26666664899931125, 0.23999999587761736, 0.2400000106004133, 0.2400000106004127, 0.12000000530020656]","[0.2608695429951666, 0.08695651433172233, 0.2173912432367056, 0.13043481409018148, 0.052173908599033016]","[0.2608695533977517, 0.08695651779925075, 0.26086955339775264, 0.13043479935318403, 0.05217391067955057]","[0.2608695429951666, 0.2173912432367056, 0.26086962818036297, 0.26086954299516507, 0.1304347714975833]","[0.26086955339775225, 0.26086955339775264, 0.26086959870636806, 0.2608695533977517, 0.1304347766988772]","[0.27027009027024573, 0.05405412905406433, 0.21321329321322371, 0.21321329321322377, 0.09009003009008226]","[0.27027010066366036, 0.054054124723474796, 0.21321328859392885, 0.2132132885939283, 0.09009003355455361]","[0.27027064527032163, 0.21321329321322377, 0.27027009027024446, 0.27027009027024734, 0.1351350451351222]","[0.27027062361737336, 0.21321328859392885, 0.2702701006636595, 0.27027010066366214, 0.13513505033183018]"
24,"[0.23076924516923067, 0.0769230817230769, 0.21794870410256573, 0.1730769026769233, 0.07692308615384519]","[0.23076925894970524, 0.07692308631656847, 0.21794870894662213, 0.1730769442122789, 0.07692308631656845]","[0.31730764038462145, 0.23076921846153928, 0.3461538053538466, 0.23076925846153537, 0.13461536576923266]","[0.3173076394693026, 0.23076922812155493, 0.3461538884245578, 0.23076925894970535, 0.13461537052514735]","[0.23076924516923067, 0.0769230817230769, 0.21794870410256573, 0.1730769026769233, 0.11538460178461553]","[0.23076925894970524, 0.07692308631656847, 0.23076922812155493, 0.1730769442122789, 0.1153846294748526]","[0.2307692451692307, 0.21794870410256573, 0.3461538053538466, 0.23076924516923067, 0.11538462258461533]","[0.23076925894970524, 0.23076922812155493, 0.3461538884245578, 0.23076925894970524, 0.1153846294748528]","[0.23076925846153537, 0.13461536576923266, 0.21794870410256575, 0.2179487041025658, 0.11538462923076687]","[0.23076925894970524, 0.13461537052514738, 0.21794870894662213, 0.217948693682198, 0.11538462947485251]","[0.26923075153846554, 0.21794870410256575, 0.230769258461534, 0.23076925846153537, 0.13461536576923266]","[0.26923074105029476, 0.21794870894662233, 0.23076925894970515, 0.23076925894970524, 0.13461537052514735]","[0.23076925846153534, 0.10576921346154049, 0.23076921846153983, 0.23076921846153947, 0.07692308615384519]","[0.23076925894970524, 0.10576921315643424, 0.23076921824457547, 0.23076921824457547, 0.07692308631656845]","[0.31730764038462145, 0.23076921846153922, 0.2307692584615354, 0.23076925846153537, 0.11538462923076742]","[0.3173076394693026, 0.23076921824457544, 0.23076925894970537, 0.23076925894970535, 0.11538462947485262]"
25,"[0.1600000114285703, 0.12000002111111004, 0.23076922505494535, 0.12999999142857205, 0.04000000285714256]","[0.14285723604915332, 0.12000002078748304, 0.23076923733369925, 0.1428571055803386, 0.03571430901228833]","[0.28205126062271124, 0.259999982857144, 0.2599999828571441, 0.23999998666666744, 0.16000001142857062]","[0.2857142111606772, 0.2857142111606772, 0.2857142111606772, 0.2399999868710633, 0.20000000273519514]","[0.23076924362637322, 0.14102563031135554, 0.23076922505494535, 0.23076922505494535, 0.07692308120879077]","[0.23076922311068435, 0.1410256426667581, 0.23076922311068435, 0.23076922311068435, 0.07692307911123288]","[0.28205126062271113, 0.23076922505494535, 0.23076924362637358, 0.23076924362637322, 0.11538462181318661]","[0.2820512853335162, 0.23076923733369925, 0.23076922311068435, 0.23076923733369925, 0.11538461155534217]","[0.16000001142857062, 0.14000000999999934, 0.259999982857144, 0.12999999142857205, 0.04000000285714256]","[0.14285723604915332, 0.1428571055803386, 0.2857142111606772, 0.1428571055803386, 0.03571430901228833]","[0.28000001999999863, 0.259999982857144, 0.2599999828571441, 0.16000001142857023, 0.16000001142857062]","[0.2857142111606772, 0.2857142111606772, 0.2857142111606772, 0.14285723604915332, 0.14285723604915332]","[0.1600000114285703, 0.12000002111111005, 0.23999998666666741, 0.2399999866666674, 0.03999999777777773]","[0.20000000273519514, 0.12000002078748304, 0.2399999868710633, 0.2399999868710633, 0.039999997811843886]","[0.2400000422222201, 0.2399999866666674, 0.23999998666666744, 0.23999998666666744, 0.16000001142857023]","[0.24000004157496607, 0.2399999868710633, 0.23999998687106333, 0.2399999868710633, 0.20000000273519514]"
26,"[0.22222222494949506, 0.10576921346153684, 0.22222222494949484, 0.22222222494949642, 0.05882352512605106]","[0.22222222491144455, 0.10576921370301152, 0.22222222491144458, 0.22222222491144494, 0.05882352694664412]","[0.3173076403846105, 0.23529410050420346, 0.23529410050419866, 0.23529410050420424, 0.11764705025209861]","[0.31730764110903453, 0.23529410778657633, 0.23529410778657656, 0.23529410778657647, 0.11764705389328824]","[0.23076925846154156, 0.10576921346153684, 0.23076921846153842, 0.23076921846153842, 0.07692308615384714]","[0.23076925807518148, 0.10576921370301152, 0.23076921863325267, 0.23076921863325253, 0.07692308602506047]","[0.3173076403846105, 0.23076921846153842, 0.23076925846154156, 0.23076925846154156, 0.11538462923076967]","[0.31730764110903453, 0.23076921863325278, 0.2307692580751815, 0.23076925807518145, 0.11538462903759074]","[0.23529410050420213, 0.1372549162464986, 0.23529410050420285, 0.2352941005042033, 0.05882352512605106]","[0.2352941077865765, 0.13725491017785277, 0.23529410778657653, 0.23529410778657633, 0.05882352694664412]","[0.27450983249300204, 0.23529410050420707, 0.23529410050420285, 0.23529410050420424, 0.11764705025209232]","[0.2745098203557057, 0.23529410778657633, 0.23529410778657656, 0.23529410778657647, 0.11764705389328824]","[0.22222222494949506, 0.14814814587542108, 0.22222222494949542, 0.2222222249494939, 0.11111110020201848]","[0.22222222491144455, 0.14814814590712957, 0.22222222491144458, 0.22222222491144455, 0.11111110035422136]","[0.29629629175084216, 0.22222222494949467, 0.22222222494949542, 0.2222222249494939, 0.11111111247474753]","[0.29629629181425937, 0.22222222491144494, 0.22222222491144458, 0.22222222491144455, 0.11111111245572229]"
