entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_2,Trial,解の非唯一性考慮のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ_2
E,r,E,767,r,E,E,r,E,r,r,E,r
E,r,E,768,r,E,E,r,E,r,r,E,r
E,r,E,769,r,E,E,r,E,r,r,E,r
E,r,E,770,r,E,E,r,E,r,r,E,r
E,r,E,771,r,E,E,r,E,r,r,E,r
E,r,E,772,r,E,E,r,E,r,r,E,r
"[0.20000000000000004, 0.2, 0.2, 0.1999999699999985, 0.2]","[0.20000001111111082, 0.3, 0.2, 0.2, 0.2]","[0.20000000000000004, 0.2, 0.13333333, 0.13333333, 0.2]",773,"[0.20000001111111082, 0.2000000200000002, 0.2, 0.2, 0.2]","[0.2, 0.2, 0.15, 0.15, 0.2]","[0.2, 0.2, 0.2, 0.09999999499999995, 0.2]","[0.20000001000000003, 0.20000002000000144, 0.20000000000000004, 0.20000000000000004, 0.2]","[0.2, 0.2, 0.2, 0.09999999499999968, 0.2]","[0.299999984999999, 0.20000002000000144, 0.2, 0.2, 0.2]","[0.29999998499999986, 0.2000000200000002, 0.2, 0.2, 0.2]","[0.2, 0.2, 0.2, 0.1999999688888891, 0.2]","[0.20000001000000003, 0.26666666, 0.20000000000000004, 0.20000000000000004, 0.2]"
E,"[0.25, 0.25, 0.16666667999999987, 0.16666667999999987, 0.25]",E,774,"[0.25, 0.25, 0.16666667999999987, 0.16666667999999987, 0.25]","[0.25, 0.25, 0.125, 0.125, 0.16666667999999987]","[0.25, 0.125, 0.125, 0.125, 0.24999999096874975]",r,E,r,"[0.25, 0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.125, 0.125, 0.24999999096874975]",r
E,r,E,775,r,E,E,r,E,r,r,E,r
E,r,E,776,r,E,E,r,E,r,r,E,r
E,r,E,777,r,E,E,r,E,r,r,E,r
E,r,E,778,r,E,E,r,E,r,r,E,r
E,r,E,779,r,E,E,r,E,r,r,E,r
E,r,E,780,r,E,E,r,E,r,r,E,r
E,r,E,781,r,E,E,r,E,r,r,E,r
E,r,E,782,r,E,E,r,E,r,r,E,r
"[0.22222221422222124, 0.22222221422222124, 0.1111111251111128, 0.11111110711111062, 0.222222196222219]","[0.22222221722222216, 0.22222224422222264, 0.2222222262222223, 0.22222221722222216, 0.2222222262222223]","[0.22222221422222124, 0.22222221422222124, 0.1111111251111128, 0.11111110711111062, 0.222222196222219]",783,"[0.22222221722222216, 0.22222224422222264, 0.2222222262222223, 0.22222221722222216, 0.2222222262222223]","[0.22222221722222216, 0.22222221722222216, 0.11111112211111132, 0.11111111311111115, 0.22222221722222216]","[0.22222221722222216, 0.22222221722222216, 0.11111112211111132, 0.11111111311111115, 0.22222221722222216]","[0.22222221422222124, 0.2222222502222256, 0.22222221422222124, 0.222222196222219, 0.22222221422222124]","[0.22222221422222124, 0.22222221422222124, 0.1111111251111128, 0.11111110711111062, 0.222222196222219]","[0.22222221422222124, 0.2222222502222256, 0.22222221422222124, 0.222222196222219, 0.2222222142222213]","[0.22222221722222216, 0.22222224422222264, 0.2222222262222223, 0.22222221722222216, 0.2222222262222223]","[0.22222221722222216, 0.22222221722222216, 0.11111112211111132, 0.11111111311111115, 0.22222221722222216]","[0.22222221422222124, 0.2222222502222256, 0.22222221422222124, 0.222222196222219, 0.22222221422222124]"
E,r,E,784,r,E,E,r,E,r,r,E,r
E,r,E,785,r,E,E,r,E,r,r,E,r
E,r,E,786,r,E,E,r,E,r,r,E,r
E,r,E,787,r,E,E,r,E,r,r,E,r
E,r,E,788,r,E,E,r,E,r,r,E,r
E,r,E,789,r,E,E,r,E,r,r,E,r
E,r,E,790,r,E,E,r,E,r,r,E,r
E,"[0.23529411431372532, 0.23529411431372532, 0.23529411431372532, 0.2352940898039204, 0.23529411431372532]",E,791,"[0.23529411431372532, 0.23529411431372532, 0.23529412848039274, 0.19607846727124323, 0.23529411431372532]","[0.23529411431372532, 0.11764705715686266, 0.11764705715686266, 0.07843137143790845, 0.2352940898039204]","[0.23529411431372532, 0.23529411431372532, 0.11764705715686266, 0.05882352857843133, 0.20588235710784333]",r,E,r,"[0.23529411431372532, 0.23529411431372532, 0.23529412848039274, 0.20588235710784333, 0.23529411431372532]","[0.23529411431372532, 0.23529411431372532, 0.11764705715686266, 0.07843137143790845, 0.2352940898039204]",r
"[0.22222221936507935, 0.22222221293650785, 0.2222222143650784, 0.11111110968253968, 0.22222221293650785]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.18518519018518523, 0.2222222222222222]","[0.22222221936507935, 0.18518518875661408, 0.2222222143650784, 0.11111110968253968, 0.18518518875661408]",792,"[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.18518519018518523, 0.2222222222222222]","[0.2222222222222222, 0.18518519018518523, 0.22222220722222216, 0.1111111111111111, 0.18518519018518523]","[0.2222222222222222, 0.2222222157936508, 0.11111111325396825, 0.1111111111111111, 0.2222222157936508]","[0.22222221936507935, 0.22222223222222226, 0.22222221936507935, 0.11111114039682651, 0.22222221936507935]","[0.22222221936507935, 0.22222221293650785, 0.11111111611111113, 0.11111110968253968, 0.22222221293650785]","[0.22222221936507935, 0.22222223222222226, 0.22222221936507935, 0.22222221293650785, 0.22222221936507935]","[0.2222222222222222, 0.2222222265079365, 0.2222222222222222, 0.2222222157936508, 0.2222222222222222]","[0.2222222222222222, 0.2222222157936508, 0.22222220722222216, 0.18518516232804239, 0.2222222157936508]","[0.22222221936507935, 0.22222223222222226, 0.22222221936507935, 0.18518518875661408, 0.22222221936507935]"
E,r,E,793,r,E,E,r,E,r,r,E,r
E,r,E,794,r,E,E,r,E,r,r,E,r
E,"[0.23076918076923164, 0.23076924576923052, 0.2307692457692305, 0.15384616384615368, 0.2307692457692305]",E,795,"[0.23076918076923164, 0.23076924576923052, 0.2307692457692305, 0.15384616384615368, 0.2307692457692305]","[0.23076918076923164, 0.23076918076923164, 0.2307692457692305, 0.07692308192307684, 0.15384616384615368]","[0.2307692184615386, 0.1153846092307693, 0.07692308192307684, 0.11538462288461525, 0.2307692080769236]",r,E,r,"[0.2307692184615386, 0.23076924576923052, 0.2307692457692305, 0.2307692080769236, 0.2307692457692305]","[0.23076918076923164, 0.23076918076923164, 0.2307692457692305, 0.15384612615384682, 0.2307692080769236]",r
E,r,E,796,r,E,E,r,E,r,r,E,r
"[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1944444194444423]","[0.22222221793650804, 0.22222221793650804, 0.2222222372222219, 0.18518518804232795, 0.22222221793650804]","[0.1851851851851852, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1851851851851852]",797,"[0.22222221793650804, 0.22222221793650804, 0.2222222372222219, 0.13888889397817406, 0.21296299233796173]","[0.18518518804232795, 0.22222221793650804, 0.22222221793650804, 0.11111110896825402, 0.18518518804232795]","[0.22222221793650804, 0.22222221793650804, 0.22222221793650804, 0.11111110896825402, 0.13888889004960325]","[0.2222222222222222, 0.2222222222222222, 0.22222223222222287, 0.13888890388889039, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.11111111111111116, 0.1388888838888884]","[0.2222222222222222, 0.2222222222222222, 0.2777777677777768, 0.13888890388889039, 0.2222222222222222]","[0.22222221793650804, 0.22222221793650804, 0.2777777800992065, 0.13888889397817406, 0.22222221793650804]","[0.22222221793650804, 0.22222221793650804, 0.22222221793650804, 0.11111110896825402, 0.18518518804232795]","[0.2222222222222222, 0.2222222222222222, 0.22222223222222287, 0.1851851851851852, 0.2222222222222222]"
"[0.2222222355555569, 0.2222221755555508, 0.22222217555555088, 0.11111111777777845, 0.22222218555555134]","[0.2222222322222222, 0.2222222322222222, 0.2222222322222222, 0.2222221872222222, 0.2222222322222222]","[0.2222222355555569, 0.2222222288888899, 0.11111111444444495, 0.11111111777777845, 0.22222218555555134]",798,"[0.2222222322222222, 0.2222222322222222, 0.2222222322222222, 0.1388888838888889, 0.22222222222222204]","[0.2222222322222222, 0.2222222322222222, 0.1111111161111111, 0.1111111161111111, 0.2222221872222222]","[0.22222222222222204, 0.22222222222222204, 0.22222221722222277, 0.1111111161111111, 0.1388888838888889]","[0.2222222355555569, 0.2222221755555508, 0.2222222355555569, 0.11111116777778413, 0.2222222355555569]","[0.22222223555555687, 0.2222221755555508, 0.22222217555555088, 0.11111111777777845, 0.13888889722222308]","[0.2222222355555569, 0.2222221755555508, 0.27777779444444617, 0.13888889722222308, 0.22222223555555687]","[0.2222222322222222, 0.2222222322222222, 0.2777777677777778, 0.1388888838888889, 0.22222222222222204]","[0.2222222322222222, 0.2222222322222222, 0.22222221722222277, 0.1388888338888896, 0.2222221872222222]","[0.2222222355555569, 0.2222222288888899, 0.2222222355555569, 0.22222218555555134, 0.2222222355555569]"
E,"[0.23529413610859592, 0.2352941099547517, 0.2352941099547517, 0.2352940990573155, 0.2352941099547517]",E,799,"[0.23529413610859592, 0.2352941099547517, 0.20588239960784055, 0.20588236255656037, 0.2352941099547517]","[0.2352941099547517, 0.11764706805429796, 0.11764705497737585, 0.11764705497737585, 0.2352940990573155]","[0.2352941099547517, 0.2352941099547517, 0.11764705497737585, 0.05882353402714898, 0.20588236255656037]",r,E,r,"[0.23529413610859592, 0.2352941099547517, 0.2352941099547517, 0.20588236255656037, 0.2352941099547517]","[0.2352941099547517, 0.2352941099547517, 0.11764705497737585, 0.11764705497737585, 0.2352940990573155]",r
E,r,E,800,r,E,E,r,E,r,r,E,r
E,r,E,801,r,E,E,r,E,r,r,E,r
E,r,E,802,r,E,E,r,E,r,r,E,r
E,r,E,803,r,E,E,r,E,r,r,E,r
E,r,E,804,r,E,E,r,E,r,r,E,r
E,r,E,805,r,E,E,r,E,r,r,E,r
E,r,E,806,r,E,E,r,E,r,r,E,r
E,r,E,807,r,E,E,r,E,r,r,E,r
"[0.2413792871869301, 0.24137931771324952, 0.12068965885662476, 0.10837438746953591, 0.21674874493907095]","[0.24137931771324853, 0.24137931771324853, 0.24137928718693322, 0.19827586812159712, 0.24137931771324853]","[0.2413792871869301, 0.24137931771324952, 0.12068965885662476, 0.03448275967332136, 0.17980299130412467]",808,"[0.24137931771324853, 0.24137931771324853, 0.21674877493907166, 0.19827586812159712, 0.24137931771324853]","[0.24137928718693322, 0.24137931771324853, 0.12068965885662426, 0.03448275967332122, 0.19827586812159712]","[0.21674877493907166, 0.24137931771324853, 0.0500821032724051, 0.10837438746953583, 0.21674874493907229]","[0.24137931771324952, 0.24137931771324952, 0.19211826269121351, 0.17980299130412467, 0.24137931771324952]","[0.2167487749390718, 0.24137931771324952, 0.05008210327240501, 0.10837438746953591, 0.21674874493907095]","[0.24137931771324952, 0.25041051636202505, 0.21674877493907183, 0.21674874493907095, 0.24137931771324952]","[0.24137931771324853, 0.25041051636202555, 0.21674877493907166, 0.21674874493907229, 0.24137931771324853]","[0.24137928718693322, 0.24137931771324853, 0.12068965885662426, 0.10837438746953583, 0.21674874493907229]","[0.24137931771324952, 0.24137931771324952, 0.2413792871869301, 0.17980299130412467, 0.24137931771324952]"
"[0.22222222472222164, 0.22222221347222418, 0.11111111236111085, 0.11111110861111166, 0.22222221347222418]","[0.2222222228981481, 0.2222222549259267, 0.22222222087037038, 0.2222222228981481, 0.2222222228981481]","[0.22222221722222332, 0.11111111486111029, 0.11111111236111085, 0.11111110861110993, 0.22222221347222418]",809,"[0.2222222228981481, 0.2222222549259267, 0.22222222087037038, 0.2222222228981481, 0.2222222228981481]","[0.22222222087037038, 0.11111111144907405, 0.11111112746296335, 0.11111111043518519, 0.2222222228981481]","[0.2222222228981481, 0.2222222228981481, 0.11111112746296335, 0.11111111043518519, 0.2222222228981481]","[0.22222222472222164, 0.2222222247222217, 0.22222221722222332, 0.22222221347222418, 0.2222222247222217]","[0.22222222472222164, 0.22222221347222418, 0.11111111236111085, 0.11111110861111166, 0.22222221347222418]","[0.22222222472222164, 0.2222222247222217, 0.22222221722222332, 0.22222221347222418, 0.2222222247222217]","[0.2222222228981481, 0.2222222549259267, 0.22222222087037038, 0.2222222228981481, 0.2222222228981481]","[0.2222222228981481, 0.2222222228981481, 0.11111112746296335, 0.11111111043518519, 0.2222222228981481]","[0.22222222972222058, 0.2222222247222217, 0.22222221722222332, 0.22222221347222418, 0.2222222247222217]"
E,r,E,810,r,E,E,r,E,r,r,E,r
E,r,E,811,r,E,E,r,E,r,r,E,r
E,r,E,812,r,E,E,r,E,r,r,E,r
"[0.2222222097222221, 0.22222223222222232, 0.11111111611111116, 0.11111104861111035, 0.2222222097222221]","[0.2222222294444445, 0.22222222444444437, 0.2222222294444445, 0.22222222194444444, 0.22222222194444444]","[0.2222222097222221, 0.22222223222222232, 0.11111111611111116, 0.11111104861111035, 0.2222222097222221]",813,"[0.2222222294444445, 0.22222222444444437, 0.2222222294444445, 0.22222222194444444, 0.22222222194444444]","[0.22222222194444405, 0.22222222194444444, 0.11111111222222218, 0.11111111472222225, 0.22222222194444444]","[0.22222222194444444, 0.22222222194444444, 0.11111111222222218, 0.11111111472222225, 0.22222222194444444]","[0.2222222097222221, 0.22222223222222232, 0.2222222097222221, 0.2222222097222221, 0.2222222097222221]","[0.2222222097222221, 0.2222222097222221, 0.11111111611111116, 0.11111111611111116, 0.2222222097222221]","[0.22222223222222232, 0.22222223222222232, 0.2222222097222221, 0.2222222097222221, 0.2222222097222221]","[0.2222222294444445, 0.22222222444444437, 0.2222222294444445, 0.22222222194444444, 0.22222222194444444]","[0.22222222194444405, 0.22222222194444444, 0.11111111222222218, 0.11111111472222225, 0.22222222194444444]","[0.2222222097222221, 0.22222223222222232, 0.2222222097222221, 0.2222222097222221, 0.2222222097222221]"
E,r,E,814,r,E,E,r,E,r,r,E,r
E,r,E,815,r,E,E,r,E,r,r,E,r
E,r,E,816,r,E,E,r,E,r,r,E,r
E,r,E,817,r,E,E,r,E,r,r,E,r
E,r,E,818,r,E,E,r,E,r,r,E,r
"[0.2222222170370373, 0.2222222170370373, 0.11111111259259343, 0.11111110851851866, 0.2222222170370373]","[0.22222223622222217, 0.22222222002222258, 0.22222223622222217, 0.2222222206222221, 0.22222222002222258]","[0.2222222170370373, 0.2222222170370373, 0.11111111259259343, 0.11111110851851866, 0.2222222170370373]",819,"[0.22222223622222217, 0.22222222002222258, 0.22222223622222217, 0.2222222206222221, 0.22222222002222258]","[0.22222222002222258, 0.22222222002222258, 0.11111111811111109, 0.11111111811111109, 0.22222222002222258]","[0.22222222002222258, 0.22222222002222258, 0.11111111001111129, 0.06666666474666653, 0.22222222002222258]","[0.22222222518518686, 0.22222221703703732, 0.22222221703703732, 0.22222222814814507, 0.2222222170370373]","[0.22222221703703732, 0.2222222170370373, 0.11111110851851866, 0.0666666681481477, 0.2222222170370373]","[0.22222222518518686, 0.22222221703703732, 0.2666666725925908, 0.22222221703703732, 0.2222222170370373]","[0.22222223622222217, 0.22222222002222258, 0.26666665898666614, 0.2222222206222221, 0.22222222002222258]","[0.22222222002222258, 0.22222222002222258, 0.11111111811111109, 0.11111111811111109, 0.22222222002222258]","[0.22222222518518686, 0.22222221703703732, 0.22222221703703732, 0.22222222814814507, 0.2222222170370373]"
"[0.2222222122222223, 0.2222222122222223, 0.22222220522222136, 0.11111113311111101, 0.2222222122222223]","[0.2222222189435336, 0.22222222484517312, 0.22222222484517312, 0.18518519149666052, 0.2222222189435336]","[0.18518519418518545, 0.2222222122222223, 0.22222220522222136, 0.11111111511111109, 0.18518519418518545]",820,"[0.2222222189435336, 0.22222222484517312, 0.22222222484517312, 0.18518519149666052, 0.2222222189435336]","[0.18518519149666052, 0.2222222189435336, 0.2222222065664849, 0.11111111242258656, 0.18518519149666052]","[0.2222222189435336, 0.2222222189435336, 0.08333333431693984, 0.11111111242258656, 0.2222222189435336]","[0.2222222122222223, 0.22222223022222218, 0.2222222122222223, 0.1111111581111118, 0.2222222122222223]","[0.2222222122222223, 0.2222222122222223, 0.08333334083333327, 0.11111110611111115, 0.2222222122222223]","[0.2222222122222223, 0.2500000224999998, 0.2222222122222223, 0.2222222122222223, 0.2222222122222223]","[0.22222222484517312, 0.2500000029508196, 0.22222222484517312, 0.2222222189435336, 0.2222222189435336]","[0.2222222189435336, 0.2222222189435336, 0.2222222065664849, 0.18518516731633278, 0.2222222189435336]","[0.2222222122222223, 0.22222223022222218, 0.22222223022222218, 0.18518519418518545, 0.2222222122222223]"
E,r,E,821,r,E,E,r,E,r,r,E,r
E,r,E,822,r,E,E,r,E,r,r,E,r
"[0.2222222204830918, 0.2222222243961353, 0.11111110632850237, 0.1111111102415459, 0.22222221352657018]","[0.22222221865079386, 0.2666666752380948, 0.22222222936507896, 0.22222221865079386, 0.22222221865079386]","[0.2222222204830918, 0.2222222243961353, 0.06666666536231884, 0.1111111102415459, 0.22222221352657018]",823,"[0.22222221865079386, 0.222222245972222, 0.22222222936507896, 0.22222221865079386, 0.22222221865079386]","[0.22222221865079386, 0.22222221865079386, 0.0666666688095237, 0.11111111468253948, 0.22222221865079386]","[0.22222221865079386, 0.22222221865079386, 0.11111112539682456, 0.11111111468253948, 0.22222221865079386]","[0.2222222243961353, 0.2222222243961353, 0.2222222204830918, 0.2222222243961353, 0.2222222243961353]","[0.2222222243961353, 0.2222222243961353, 0.11111110632850237, 0.1111111102415459, 0.2222222204830918]","[0.2222222243961353, 0.2222222243961353, 0.2222222204830918, 0.2222222243961353, 0.2222222243961353]","[0.22222221865079386, 0.222222245972222, 0.22222222936507896, 0.22222221865079386, 0.22222221865079386]","[0.22222221865079386, 0.22222221865079386, 0.11111112539682456, 0.11111111468253948, 0.22222221865079386]","[0.2222222243961353, 0.26666666144927537, 0.2222222204830918, 0.2222222243961353, 0.2222222243961353]"
E,r,E,824,r,E,E,r,E,r,r,E,r
"[0.22222221222222288, 0.2222222088888887, 0.11111110444444434, 0.11111110444444434, 0.22222221222222288]","[0.2222222822222258, 0.2777777877777777, 0.2222222122222223, 0.2222222122222223, 0.2222222122222223]","[0.22222221222222288, 0.1111111311111106, 0.11111110444444434, 0.11111110444444434, 0.22222221222222288]",825,"[0.2222222822222258, 0.2222223022222216, 0.2222222122222223, 0.2222222122222223, 0.2222222122222223]","[0.2222222122222223, 0.1111111411111129, 0.13888889388888884, 0.13888889388888884, 0.2222222122222223]","[0.2222222122222223, 0.2222222122222223, 0.1111111511111108, 0.08333331833333339, 0.2222222122222223]","[0.2222222622222212, 0.2222222088888887, 0.22222221222222288, 0.22222221222222288, 0.22222221222222288]","[0.22222221222222288, 0.2222222088888887, 0.11111110444444434, 0.0833333416666664, 0.22222221222222288]","[0.2500000249999992, 0.2222222088888887, 0.22222221222222288, 0.22222221222222288, 0.22222221222222288]","[0.2499999550000002, 0.2222223022222216, 0.2222222122222223, 0.2222222122222223, 0.2222222122222223]","[0.2222222122222223, 0.2222222122222223, 0.13888889388888884, 0.13888889388888884, 0.2222222122222223]","[0.2222222622222212, 0.2222222088888887, 0.22222221222222288, 0.22222221222222288, 0.22222221222222288]"
E,r,E,826,r,E,E,r,E,r,r,E,r
E,r,E,827,r,E,E,r,E,r,r,E,r
E,r,E,828,r,E,E,r,E,r,r,E,r
E,r,E,829,r,E,E,r,E,r,r,E,r
E,r,E,830,r,E,E,r,E,r,r,E,r
E,r,E,831,r,E,E,r,E,r,r,E,r
E,r,E,832,r,E,E,r,E,r,r,E,r
"[0.22222221936508, 0.22222221936508, 0.222222210793651, 0.11111110968254, 0.22222221936508]","[0.22222222650793652, 0.22222222650793652, 0.22222222650793652, 0.2222222200793651, 0.2222222200793651]","[0.22222221936508, 0.11111111396825331, 0.222222210793651, 0.11111110968254, 0.22222221936508]",833,"[0.22222222650793652, 0.22222222650793652, 0.22222222650793652, 0.2222222200793651, 0.2222222200793651]","[0.2222222200793651, 0.11111111325396826, 0.22222222007936504, 0.11111111325396826, 0.2222222200793651]","[0.2222222200793651, 0.2222222200793651, 0.11111111325396826, 0.11111111325396826, 0.2222222200793651]","[0.22222223222221993, 0.22222221936508, 0.22222221936508, 0.11111113111110896, 0.22222221936508]","[0.22222221936508, 0.22222221936508, 0.11111110968254001, 0.11111110968254, 0.22222221936508]","[0.22222223222221993, 0.22222221936508002, 0.22222221936508, 0.22222221936508, 0.22222221936508]","[0.22222222650793652, 0.22222222650793652, 0.22222222650793652, 0.2222222200793651, 0.2222222200793651]","[0.2222222200793651, 0.2222222200793651, 0.22222222007936504, 0.22222220079365082, 0.2222222200793651]","[0.22222222793650662, 0.22222221936508, 0.22222221936508, 0.22222221936508, 0.22222221936508]"
E,r,E,834,r,E,E,r,E,r,r,E,r
"[0.2222222097222221, 0.22222223222222232, 0.11111111611111116, 0.11111104861111046, 0.2222222097222221]","[0.22222222422222213, 0.22222222422222213, 0.22222222422222243, 0.22222222422222213, 0.22222222422222213]","[0.2222222097222221, 0.22222223222222232, 0.11111111611111116, 0.11111104861111046, 0.2222222097222221]",835,"[0.22222222422222213, 0.22222222422222213, 0.22222222422222243, 0.22222222422222213, 0.22222222422222213]","[0.22222222422222213, 0.22222222422222213, 0.11111110311111148, 0.11111111211111122, 0.22222222422222213]","[0.22222222422222213, 0.22222222422222213, 0.11111111211111106, 0.11111110311111123, 0.22222222422222213]","[0.2222222097222221, 0.22222223222222232, 0.2222222097222221, 0.2222222097222221, 0.2222222097222221]","[0.2222222097222221, 0.2222222097222221, 0.11111111611111116, 0.11111111611111116, 0.2222222097222221]","[0.22222223222222232, 0.22222223222222232, 0.2222222097222221, 0.2222222097222221, 0.2222222097222221]","[0.22222222422222213, 0.22222222422222213, 0.22222222422222243, 0.22222222422222213, 0.22222222422222213]","[0.22222222422222213, 0.22222222422222213, 0.11111110311111148, 0.11111110311111123, 0.22222222422222213]","[0.2222222097222221, 0.22222223222222232, 0.2222222097222221, 0.2222222097222221, 0.2222222097222221]"
"[0.2222222115079361, 0.18518519232804262, 0.2222222115079361, 0.1111111132539682, 0.2222222115079361]","[0.22222222079365023, 0.27777778206349213, 0.22222221793650784, 0.22222221793650784, 0.22222223293650897]","[0.2222222115079361, 0.11111111682539712, 0.11111111444444455, 0.11111111444444455, 0.2222222115079361]",836,"[0.2222222372222223, 0.22222221793650784, 0.22222221793650784, 0.17592595521164103, 0.22222223293650897]","[0.22222221793650784, 0.11111111039682511, 0.13888889103174606, 0.13888889103174606, 0.22222221793650784]","[0.22222221793650784, 0.1851851880423281, 0.22222221793650784, 0.11111110896825392, 0.1851851880423281]","[0.2222222265079364, 0.22222222222222285, 0.22222222650793635, 0.14814817314814907, 0.2222222115079361]","[0.2222222115079361, 0.18518519232804262, 0.2222222115079361, 0.1111111132539682, 0.18518519232804262]","[0.2222222265079364, 0.22222222222222285, 0.2222222265079364, 0.18518519232804262, 0.2222222115079361]","[0.2222222372222223, 0.22222221793650784, 0.22222221793650784, 0.1851851880423281, 0.22222221793650784]","[0.22222221793650784, 0.1851851880423281, 0.22222221793650784, 0.13888889103174606, 0.22222221793650784]","[0.22222223365079424, 0.2222222288888891, 0.22222222650793635, 0.2222222115079361, 0.2222222115079361]"
E,r,E,837,r,E,E,r,E,r,r,E,r
E,r,E,838,r,E,E,r,E,r,r,E,r
E,r,E,839,r,E,E,r,E,r,r,E,r
E,r,E,840,r,E,E,r,E,r,r,E,r
E,r,E,841,r,E,E,r,E,r,r,E,r
E,r,E,842,r,E,E,r,E,r,r,E,r
E,r,E,843,r,E,E,r,E,r,r,E,r
"[0.22222221222222316, 0.2222222122222232, 0.11111112111110948, 0.1111111111111109, 0.2222222122222232]","[0.2222222232222223, 0.2222222232222223, 0.2222222232222223, 0.2222222232222223, 0.2222222232222223]","[0.22222221222222316, 0.2222222122222232, 0.11111112111110948, 0.1111111111111109, 0.2222222122222232]",844,"[0.2222222232222223, 0.2222222232222223, 0.2222222232222223, 0.2222222232222223, 0.2222222232222223]","[0.2222222232222223, 0.2222222232222223, 0.11111110711111095, 0.11111110711111095, 0.2222222232222223]","[0.22222221301490522, 0.2222222232222223, 0.0833333325833333, 0.11111111161111115, 0.2222222232222223]","[0.2222222122222232, 0.22222224222222092, 0.2222222222222218, 0.22222221222222316, 0.2222222122222232]","[0.22222221222222316, 0.2222222122222232, 0.08333334083333264, 0.11111110611111158, 0.2222222122222232]","[0.2222222122222232, 0.2500000224999979, 0.22222221222222316, 0.2222222122222232, 0.2222222122222232]","[0.2222222232222223, 0.24999999774999987, 0.2222222232222223, 0.2222222232222223, 0.2222222232222223]","[0.22222221301490522, 0.2222222232222223, 0.11111110711111095, 0.11111110711111095, 0.2222222232222223]","[0.2222222122222232, 0.22222224222222092, 0.2222222222222218, 0.22222221222222316, 0.2222222122222232]"
E,r,E,845,r,E,E,r,E,r,r,E,r
E,r,E,846,r,E,E,r,E,r,r,E,r
E,r,E,847,r,E,E,r,E,r,r,E,r
"[0.22222221222222208, 0.22222221222222208, 0.08333334083333345, 0.11111110611111104, 0.22222221222222208]","[0.22222222222222232, 0.2500000207692308, 0.22222222222222232, 0.22222222222222232, 0.22222222222222232]","[0.22222221222222208, 0.22222221222222208, 0.08333334083333345, 0.11111110611111104, 0.22222221222222208]",848,"[0.22222222222222232, 0.2500000207692308, 0.22222222222222232, 0.22222222222222232, 0.22222222222222232]","[0.22222222222222232, 0.22222222222222232, 0.08333334025641026, 0.11111111111111116, 0.22222222222222232]","[0.22222222222222232, 0.22222222222222232, 0.08333334025641026, 0.11111111111111066, 0.22222222222222232]","[0.22222221222222233, 0.25000002250000036, 0.22222221222222208, 0.22222221222222233, 0.22222221222222208]","[0.22222221222222208, 0.22222221222222208, 0.08333334083333345, 0.11111110611111104, 0.22222221222222208]","[0.22222221222222208, 0.25000002250000036, 0.22222221222222208, 0.22222221222222208, 0.22222221222222208]","[0.22222222222222232, 0.2500000207692308, 0.22222222222222232, 0.22222222222222232, 0.22222222222222232]","[0.22222222222222232, 0.22222222222222232, 0.08333334025641026, 0.11111111111111066, 0.22222222222222232]","[0.22222221222222233, 0.25000002250000036, 0.22222221222222208, 0.22222221222222233, 0.22222221222222208]"
E,r,E,849,r,E,E,r,E,r,r,E,r
E,r,E,850,r,E,E,r,E,r,r,E,r
E,r,E,851,r,E,E,r,E,r,r,E,r
E,r,E,852,r,E,E,r,E,r,r,E,r
E,r,E,853,r,E,E,r,E,r,r,E,r
