Trial,entani論文のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,entani論文のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,entani論文のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ
11,"[0.22222221222221872, 0.28571429904760093, 0.08333333333332486, 0.11111111611111335, 0.07142857476189932]","[0.33333330333331884, 0.3333333483333396, 0.1428571495238028, 0.22222221222221872, 0.142857149523799]","[0.22222221222221872, 0.33333330333332145, 0.11111111611111146, 0.11111111611111335, 0.11111111611111146]","[0.33333330333331884, 0.3333333483333396, 0.1111111161111174, 0.22222221222221855, 0.11111111611111146]","[0.22222221222221872, 0.3333333033333189, 0.08333333333332493, 0.11111112111113267, 0.08333333333332671]","[0.33333330333331884, 0.33333333333330684, 0.1111111211111219, 0.22222221222221872, 0.11111112111113383]","[0.22222221222221872, 0.28571429904759293, 0.1428571495238028, 0.14285714952378445, 0.07142857476189932]","[0.2857142990476036, 0.28571429904759293, 0.1428571495238028, 0.22222221222221877, 0.142857149523799]",E,r,E,r,E,r,E,r,"[0.28571426793650834, 0.28571429904761875, 0.11111111611111113, 0.15873019650793618, 0.11111111611111113]","[0.28571426793650834, 0.3333333033333332, 0.14285713396825417, 0.17460318293650762, 0.11111111611111113]","[0.22222220972222215, 0.3333333033333332, 0.11111111611111113, 0.11111111611111113, 0.11111111611111113]","[0.3333333033333332, 0.3333333483333334, 0.11111111611111113, 0.22222220972222215, 0.11111111611111113]","[0.22222221222222174, 0.3333332733333307, 0.08333331833333267, 0.11111115111111286, 0.08333331833333267]","[0.3333332733333307, 0.3333332733333307, 0.11111115111111286, 0.22222221222222174, 0.11111115111111286]","[0.21428570873015884, 0.28571426793650834, 0.14285713396825417, 0.14285714952380937, 0.07142857476190469]","[0.28571426793650834, 0.28571429904761875, 0.14285714952380937, 0.21428570873015884, 0.14285713396825417]","[[0.28571426793650834, 0.3333333033333332, 0.11111111611111113, 0.15873019650793618, 0.11111111611111113], [0.28571426793650834, 0.3333332733333307, 0.11111111611111113, 0.15873022650793867, 0.11111111611111113], [0.28571426793650834, 0.28571429904761875, 0.14285713396825417, 0.17460318293650762, 0.11111111611111113]]"
12,"[0.22222223555555512, 0.28571428571428475, 0.11111112777777943, 0.052631583825417515, 0.06315790059050101]","[0.3333332833333286, 0.33333338333333684, 0.15789472830551923, 0.22857140857143055, 0.16666664166666517]","[0.22857140857142982, 0.28571428571428475, 0.14285714285714238, 0.14285714285714238, 0.11428570428571488]","[0.28571428571428475, 0.28571428571428625, 0.14285714285714238, 0.22857140857142982, 0.14285714285714313]","[0.22222223555555512, 0.3157894566110382, 0.15789472830551923, 0.052631583825417515, 0.06315790059050101]","[0.3157894566110382, 0.3157895029525051, 0.15789472830551923, 0.2222222355555544, 0.15789472830552012]","[0.22222223555555512, 0.3333332833333328, 0.11111112777777898, 0.05555556388888958, 0.11111111777777756]","[0.33333328333333123, 0.3333333833333375, 0.11111112777777898, 0.22222223555555512, 0.16666664166666523]",E,r,E,r,E,r,E,r,"[0.2730159091269842, 0.28571430238095236, 0.11111112777777787, 0.17142856198412704, 0.08187133306845612]","[0.2857142634920636, 0.33333328333333306, 0.15789471331269234, 0.17142856198412704, 0.11428572095238092]","[0.22857144190476184, 0.2857142634920636, 0.1428571317460318, 0.14285715119047618, 0.11428572095238092]","[0.2857142634920636, 0.28571430238095236, 0.14285715119047618, 0.22857144190476184, 0.1428571317460318]","[0.18421053146284855, 0.31578948250774036, 0.15789471331269234, 0.05263158041795673, 0.06315789650154807]","[0.31578948250774036, 0.31578948250774036, 0.15789474125387018, 0.18421053146284855, 0.15789471331269234]","[0.2222222355555556, 0.33333328333333306, 0.11111112777777786, 0.05555556388888893, 0.1111111177777778]","[0.33333328333333306, 0.33333338333333357, 0.11111112777777787, 0.2222222355555556, 0.16666664166666653]","[[0.2857142634920636, 0.28571430238095236, 0.14285715119047618, 0.17142856198412704, 0.11428572095238092], [0.2730159091269842, 0.31578948250774036, 0.15789471331269234, 0.17142856198412704, 0.08187133306845612], [0.2730159091269842, 0.33333328333333306, 0.11111112777777787, 0.17142856198412704, 0.1111111177777778]]"
13,"[0.21052633923774944, 0.25641032307692385, 0.1025640858974358, 0.10526315651542675, 0.04761904961904767]","[0.31578946954627907, 0.3157894695462803, 0.15789473477313953, 0.25641023641025695, 0.14285710685714115]","[0.21052633923774944, 0.31578946954627907, 0.15789473477313953, 0.10526315651542675, 0.0789473673865698]","[0.31578946954627907, 0.3157894695462803, 0.15789473477313953, 0.2105263392377491, 0.10526316961887433]","[0.23809520609523746, 0.285714297714286, 0.14285710685714115, 0.14285714885714254, 0.04761904961904767]","[0.2857142977142865, 0.285714297714286, 0.1428571488571425, 0.23809520609523746, 0.14285710685714115]","[0.25641023641025695, 0.25641032307692385, 0.1025640858974358, 0.153846128846153, 0.12820511820512864]","[0.256410323076924, 0.307692257692308, 0.153846128846153, 0.25641023641025695, 0.12820516153846193]",E,r,E,r,E,r,E,r,"[0.25641023641025523, 0.2857142977142859, 0.14285714885714296, 0.18681319881318828, 0.08309237225024069]","[0.25641023641025523, 0.31578946168421057, 0.15789473084210529, 0.18681319881318828, 0.12820511820512762]","[0.2105263077894736, 0.31578946168421057, 0.15789473084210529, 0.10526315389473685, 0.0789473844210527]","[0.31578946168421057, 0.31578946168421057, 0.1578947688421054, 0.2105263077894736, 0.1052631538947368]","[0.2380952060952376, 0.2857142977142859, 0.14285710685714226, 0.14285714885714296, 0.04761904961904765]","[0.2857142977142859, 0.2857142977142859, 0.14285714885714296, 0.2380952060952376, 0.14285710685714226]","[0.25641023641025523, 0.25641023641025523, 0.10256410756410288, 0.1538461613461543, 0.12820511820512762]","[0.25641023641025523, 0.3076923226923086, 0.1538461613461543, 0.25641023641025523, 0.12820511820512762]","[[0.25641023641025523, 0.31578946168421057, 0.15789473084210529, 0.18681319881318828, 0.08309237225024069], [0.25641023641025523, 0.2857142977142859, 0.14285714885714296, 0.18681319881318828, 0.12820511820512762], [0.25641023641025523, 0.285714297714286, 0.14285714885714296, 0.18681319881318828, 0.12820511820512762]]"
14,"[0.17948718428170604, 0.28571432571427857, 0.061538463182294625, 0.11111110539682331, 0.05128205265191248]","[0.3333333161904724, 0.33333331619047024, 0.15384613124341767, 0.22222221079365287, 0.19047617047619544]","[0.22222221079365287, 0.33333331619047024, 0.08333332904761756, 0.11111110539682331, 0.0555555784126984]","[0.3333333161904724, 0.33333331619047024, 0.1111111568253965, 0.22222221079365287, 0.1111111053968276]","[0.1904761704761856, 0.28571432571427785, 0.14285716285713893, 0.14285716285714592, 0.0952380852380924]","[0.2857143257142783, 0.2857143257142925, 0.14285716285713893, 0.19047617047618898, 0.19047617047619397]","[0.17948718428170604, 0.30769231591147483, 0.061538463182294965, 0.15384613124341767, 0.05128205265191248]","[0.30769231591147933, 0.30769231591147483, 0.15384613124341767, 0.17948718428170604, 0.17948718428170604]",E,r,E,r,E,r,E,r,"[0.2857143257142868, 0.2857143257142868, 0.11111111474747459, 0.17948714198717952, 0.09035410603590666]","[0.2857143257142868, 0.33333331151515244, 0.1428571628571434, 0.19047610047618807, 0.09523808523809496]","[0.22222221313131355, 0.33333331151515244, 0.08333333606060594, 0.11111111474747459, 0.055555557373737297]","[0.33333331151515244, 0.3333333442424238, 0.11111111474747459, 0.22222221313131355, 0.11111111474747459]","[0.19047617047618992, 0.2857143257142868, 0.1428571628571434, 0.1428571628571434, 0.09523808523809496]","[0.2857143257142868, 0.2857143257142868, 0.1428571628571434, 0.19047617047618992, 0.19047617047618992]","[0.17948714198717952, 0.3076922201923077, 0.06153847653846153, 0.15384619134615382, 0.051282063782051274]","[0.3076922201923077, 0.30769238269230764, 0.15384619134615382, 0.17948714198717952, 0.17948714198717952]","[[0.2857143257142868, 0.33333331151515244, 0.11111111474747459, 0.17948714198717952, 0.09035410603590666], [0.2857143257142868, 0.2857143257142868, 0.1428571628571434, 0.19047610047618807, 0.09523808523809496], [0.2857143257142868, 0.30769238269230764, 0.13675204357031934, 0.17948714198717952, 0.09035410603590666]]"
15,"[0.21428570095238128, 0.28571429904761886, 0.14285714952380965, 0.07692309025641064, 0.07142857476190495]","[0.30769227435897606, 0.30769236102564057, 0.1538461371794866, 0.21428570095238114, 0.1538461371794869]","[0.21428570095238128, 0.28571429904761886, 0.14285714952380965, 0.1428571495238096, 0.07142857476190559]","[0.2857142990476193, 0.2857142990476192, 0.14285714952380965, 0.21428570095238128, 0.14285714952380943]","[0.21428570095238114, 0.3076922743589768, 0.15384613273504183, 0.0769230902564116, 0.10256412034187629]","[0.30769227435897556, 0.30769236102564057, 0.15384614162393032, 0.21428570095238114, 0.15384613273504186]","[0.21428570095238128, 0.30769227435897606, 0.15384613717948512, 0.07692309025640975, 0.07692309025641014]","[0.30769227435897606, 0.30769236102564057, 0.1538461371794866, 0.21428570095238114, 0.1538461371794869]",E,r,E,r,E,r,E,r,"[0.24358981158974297, 0.28571427571428587, 0.1428571728571424, 0.19230768230769213, 0.10256409456410409]","[0.27655673455677754, 0.3076922743589739, 0.15384613717948692, 0.19230768230769213, 0.10256413456410209]","[0.2142857067857144, 0.28571427571428587, 0.14285713785714294, 0.14285713785714294, 0.0714285864285712]","[0.28571427571428587, 0.28571427571428587, 0.1428571728571424, 0.2142857067857144, 0.14285713785714296]","[0.20512826912820417, 0.3076922476923086, 0.1538461238461543, 0.07692310092307657, 0.10256413456410209]","[0.3076922476923086, 0.30769240369230627, 0.1538461238461543, 0.20512826912820417, 0.1538461238461543]","[0.19230768230769213, 0.3076922743589739, 0.15384613717948692, 0.07692309025641048, 0.07692309025641048]","[0.30769227435897384, 0.3076923610256419, 0.15384613717948695, 0.19230768230769213, 0.15384613717948692]","[[0.27655673455677754, 0.28571427571428587, 0.1428571728571424, 0.19230768230769213, 0.10256413456410209], [0.24358981158974297, 0.3076922476923086, 0.1538461238461543, 0.19230768230769213, 0.10256413456410209], [0.24358981158974297, 0.3076922743589739, 0.15384613717948692, 0.19230768230769213, 0.10256409456410409]]"
16,"[0.18518519583034626, 0.2962962924253286, 0.07407407310633222, 0.07407407310633222, 0.07407407310633222]","[0.2962962924253286, 0.2962962924253289, 0.1481481462126643, 0.22222221931899644, 0.18518519583034626]","[0.18518519583034626, 0.2962962924253286, 0.14814811879330975, 0.07407407310633222, 0.07407407310633222]","[0.2962962924253286, 0.2962962924253289, 0.1481481462126643, 0.18518516970131454, 0.18518519583034626]","[0.22222221931899644, 0.2962962924253286, 0.07407407310633222, 0.1481481462126645, 0.09876543080844205]","[0.2962962924253286, 0.2962962924253289, 0.14814814621266442, 0.22222221931899644, 0.11111112272401384]","[0.22222221899641542, 0.2962962924253286, 0.07407407310633202, 0.148148146051373, 0.07407407310633222]","[0.2962962924253286, 0.2962962924253289, 0.1481481460513732, 0.22222221899641417, 0.11111112304659632]","[0.25925924125925864, 0.29629629229629617, 0.14814814614814809, 0.14814814614814809, 0.09876543109876529]","[0.29629629229629617, 0.29629629229629617, 0.14814814614814809, 0.18518519718518556, 0.11111112311111153]","[0.18518519618518553, 0.29629629229629617, 0.14814814614814809, 0.07407407307407404, 0.07407407307407404]","[0.29629629229629617, 0.29629629229629617, 0.14814814614814809, 0.18518519718518556, 0.18518519618518553]","[0.2222222192222221, 0.29629629229629617, 0.07407407307407404, 0.14814814614814809, 0.09876543109876529]","[0.29629629229629617, 0.29629629229629617, 0.14814814614814809, 0.2222222192222221, 0.11111112311111153]","[0.22222221922222213, 0.29629629229629617, 0.07407407307407404, 0.14814814614814809, 0.07407407307407404]","[0.29629629229629617, 0.29629629229629617, 0.14814814614814809, 0.22222221922222213, 0.11111112311111153]","[0.2962962742962955, 0.2962962785185181, 0.14814813925925904, 0.1604938712817074, 0.09876543664421988]","[0.2962962742962955, 0.2962962785185181, 0.14814813925925904, 0.1604938712817074, 0.09876543664421988]","[0.18518517407407376, 0.2962962785185181, 0.14814813925925904, 0.07407406962962952, 0.07407409962963031]","[0.2962962785185181, 0.2962962785185181, 0.14814819925926062, 0.18518517407407376, 0.18518517407407376]","[0.2222222125252523, 0.2962962785185181, 0.07407408053872072, 0.14814814653198638, 0.09876543664421988]","[0.2962962785185181, 0.2962963221548829, 0.14814814653198638, 0.2222222125252523, 0.11111110626262614]","[0.2222222102222218, 0.2962962742962955, 0.07407408207407434, 0.1481481461481481, 0.07407408207407434]","[0.2962962742962955, 0.2962963282962974, 0.1481481461481481, 0.22222221022222186, 0.1111111051111109]","[[0.2962962742962955, 0.2962962785185181, 0.14814813925925904, 0.1604938712817074, 0.09876543664421988], [0.2962962742962955, 0.2962962785185181, 0.14814813925925904, 0.1604938712817074, 0.09876543664421988], [0.2962962742962955, 0.2962962785185181, 0.14814813925925904, 0.1604938712817074, 0.09876543664421983]]"
17,"[0.16666681666667482, 0.2857142934065972, 0.06374504355668466, 0.07968130444585228, 0.06666660666666346]","[0.31872498960159146, 0.3333330333333173, 0.16666651666665833, 0.24701198673669086, 0.16666681666667482]","[0.16666681666667482, 0.2857142934065972, 0.11111101111110577, 0.16666651666665833, 0.06666660666666346]","[0.2857142934065972, 0.3333330333333173, 0.16666651666665833, 0.16666681666667468, 0.16666681666667482]","[0.24701198673669086, 0.31872498960159146, 0.06374504355668191, 0.07968130444585228, 0.12350599336834497]","[0.31872498960159146, 0.3187252177834091, 0.12350599336834434, 0.24701198673669086, 0.15936249480079873]","[0.2285714239560374, 0.2857142934065972, 0.14285714670329858, 0.14285714670329902, 0.11428571197802932]","[0.28571429340660015, 0.28571429340659804, 0.14285714670329858, 0.2285714239560376, 0.14285714670330085]",E,r,E,r,E,r,E,r,"[0.267596206995043, 0.28571430238095236, 0.12350599336834418, 0.16666681666667105, 0.12350599336834418]","[0.267596206995043, 0.31872498960159756, 0.1428571317460318, 0.18032636550962866, 0.12350599336834418]","[0.16666681666667105, 0.267596206995043, 0.1111110111111082, 0.1666665166666623, 0.06666660666666492]","[0.267596206995043, 0.3333330333333246, 0.1666665166666623, 0.16666681666667105, 0.16666681666667105]","[0.24701198673668837, 0.31872498960159756, 0.06374504355668152, 0.0796813044458519, 0.12350599336834418]","[0.31872498960159756, 0.3187252177834076, 0.12350599336834418, 0.24701198673668837, 0.15936249480079878]","[0.22857144190476184, 0.2857142634920636, 0.1428571317460318, 0.14285715119047618, 0.11428572095238092]","[0.2857142634920636, 0.28571430238095236, 0.14285715119047618, 0.22857144190476184, 0.1428571317460318]","[[0.267596206995043, 0.31872498960159756, 0.12350599336834416, 0.16666681666667105, 0.12350599336834418], [0.267596206995043, 0.31872498960159756, 0.12350599336834418, 0.16666681666667105, 0.12350599336834418], [0.267596206995043, 0.28571430238095236, 0.1428571317460318, 0.18032636550962866, 0.12350599336834418]]"
18,"[0.22222223369763197, 0.27160513827158106, 0.049382691049386, 0.06779660350282465, 0.04237292635593379]","[0.3389830175141227, 0.3389830175141235, 0.14814807314815717, 0.2716048682716134, 0.1694915087570616]","[0.22222223369763197, 0.3333333284153007, 0.05555555473588345, 0.1111111094717669, 0.06666666568306015]","[0.3333333284153007, 0.3333333284153007, 0.11111111684881599, 0.22222223369763194, 0.11111111684881562]","[0.2716048682716134, 0.27160513827158067, 0.04938269104938592, 0.14814807314815717, 0.1358024341358067]","[0.27160513827158067, 0.2962961462963148, 0.14814807314815717, 0.2716048682716134, 0.13580256913579028]","[0.22222223369763197, 0.3389830175141232, 0.08474575437853092, 0.06779660350282465, 0.04237292635593379]","[0.3389830175141227, 0.33898301751412346, 0.08474585271186766, 0.22222223369763164, 0.1694915087570616]",E,r,E,r,E,r,E,r,"[0.2716049222716067, 0.296296308296295, 0.084745775755343, 0.20338981050847404, 0.10127649105190256]","[0.2716049222716067, 0.33898300041267365, 0.084745775755343, 0.2115505325409519, 0.13580246113580335]","[0.22222220767676812, 0.33333329515151633, 0.055555560101009954, 0.11111112020201991, 0.06666667212121194]","[0.33333329515151633, 0.3333333606060597, 0.11111112020201991, 0.22222220767676812, 0.11111110383838406]","[0.2716049222716067, 0.2716049222716067, 0.0493827180493825, 0.1481481541481475, 0.13580246113580335]","[0.2716049222716067, 0.296296308296295, 0.1481481541481475, 0.2716049222716067, 0.13580246113580335]","[0.20338981050847404, 0.33898300041267365, 0.084745775755343, 0.06779662060427441, 0.0423728878776715]","[0.33898300041267365, 0.338983103021372, 0.084745775755343, 0.20338981050847404, 0.16949150020633683]","[[0.2716049222716067, 0.3333333606060597, 0.084745775755343, 0.20338981050847404, 0.10692613085851649], [0.2716049222716067, 0.296296308296295, 0.084745775755343, 0.2115505325409519, 0.13580246113580335], [0.2716049222716067, 0.33898300041267365, 0.084745775755343, 0.20338981050847404, 0.10127649105190256]]"
19,"[0.17647062823529672, 0.24000005333333913, 0.10666665333333222, 0.10000000666666646, 0.05882351441176373]","[0.2999999866666711, 0.35294108647058237, 0.17647062823529672, 0.23999988666665445, 0.1499999933333336]","[0.17647062823529672, 0.26470585735293956, 0.11764702882352746, 0.1764705432352913, 0.05882351441176373]","[0.26470585735293956, 0.35294108647058237, 0.17647062823529672, 0.17647062823529672, 0.11764702882352746]","[0.23999988666665445, 0.24000005333333918, 0.10666665333333222, 0.1599999799999977, 0.07999998999999945]","[0.24000005333333793, 0.31999995999999564, 0.15999997999999913, 0.23999988666665445, 0.12000002666666953]","[0.19999999666666682, 0.29999998666666455, 0.14999999333333228, 0.10000000666666646, 0.0749999966666677]","[0.29999998666666455, 0.30000001999999937, 0.1499999933333343, 0.19999999666666682, 0.14999999333333267]",E,r,E,r,E,r,E,r,"[0.24000005333333485, 0.29999998666666694, 0.15000003777777718, 0.17647062823529616, 0.11764702882352787]","[0.2479411859150334, 0.3079411192483655, 0.15000003777777718, 0.18441176081699465, 0.11764702882352787]","[0.17647062823529616, 0.26470585735293994, 0.11764702882352787, 0.17647054323529182, 0.05882351441176394]","[0.26470585735293994, 0.35294108647058364, 0.17647062823529616, 0.17647062823529616, 0.11764702882352787]","[0.23999988666666344, 0.24000005333333485, 0.10666665333333296, 0.15999997999999943, 0.07999998999999972]","[0.24000005333333485, 0.31999995999999886, 0.15999997999999943, 0.23999988666666344, 0.12000002666666743]","[0.19999999111111122, 0.29999998666666694, 0.14999999333333347, 0.09999999555555565, 0.07500001888888859]","[0.29999998666666694, 0.29999998666666694, 0.15000003777777718, 0.19999999111111122, 0.14999999333333347]","[[0.2479411859150334, 0.3079411192483655, 0.15000003777777718, 0.17647062823529616, 0.11764702882352787], [0.24000005333333485, 0.3079411192483655, 0.15000003777777718, 0.18441176081699465, 0.11764702882352787], [0.2479411859150334, 0.29999998666666694, 0.15000003777777718, 0.18441176081699465, 0.11764702882352787]]"
20,"[0.18072293156627134, 0.28571429904761775, 0.07228917262650851, 0.07272727165584407, 0.06060605971320358]","[0.29090908662337633, 0.36363635827922036, 0.1818181791396103, 0.2142857009523817, 0.14285714952380887]","[0.18072293156627134, 0.289156524506008, 0.07228917262650851, 0.18072293156627128, 0.09036146578313567]","[0.289156524506008, 0.36144586313254257, 0.18072293156627134, 0.18072293156627134, 0.09638550816866971]","[0.18181817913961024, 0.2909090866233766, 0.18181817913961013, 0.07272727165584407, 0.06060605971320358]","[0.29090908662337633, 0.36363635827922036, 0.1818181791396103, 0.18181817913961024, 0.09090910430194872]","[0.21428570095238195, 0.28571429904761775, 0.14285714952380818, 0.142857149523809, 0.07142857476190469]","[0.28571429904761764, 0.285714299047618, 0.14285714952380899, 0.21428570095238206, 0.14285714952380887]",E,r,E,r,E,r,E,r,"[0.28571427571428587, 0.28571427571428587, 0.1428571728571424, 0.18072288788205396, 0.06083558522978616]","[0.28571427571428587, 0.2909090751809351, 0.18181817599293892, 0.1953528317732589, 0.09036144394102698]","[0.18072288788205396, 0.2891566162428644, 0.07228915952124333, 0.18072288788205396, 0.09036144394102698]","[0.2891566162428644, 0.36144579760621665, 0.18072288788205396, 0.18072288788205396, 0.09638553874762146]","[0.18181817599293892, 0.2909090751809351, 0.18181817599293876, 0.07272727680494279, 0.06060606400411899]","[0.2909090751809351, 0.36363638402471393, 0.18181817599293876, 0.18181817599293892, 0.09090908799646946]","[0.2142857067857144, 0.28571427571428587, 0.14285713785714294, 0.14285713785714294, 0.0714285864285712]","[0.28571427571428587, 0.28571427571428587, 0.1428571728571424, 0.2142857067857144, 0.14285713785714296]","[[0.28571427571428587, 0.2909090751809351, 0.15229231728169812, 0.18072288788205396, 0.09036144394102698], [0.28571427571428587, 0.2909090751809351, 0.18181817599293892, 0.18072288788205396, 0.06083558522978616], [0.28571427571428587, 0.28571427571428587, 0.1428571728571424, 0.1953528317732589, 0.09036144394102698]]"
21,"[0.18000011333334587, 0.28571426571428615, 0.05999992666665831, 0.0769230874493936, 0.061538469959514855]","[0.307692281376516, 0.3599995599999523, 0.19047616547619708, 0.19230768441295487, 0.1538461406882582]","[0.19230768441295482, 0.307692281376516, 0.153846140688258, 0.0769230874493936, 0.061538469959514855]","[0.307692281376516, 0.3076923497975744, 0.153846140688258, 0.19230768441295482, 0.153846140688258]","[0.1904761654761979, 0.28571426571428515, 0.14285716785713473, 0.1428571678571349, 0.1428571328571428]","[0.28571426571428477, 0.2857143357142725, 0.19047616547619708, 0.19047616547619875, 0.14285716785713481]","[0.18000011333334587, 0.3000003000000324, 0.0599999266666587, 0.17999977999997613, 0.09000005666667237]","[0.3000003000000324, 0.3599995599999522, 0.18000011333334576, 0.18000011333334587, 0.10000010000001092]",E,r,E,r,E,r,E,r,"[0.2584616979352429, 0.28571426571428493, 0.15384614068825847, 0.15912076280507131, 0.10000010000001541]","[0.2584616979352429, 0.30769228137651694, 0.15384614068825847, 0.17999977999996622, 0.14285713285714247]","[0.19230768441295512, 0.30769228137651694, 0.15384614068825847, 0.0769230874493932, 0.06153846995951456]","[0.307692281376517, 0.3076923497975728, 0.15384614068825847, 0.19230768441295512, 0.15384614068825847]","[0.1904762004761909, 0.28571426571428493, 0.14285713285714247, 0.14285713285714247, 0.14285713285714247]","[0.28571426571428493, 0.28571426571428493, 0.1904762004761909, 0.1904762004761909, 0.14285713285714247]","[0.18000011333335073, 0.30000030000004624, 0.059999926666655407, 0.17999977999996622, 0.09000005666667536]","[0.30000030000004624, 0.35999955999993244, 0.18000011333335073, 0.18000011333335073, 0.10000010000001541]","[[0.2584616979352429, 0.30769228137651694, 0.15384614068825847, 0.15912076280507131, 0.12087911719491035], [0.2584616979352429, 0.28571426571428493, 0.15384614068825847, 0.15912076280507131, 0.14285713285714247], [0.2584616979352429, 0.30769228137651694, 0.15384614068825847, 0.17999977999996622, 0.10000010000001541]]"
22,"[0.19999997999999852, 0.2666667066666689, 0.06666666291666726, 0.07692310092307914, 0.05555558055555506]","[0.3333333145833308, 0.3333333145833365, 0.19999997999999833, 0.2222222097222214, 0.15384612384615148]","[0.19999997999999852, 0.2666667066666685, 0.13333335333333446, 0.13333335333333424, 0.09999998999999893]","[0.2666667066666675, 0.2666667066666685, 0.19999997999999997, 0.19999997999999852, 0.13333335333333446]","[0.19999997999999902, 0.30769224769230297, 0.10256413456410596, 0.07692310092307914, 0.1538461238461506]","[0.3076922476923019, 0.3076924036923173, 0.15384612384615015, 0.19999997999999902, 0.15384612384615148]","[0.2222222097222207, 0.3333333145833308, 0.0666666629166673, 0.11111110486111214, 0.05555558055555506]","[0.3333333145833308, 0.3333333145833365, 0.11111116111111012, 0.2222222097222214, 0.11111110486111046]",E,r,E,r,E,r,E,r,"[0.2666666066666672, 0.2666667066666663, 0.1025641345641028, 0.169230887230769, 0.11111110341880322]","[0.2666666066666672, 0.33333328717948596, 0.14700846516239258, 0.1863248681709408, 0.15384612384615365]","[0.19999998000000016, 0.2666666066666672, 0.13333335333333315, 0.13333335333333315, 0.09999999000000008]","[0.2666666066666672, 0.2666667066666663, 0.19999998000000016, 0.19999998000000016, 0.13333335333333315]","[0.1923076743076921, 0.3076922476923073, 0.1025641345641028, 0.0769231009230771, 0.15384612384615365]","[0.3076922476923073, 0.3076924036923084, 0.15384612384615365, 0.1923076743076921, 0.15384612384615365]","[0.22222220683760643, 0.33333328717948596, 0.06666667589743615, 0.11111112649572691, 0.05555555170940161]","[0.33333328717948596, 0.3333333794871807, 0.11111110341880322, 0.22222220683760643, 0.11111110341880322]","[[0.2666666066666672, 0.2666667066666663, 0.14700846516239258, 0.1863248681709408, 0.13333335333333315], [0.2666666066666672, 0.3076922476923073, 0.1025641345641028, 0.169230887230769, 0.15384612384615365], [0.2666666066666672, 0.33333328717948596, 0.1025641345641028, 0.1863248681709408, 0.11111110341880322]]"
