Trial,entani論文のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,解の非唯一性考慮のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,解の非唯一性考慮のPerfectIncorporation_wᵁ_3
11,"[0.32967032967033094, 0.0659340659340659, 0.15384610134615637, 0.07692309942307596, 0.06250000249999971]","[0.3296703494614525, 0.0659340698922905, 0.1538461600803573, 0.07692308004017837, 0.06250000437487954]","[0.4615383040384691, 0.21978019978021796, 0.3296703296703294, 0.15384619884615156, 0.20512823262820376]","[0.4615384802410719, 0.23901097334301688, 0.3296703494614525, 0.1538461330654757, 0.2051281999330356]","[0.4102564652564075, 0.15384610134615645, 0.15384610134615637, 0.07692309942307596, 0.07692309942307884]","[0.4102563998660711, 0.15384616008035723, 0.15384616008035729, 0.07692308004017837, 0.07692306653273787]","[0.4615383040384691, 0.15384619884615192, 0.15384619884615303, 0.15384619884615156, 0.20512823262820376]","[0.4615384802410719, 0.15384616008035723, 0.15384616008035729, 0.1538461330654757, 0.20512819993303555]","[0.37500001499999824, 0.12500000500000105, 0.1874999674999981, 0.12500000499999994, 0.06250000249999971]","[0.3750000000000001, 0.12500000000000006, 0.1874999999999999, 0.12500000000000006, 0.06250000437487954]","[0.37500001500000313, 0.1874999674999972, 0.25000000999999883, 0.12500000499999994, 0.18750000749999912]","[0.3750000000000001, 0.1874999999999999, 0.25000001749951817, 0.12500000000000006, 0.18750000000000006]","[0.3296703296703294, 0.06593406593406588, 0.21978019978021793, 0.08241758241758362, 0.10989009989010928]","[0.3296703494614525, 0.0659340698922905, 0.23901097334301702, 0.08241758736536313, 0.10989011648715077]","[0.3296703296703294, 0.21978019978021793, 0.3296703296703294, 0.10989010989011021, 0.1648351648351653]","[0.3296703494614525, 0.23901097334301682, 0.3296703494614525, 0.10989011648715084, 0.16483517473072626]"
12,"[0.3088235410784344, 0.056338026801492816, 0.08780487360433559, 0.07317072800361289, 0.042253526169495376]","[0.3088235561054269, 0.059701471243228145, 0.08780487557564383, 0.07317072964636985, 0.0447761034324212]","[0.43902436802167794, 0.21951218401083827, 0.33802816080895565, 0.1764705949019616, 0.1463414560072259]","[0.43902437787821913, 0.21951218893910948, 0.3582088274593685, 0.17910441372968466, 0.14634145929273976]","[0.33802816080895637, 0.056338026801492816, 0.19718309380522447, 0.16901408040447782, 0.042253526169495376]","[0.3582088274593686, 0.059701471243228145, 0.18507470352437866, 0.17910441372968444, 0.0447761034324212]","[0.3380281608089568, 0.19718309380522447, 0.33802816080895565, 0.16901410467798172, 0.09859154690261258]","[0.35820882745936883, 0.18507470352437866, 0.3582088274593686, 0.17910441372968453, 0.0925373517621893]","[0.43902436802167766, 0.1463414560072259, 0.08780487360433559, 0.07317072800361299, 0.048780497990064314]","[0.43902437787821913, 0.14634145929273945, 0.08780487557564383, 0.07317072964636986, 0.04878049347248298]","[0.43902436802167794, 0.2195121840108392, 0.14634149397019294, 0.1463414560072259, 0.1463414560072259]","[0.43902437787821913, 0.21951218893910912, 0.14634148041744885, 0.1463414592927399, 0.14634145929273976]","[0.3088235410784344, 0.11764702549019186, 0.17647059490196187, 0.17647059490196176, 0.08823529745098094]","[0.3088235561054269, 0.1176470423966603, 0.1764706101377863, 0.17647056359499055, 0.08823528179749517]","[0.3529411898039228, 0.1764705949019616, 0.3088235410784344, 0.17647059490196176, 0.11764702549019186]","[0.35294112718998094, 0.1764706101377863, 0.3088235561054269, 0.17647061013778634, 0.11764704239666036]"
13,"[0.3783783948489662, 0.12643681327586204, 0.14285713619047552, 0.04597700982758626, 0.05405405640699493]","[0.3783784121965076, 0.11111118019419691, 0.14285714491038642, 0.049382700697585935, 0.054054058885215375]","[0.42857140857142884, 0.2068965442241378, 0.20689654422413772, 0.2142857042857145, 0.21428570428571447]","[0.4444443062782731, 0.22222215313913807, 0.22222215313913699, 0.21428570658604917, 0.21428570658604906]","[0.3783783948489662, 0.14864861158982545, 0.18918919742448193, 0.09459459871224157, 0.05405405640699523]","[0.3783784121965078, 0.16891888932805663, 0.1891892060982539, 0.09459460304912781, 0.054054058885215375]","[0.3783783948489666, 0.1891891974244831, 0.18918919742448306, 0.1891891974244831, 0.14864861158982567]","[0.3783784121965078, 0.18918920609825424, 0.1891892060982539, 0.1891892060982539, 0.16891888932805496]","[0.4285714085714284, 0.1428571361904761, 0.14285713619047655, 0.07142859142857111, 0.07142856809523816]","[0.4285714131720981, 0.14285714491038642, 0.14285714491038642, 0.07142857245519314, 0.07142856886201639]","[0.4285714085714284, 0.14285713619047677, 0.14285718285714222, 0.2142857042857145, 0.21428570428571447]","[0.4285714347311592, 0.14285714491038642, 0.14285714491038642, 0.21428570658604917, 0.21428570658604906]","[0.4137930884482754, 0.12643681327586204, 0.2068965442241377, 0.04597700982758646, 0.06321840663793027]","[0.44444430627827225, 0.11111118019419691, 0.22222215313913585, 0.049382700697585935, 0.05555559009709922]","[0.4137930884482754, 0.20689654422413772, 0.2068965442241377, 0.12643681327586215, 0.12643681327586204]","[0.4444443062782734, 0.22222215313913643, 0.22222215313913585, 0.11111118019419691, 0.11111118019419691]"
14,"[0.2272726922727489, 0.14285714694805327, 0.15517235807883312, 0.047619045800866844, 0.03448280147782397]","[0.2727273102719969, 0.14285714724548715, 0.18072290716544223, 0.04761904566867238, 0.03614458143308844]","[0.3636362636364411, 0.3103447161576495, 0.2857142748051946, 0.18181824181812115, 0.22727269227274835]","[0.36363625636572294, 0.3614457711731611, 0.2857142740120343, 0.18181824618056616, 0.2727273102719969]","[0.2857142748051943, 0.14285714694805327, 0.23809523854978054, 0.047619045800866844, 0.1428571374026016]","[0.2857142740120341, 0.14285714724548715, 0.261904771656638, 0.04761904566867238, 0.14285713700601727]","[0.28571429389610653, 0.23809523854978054, 0.28571427480520106, 0.14285713740259715, 0.14285714694805327]","[0.2857142944909743, 0.261904771656638, 0.2857142740120343, 0.14285713700601704, 0.14285714724548715]","[0.22727269227274835, 0.1818181318182199, 0.18181813181821274, 0.09090912090908815, 0.09090912090906098]","[0.2727273102719969, 0.18181812818286133, 0.1818181281828615, 0.09090912309028311, 0.0909091230902831]","[0.36363626363644175, 0.18181813181825615, 0.18181824181812611, 0.18181824181812115, 0.22727269227274835]","[0.363636256365723, 0.18181812818286133, 0.1818182461805662, 0.18181824618056616, 0.2727273102719969]","[0.3103447161576473, 0.17241375881773585, 0.15517235807883395, 0.05747133579637304, 0.03448280147782397]","[0.3614457711731611, 0.18072288558658056, 0.1807229071654422, 0.060240969055147434, 0.03614458143308844]","[0.31034471615767156, 0.3103447161576495, 0.17241400738911913, 0.17241375881773585, 0.17241375881773777]","[0.36144581433088446, 0.3614457711731611, 0.1807229071654422, 0.18072288558658056, 0.18072288558658056]"
15,"[0.3125000096774202, 0.11111110967111104, 0.18367349063775743, 0.04938271540938269, 0.05555555483555552]","[0.2857143416123009, 0.11111110957490689, 0.18367349091482504, 0.0476190569353833, 0.05555555478745344]","[0.44444443868444417, 0.21874999903225792, 0.3125000096774202, 0.18367346001275406, 0.12499998838709546]","[0.44444443829962754, 0.28571421118359835, 0.2857143416123009, 0.1836734598905184, 0.14285710559179965]","[0.3673469200255083, 0.18367349063775723, 0.18367349063775743, 0.08163263868622303, 0.08163263868622297]","[0.36734691978103673, 0.18367349091482488, 0.18367349091482504, 0.08163263849879528, 0.08163263849879529]","[0.36734698127551485, 0.18367349063775731, 0.2448979160586687, 0.18367346001275406, 0.1224489733418361]","[0.3673469818296483, 0.18367349091482504, 0.24489791549638584, 0.18367345989051836, 0.12244897326034569]","[0.3125000096774202, 0.1249999883870955, 0.21874999903225795, 0.052083334946236695, 0.06250000193548397]","[0.2857143416123009, 0.1428571055917992, 0.2857142111835982, 0.0476190569353833, 0.05714286832246007]","[0.31250000967742037, 0.21874999903225792, 0.3125000096774202, 0.12500000387096832, 0.12499998838709546]","[0.2857143416123009, 0.2857142111835984, 0.2857143416123009, 0.1428571055917992, 0.14285710559179965]","[0.44444443868444405, 0.11111110967111104, 0.18367349063775743, 0.04938271540938269, 0.05555555483555552]","[0.44444443829962754, 0.11111110957490689, 0.22222222836703873, 0.04938271536662528, 0.05555555478745344]","[0.44444443868444417, 0.18367349063775743, 0.22222223230222327, 0.11111110967111047, 0.11111110967111104]","[0.44444443829962754, 0.22222222836703873, 0.22222222836703878, 0.11111111418351936, 0.11111110957490689]"
16,"[0.4067796741078594, 0.13559322623371717, 0.2033898393505731, 0.04210526261735262, 0.045197741567539806]","[0.4090909037003086, 0.13636363921748382, 0.20454545882622543, 0.04210526315789477, 0.04545454640582786]","[0.42105262617354355, 0.21052631308677255, 0.21052631308676367, 0.2033898370539297, 0.13559322623371597]","[0.4210526315789467, 0.21052631578947362, 0.21052631578947384, 0.20454545185015396, 0.1631578484273179]","[0.4067796787011462, 0.13559322623371717, 0.20338983935057292, 0.05811138267159199, 0.050847459837643216]","[0.4090909176524508, 0.1363636392174841, 0.20454545882622543, 0.058441550513175226, 0.05113636470655642]","[0.4067796787011462, 0.20338983935057814, 0.20338983935057292, 0.13559322623371695, 0.13559322623371717]","[0.4090909176524508, 0.20454545882622546, 0.20454545882622568, 0.13636363921748312, 0.13636363921748365]","[0.42105262617354355, 0.13559322623371597, 0.21052631308676367, 0.042105262617352736, 0.05263157827169124]","[0.4210526315789467, 0.16315784842731829, 0.21052631578947334, 0.04210526315789477, 0.052631578947368564]","[0.42105262617354355, 0.21052631308677255, 0.21052631308676367, 0.10526316938122901, 0.13559322623371597]","[0.4210526315789467, 0.2105263157894742, 0.21052631578947384, 0.1052631578947367, 0.16315784842731787]","[0.40677967410785243, 0.1355932262337165, 0.20338983705393326, 0.05084745926348269, 0.045197741567539806]","[0.4090909037003086, 0.13636363921748382, 0.20454545882622543, 0.051136364706556414, 0.04545454640582787]","[0.40677967410785243, 0.20338983935057486, 0.20338983705393326, 0.2033898370539297, 0.13559322623371833]","[0.40909091765245087, 0.20454545882622546, 0.20454545882622566, 0.2045454518501543, 0.13636363921748382]"
17,"[0.2307692757692445, 0.1428571628571411, 0.09523810857142766, 0.06250000857142918, 0.07142858142857059]","[0.2810810965253381, 0.16216218275450478, 0.10810812183633653, 0.06250000540549004, 0.08108109137725243]","[0.38461532961536893, 0.28571423238095534, 0.23076927576924544, 0.2857141857142919, 0.18749999142857163]","[0.3749999891890199, 0.23423417932132054, 0.24324327413175734, 0.3243243020159532, 0.18749999459450994]","[0.2307692757692445, 0.1923076648076844, 0.19230766480768446, 0.07692309192308182, 0.0769230919230815]","[0.2810810965253381, 0.1783783577860357, 0.1783783577860359, 0.08108109137725243, 0.08108109137725243]","[0.38461532961536893, 0.1923076648076844, 0.23076927576924544, 0.2307692757692445, 0.11538463788462225]","[0.3567567155720716, 0.17837837065624967, 0.24324327413175728, 0.2810810965253381, 0.14054054826266904]","[0.3749999828571415, 0.18749999142857124, 0.12499999428571383, 0.06250000857142891, 0.0937499957142841]","[0.3749999891890199, 0.18749999459450992, 0.12499999639633995, 0.06250000540549004, 0.0937499972972549]","[0.3749999828571415, 0.18749999142857124, 0.18750002571428676, 0.18749999142857093, 0.18749999142857163]","[0.3749999891890199, 0.18749999459450992, 0.18750001621647014, 0.18749999459450997, 0.18749999459450994]","[0.2857141857142919, 0.1428571628571425, 0.09523810857142767, 0.14285711619047767, 0.07142858142857059]","[0.3243243020159532, 0.16216218275450478, 0.10810812183633653, 0.11711708966066027, 0.08108109137725243]","[0.28571432571428157, 0.28571423238095534, 0.1428571628571425, 0.2857141857142919, 0.14285716285714306]","[0.32432436550900956, 0.23423417932132054, 0.16216218275450486, 0.3243243020159532, 0.16216218275450486]"
18,"[0.28571428571428614, 0.08633094767009551, 0.18918918030029946, 0.06906475813607627, 0.03571428571428578]","[0.28571429193182823, 0.08571429080926925, 0.18918918255714365, 0.0685714326474154, 0.035714286491478536]","[0.37837836060059893, 0.2714285514285731, 0.34532369983073724, 0.18918918030030046, 0.1428571428571424]","[0.37837836511428735, 0.2714285686306769, 0.3428571275721915, 0.1891891825571441, 0.14285713508521428]","[0.28571428571428614, 0.14285714285714235, 0.2714285514285726, 0.13571427571428654, 0.03571428571428578]","[0.28571429193182823, 0.14285713508521447, 0.2714285686306769, 0.13571428431533805, 0.035714286491478536]","[0.28571428571428614, 0.2714285514285731, 0.28571428571428625, 0.14285714285714307, 0.1428571428571424]","[0.2857142919318288, 0.2714285686306769, 0.2857142919318283, 0.1428571459659143, 0.14285713508521428]","[0.34532369983073724, 0.08633094767009539, 0.2158273237504163, 0.06906475813607627, 0.0539568309376038]","[0.3428571275721915, 0.08571429080926925, 0.22857141838146153, 0.0685714326474154, 0.05714285459536529]","[0.34532379068038155, 0.21582732375041563, 0.34532369983073724, 0.10791366187520629, 0.11510789994357967]","[0.342857163237077, 0.22857141838146153, 0.3428571275721915, 0.11428570919073058, 0.11428570919073051]","[0.37837836060059893, 0.18918918030029985, 0.18918918030029946, 0.10810811477477461, 0.054054057387387805]","[0.37837836511428735, 0.18918918255714376, 0.18918918255714365, 0.10810811308214106, 0.054054056541071996]","[0.37837836060059893, 0.18918918030029985, 0.21621622954955122, 0.18918918030030046, 0.10810811477477539]","[0.37837836511428735, 0.18918918255714376, 0.21621622616428743, 0.1891891825571441, 0.10810811308214041]"
19,"[0.3116882908221704, 0.08333336333333544, 0.15094338422641482, 0.0727272749319973, 0.05194805352285528]","[0.3467532628622501, 0.09523808456283996, 0.1509433844808043, 0.0634920862659415, 0.04761906469945614]","[0.4528301526792444, 0.3116882908221704, 0.26666647466665255, 0.16666672666667093, 0.181818172172513]","[0.45283015344241295, 0.34675326286225006, 0.19047625879782445, 0.1904761691256799, 0.1904761691256801]","[0.3116882908221704, 0.181818172172513, 0.18181818732999183, 0.0727272749319973, 0.05194805352285542]","[0.34675326286225006, 0.18181819273954006, 0.181818162705805, 0.07272726508232177, 0.051948046487372904]","[0.36363637465998644, 0.3116882908221704, 0.18181818732999183, 0.09090909366499583, 0.181818172172513]","[0.3636363254116098, 0.34675326286225006, 0.18181819273954006, 0.0909090963697701, 0.1818181927395401]","[0.33333345333334174, 0.08333336333333544, 0.16666672666667104, 0.08888882488888418, 0.06666661866666314]","[0.3809523382513598, 0.09523808456283996, 0.19047616912567947, 0.0634920862659415, 0.04761906469945578]","[0.33333345333334174, 0.16666672666667098, 0.26666647466665255, 0.16666672666667093, 0.16666672666667126]","[0.3809523382513598, 0.19047616912567975, 0.19047625879782445, 0.19047616912568022, 0.19047616912568033]","[0.45283015267924437, 0.15094338422641493, 0.1509433842264148, 0.07547169211320727, 0.056603795584906]","[0.45283015344241295, 0.1509434622954753, 0.1509433844808043, 0.07547173114773774, 0.056603769180301584]","[0.4528301526792444, 0.22641507633962282, 0.1509433842264148, 0.11320759116981212, 0.1509433842264148]","[0.45283015344241295, 0.22641507672120656, 0.15094346229547545, 0.11320753836060328, 0.15094346229547545]"
20,"[0.378378394848965, 0.11111113361111263, 0.12499998941176345, 0.049382711049382175, 0.049382711049382175]","[0.3783784122474847, 0.11250001591686057, 0.12605034085214392, 0.0499999999999997, 0.04999999999999973]","[0.4999999576470538, 0.2499999788235259, 0.22222219972221946, 0.1891891974244825, 0.14864861158982923]","[0.5042013634085789, 0.25210068170428945, 0.2249999999999991, 0.18918920612374288, 0.16891888928344934]","[0.4444443994444396, 0.11111113361111263, 0.22222219972221957, 0.049382711049382175, 0.049382711049382175]","[0.44999999999999946, 0.11250001591685767, 0.2249999999999991, 0.049999999999999475, 0.04999999999999973]","[0.4444443994444396, 0.22222219972221985, 0.22222219972221985, 0.11111113361111263, 0.11111113361111263]","[0.45000000000000173, 0.22500000000000114, 0.2249999999999991, 0.11250001591685767, 0.11250001591685786]","[0.49999995764705274, 0.12500001058823684, 0.12499998941176345, 0.05555555084967248, 0.0625000052941179]","[0.5042013634085757, 0.12324943191309526, 0.12605034085214312, 0.05602237371206397, 0.06162471595654594]","[0.4999999576470538, 0.2499999788235259, 0.12500001058823684, 0.1250000105882358, 0.12500001058823684]","[0.5042013634085757, 0.25210068170428945, 0.12605034085214312, 0.12324943191309261, 0.12324943191309276]","[0.378378394848965, 0.1486486115898269, 0.18918919742448262, 0.09459459871224131, 0.05405405640699494]","[0.3783784122474847, 0.16891888928345208, 0.18918920612374182, 0.09459460306187123, 0.05405405889249812]","[0.3783783948489659, 0.1891891974244828, 0.18918919742448262, 0.1891891974244825, 0.14864861158982734]","[0.37837841224748786, 0.18918920612374365, 0.18918920612374182, 0.18918920612374235, 0.16891888928344936]"
21,"[0.3809523935839623, 0.0999999999999996, 0.1904761967919803, 0.05333332833333325, 0.04761904919799549]","[0.38709677419354704, 0.10000000000000002, 0.19354838709677433, 0.05333332836021468, 0.04838710121447769]","[0.39999999999999925, 0.20000000000000087, 0.21333331333332925, 0.1999999999999995, 0.19047619679198116]","[0.4000000000000001, 0.20000000000000018, 0.2133333134408587, 0.19999999999999926, 0.19354838709677413]","[0.3999999999999987, 0.0999999999999996, 0.19999999999999976, 0.05333332833333325, 0.09999999999999998]","[0.3999999999999985, 0.10000000000000002, 0.20000000000000004, 0.05333332836021468, 0.09999999999999976]","[0.3999999999999995, 0.20000000000000023, 0.2133333133333295, 0.19999999999999996, 0.1333333583333375]","[0.4000000000000001, 0.20000000000000018, 0.2133333134408587, 0.19999999999999926, 0.13333335819892478]","[0.39999999999999925, 0.13333332999999892, 0.19999999333333146, 0.09999999666666498, 0.06666666666666776]","[0.3999999999999985, 0.1333333333333329, 0.1999999999999993, 0.09999999083081455, 0.06666666666666599]","[0.39999999999999925, 0.19999999333333002, 0.2000000066666688, 0.13333333333333336, 0.13333332999999953]","[0.4000000000000001, 0.20000000000000018, 0.1999999999999993, 0.13333333333333283, 0.13333333333333483]","[0.3809523935839608, 0.12698413119465465, 0.1904761967919796, 0.09523809839599201, 0.0476190491979949]","[0.38709677419354827, 0.12903225806451615, 0.19354838709677433, 0.0967741935483869, 0.04838710121447769]","[0.3809523935839608, 0.19047619679198136, 0.1904761967919796, 0.19047619679198116, 0.19047619679198116]","[0.38709677419354865, 0.19354838709677452, 0.19354840485791075, 0.19354838709677363, 0.19354838709677413]"
22,"[0.3673469200255085, 0.12328765409001463, 0.09411764205882255, 0.039215691274510314, 0.05479454769080874]","[0.3673469197084688, 0.12328766203890677, 0.0941176470588234, 0.0392156862745096, 0.05479453510506379]","[0.4931506163600623, 0.23529410514705718, 0.24489791605867275, 0.1836734600127543, 0.1470588210294124]","[0.493150648155628, 0.23529411764705876, 0.2448979153294768, 0.1836734598542344, 0.19803917916349387]","[0.4931506163600623, 0.12328765409001463, 0.16438353878668738, 0.054794547690809256, 0.05479454769080874]","[0.493150648155628, 0.12328766203890677, 0.1643835493852094, 0.054794535105063914, 0.05479453510506379]","[0.4931506163600623, 0.1643835387866861, 0.16438364307242775, 0.12328765409001402, 0.12328765409001463]","[0.493150648155628, 0.1643835493852093, 0.16438360531519136, 0.1232876620389067, 0.12328766203890677]","[0.36734692002550856, 0.18367349063775537, 0.18367349063775537, 0.0816326386862245, 0.08163263868622417]","[0.3673469197084688, 0.18367349099706934, 0.18367349099706837, 0.08163263844315893, 0.0816326384431588]","[0.36734698127551074, 0.1836734906377579, 0.24489791605867067, 0.1836734600127543, 0.12244897334183619]","[0.36734698199413796, 0.18367349099706934, 0.2448979153294768, 0.1836734598542344, 0.12244897323615625]","[0.4705882102941138, 0.14705882102941248, 0.09411764205882256, 0.03921569127451029, 0.05882353691176518]","[0.47058823529411703, 0.19803917916349364, 0.0941176470588234, 0.0392156862745096, 0.058823529411764386]","[0.4705882102941139, 0.23529410514705718, 0.11764707382353087, 0.11764707382353036, 0.1470588210294124]","[0.47058823529411703, 0.23529411764706004, 0.11764705882352881, 0.11764705882352976, 0.19803917916349364]"
23,"[0.34532370563405973, 0.0863309419682172, 0.15555558622223012, 0.0666666626666663, 0.038369307541429865]","[0.37113401073226826, 0.09278351227276657, 0.1555555880564028, 0.06666666242742568, 0.04123711656567403]","[0.466666638666664, 0.21582732380113692, 0.34532370563405973, 0.18181804181822303, 0.18181826181815752]","[0.46666663699198063, 0.2020618404847646, 0.3711340107322688, 0.1555555880564025, 0.19682536235633144]","[0.34532370563405973, 0.0863309419682172, 0.21582732380113692, 0.11510792262428701, 0.038369307541429865]","[0.37113401073226826, 0.09278351227276656, 0.2020618404847646, 0.12371134969702215, 0.04123711656567403]","[0.3453237678728688, 0.21582732380113692, 0.34532370563405973, 0.11510792262428701, 0.10791366190056846]","[0.3711340490910663, 0.2020618404847646, 0.3711340107322688, 0.12371134969702215, 0.1010309202423823]","[0.36363652363631516, 0.0909091309090797, 0.1818180418182227, 0.09090902090910788, 0.09090913090908048]","[0.3936507247126629, 0.09841268117816616, 0.1555555880564028, 0.07777779402820145, 0.09841269972484366]","[0.3636365236363175, 0.1818180418182228, 0.18181826181815586, 0.18181804181822303, 0.18181826181815752]","[0.3936507247126633, 0.1555555880564031, 0.19682539944968716, 0.15555558805640268, 0.19682536235633144]","[0.46666663866666386, 0.1444443957777632, 0.15555558622223012, 0.0666666626666663, 0.07777777311111128]","[0.46666663699198063, 0.1500000010598075, 0.15555558805640396, 0.06666666242742575, 0.07777777283199655]","[0.466666638666664, 0.15555558622223012, 0.2333333193333319, 0.14444439577776091, 0.07777779311111506]","[0.46666663699198063, 0.15555558805640166, 0.2333333184959904, 0.1500000010598072, 0.07777779402820154]"
24,"[0.2727272577272691, 0.15160348958704933, 0.11370261719028699, 0.05247813888690729, 0.07692305692307842]","[0.3333333364010988, 0.15160349697097952, 0.11370262272823466, 0.05247814393137809, 0.07692308078996321]","[0.45481046876114795, 0.2727272577272691, 0.23076917076923525, 0.18181817181818308, 0.22740523438057364]","[0.4548104909129386, 0.3333333364010988, 0.23076924236988966, 0.17307688150789532, 0.22740524545646934]","[0.34615388615384296, 0.17307694307692206, 0.17307694307691912, 0.115384585384618, 0.07692305692307842]","[0.34615386355483463, 0.17307688150789544, 0.17307693177741743, 0.11538462118494491, 0.07692308078996321]","[0.3461538861538434, 0.17307694307692384, 0.23076917076923525, 0.17307694307692206, 0.17307694307692148]","[0.34615386355483463, 0.17307693177741731, 0.23076924236988966, 0.17307688150789535, 0.17307693177741731]","[0.2727272577272676, 0.18181817181818052, 0.13636362886363385, 0.09090911340909669, 0.09090908590909118]","[0.3333333364010988, 0.16666666820054957, 0.16666666820054937, 0.08333332489697831, 0.08333333410027474]","[0.2727272577272676, 0.2727272577272691, 0.18181822681819143, 0.18181817181818308, 0.18181817181817844]","[0.3333333364010988, 0.3333333364010988, 0.1666666682005494, 0.16666666820054943, 0.16666666820054943]","[0.4548104687611473, 0.15160348958704783, 0.11370261719028699, 0.0524781388869073, 0.07871720833036086]","[0.4548104909129386, 0.15160349697097947, 0.11370262272823466, 0.05247814393137809, 0.07871719344064941]","[0.45481046876114795, 0.15160348958704783, 0.1574344166607219, 0.15743441666072172, 0.22740523438057364]","[0.4548104909129386, 0.15160349697097947, 0.15743443179413427, 0.15743438688129868, 0.22740524545646934]"
25,"[0.40677968283513444, 0.1132075490725594, 0.15789477095974072, 0.052631575417957974, 0.05031446625447084]","[0.41379314741534823, 0.11320754716981132, 0.15789477092451146, 0.052631575421602274, 0.05031446540880503]","[0.4736841787616216, 0.20338984141756736, 0.23684208938081067, 0.15094339204036947, 0.12711862406779337]","[0.4736841787944202, 0.2106917726620395, 0.23684208939721013, 0.15094339622641514, 0.1379309960115702]","[0.4528301761211084, 0.1132075490725594, 0.18867924509274467, 0.07547169602018491, 0.05031446625447084]","[0.4528301886792453, 0.11320754716981132, 0.2106917726620395, 0.07547169811320757, 0.05031446540880503]","[0.4528301962902376, 0.18867924509274467, 0.2264150880605542, 0.15094339204036947, 0.0566037745362797]","[0.4528301886792453, 0.2106917726620395, 0.22641509433962267, 0.15094339622641514, 0.056603773584905585]","[0.47368417876162133, 0.13157889383902868, 0.15789477095974, 0.05263157541795796, 0.07894736312693694]","[0.4736841787944202, 0.14473684357433328, 0.15789477092451146, 0.052631575421602274, 0.07894736313240351]","[0.4736841787616216, 0.1578947709597401, 0.23684208938081067, 0.13157889383902868, 0.07894738547986963]","[0.4736841787944202, 0.15789477092451132, 0.23684208939721013, 0.1447368435743321, 0.07894738546225584]","[0.4067796828351342, 0.1271186240677935, 0.203389841417567, 0.10169492070878533, 0.05084746035439188]","[0.41379314741534795, 0.1379309960115703, 0.20689657370767403, 0.1034482868538371, 0.05172414342691862]","[0.4067796828351342, 0.20338984141756722, 0.20338984141756727, 0.13559322761171147, 0.12711862406779337]","[0.41379314741534795, 0.20689657370767403, 0.2068965737076741, 0.13793104913844942, 0.13793099601157022]"
26,"[0.2916672266668471, 0.08633094196821604, 0.20535714432773183, 0.041666746666692865, 0.03645840333335579]","[0.3612903225806463, 0.0927834742739273, 0.1832259941580283, 0.05161290322580665, 0.04123709967729851]","[0.42857141445378116, 0.2499991999997292, 0.3453237056340647, 0.14583297333321915, 0.1428571381512594]","[0.4285714285714287, 0.2053570904535128, 0.3711338970957091, 0.18064516129032193, 0.14285714285714343]","[0.2916672266668471, 0.14583297333321915, 0.2499991999997292, 0.041666746666692865, 0.03645840333335637]","[0.3612903225806463, 0.18064516129032288, 0.1832259941580283, 0.05161290322580665, 0.04516129032257825]","[0.2916672266668501, 0.2499991999997292, 0.2916672266668471, 0.14583297333321915, 0.1249995999998646]","[0.36129032258064653, 0.18322599415802432, 0.3612903225806463, 0.1806451612903235, 0.09161299707901414]","[0.34532370563406384, 0.08633094196821604, 0.2158273238011391, 0.11510792262428651, 0.03836930754142935]","[0.3711338970957091, 0.0927834742739273, 0.20206192154895508, 0.12371129903190307, 0.04123709967730102]","[0.3453237678728642, 0.2158273238011407, 0.34532370563406384, 0.11510792262428651, 0.10791366190056954]","[0.3711338970957092, 0.20206192154895508, 0.3711338970957091, 0.12371129903190307, 0.10103096077447768]","[0.42857141445377644, 0.10714285361344564, 0.20535714432773214, 0.10714285361344708, 0.05357144327731145]","[0.4285714285714287, 0.10714285714285701, 0.2053570904535128, 0.1071428571428569, 0.053571428571425744]","[0.4285714144537814, 0.20535714432773214, 0.2142857072268883, 0.10714288655462326, 0.1428571381512588]","[0.4285714285714287, 0.2053570904535128, 0.2142857142857138, 0.10714285714285701, 0.14285714285714343]"
