Trial,entani論文のPartialIncorporation_wᴸ,解の非唯一性考慮のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,解の非唯一性考慮のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,解の非唯一性考慮のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,解の非唯一性考慮のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,解の非唯一性考慮のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,解の非唯一性考慮のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,解の非唯一性考慮のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,解の非唯一性考慮のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ,解の非唯一性考慮のPartialIncorporation_Ŵ
11,"[0.3296703391941391, 0.15384615384615385, 0.15384615384615385, 0.10989011306471302, 0.15865385615384608]","[0.32967034871795003, 0.15384600384615663, 0.15384639384614948, 0.10989011623931667, 0.15865400504273222]","[0.41025639025641036, 0.15384615384615385, 0.2479395377411479, 0.12499999, 0.15865385615384608]","[0.4102566602564056, 0.16277455606837818, 0.23901097393162296, 0.12499999111111128, 0.15865400504273222]","[0.41025639025641036, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693]","[0.4102566602564056, 0.15384600384615663, 0.15384600384615663, 0.07692300192307831, 0.07692319692307474]","[0.46153846153846156, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.20512819512820518]","[0.46153801153846985, 0.15384600384615663, 0.15384639384614948, 0.15384639384614948, 0.2051283301282028]","[0.375, 0.125, 0.1875, 0.12499999, 0.0625]","[0.375, 0.125, 0.1875, 0.12499999111111128, 0.0625]","[0.375, 0.1875, 0.25, 0.125, 0.1875]","[0.375, 0.1875, 0.25, 0.125, 0.1875]","[0.3296703391941391, 0.06593406783882781, 0.21978022612942605, 0.08241758479853477, 0.10989011306471302]","[0.32967034871795003, 0.06593406974359001, 0.23901097393162296, 0.08241758717948751, 0.10989011623931667]","[0.3296703391941391, 0.21978022612942605, 0.3296703391941391, 0.10989011306471302, 0.16483516959706954]","[0.32967034871795003, 0.23901097393162296, 0.32967034871795003, 0.10989011623931667, 0.16483517435897502]","[[0.41025639025641036, 0.15384615384615385, 0.15384615384615385, 0.12339744589743584, 0.15865385615384608], [0.375, 0.15384615384615385, 0.1875, 0.12499999, 0.15865385615384608], [0.3296703391941391, 0.15384615384615385, 0.2479395377411479, 0.10989011306471302, 0.15865385615384608]]","[[0.4102566602564056, 0.15384600384615663, 0.15384639384614948, 0.1233969370085561, 0.15865400504273222], [0.375, 0.15384600384615663, 0.1875, 0.12499999111111128, 0.15865400504273222], [0.32967034871795003, 0.16277455606837818, 0.23901097393162296, 0.10989011623931667, 0.15865400504273222]]"
12,"[0.33802819350387986, 0.17647061109243656, 0.14634149397019358, 0.14634145600722578, 0.09182207090846661]","[0.3529412031372568, 0.17647060156862843, 0.1463414802064285, 0.1463414593438961, 0.09182208084935883]","[0.4390243680216774, 0.17647061109243656, 0.2246650277432771, 0.1764705625210089, 0.09182207090846661]","[0.43902437803168837, 0.17647060156862843, 0.20229551287612754, 0.17910441094529828, 0.09182208084935883]","[0.33802819350387986, 0.056338032250646645, 0.19718308389767208, 0.16901409675193993, 0.04225352418798498]","[0.35820882189059655, 0.059701470315099425, 0.1850747068656421, 0.17910441094529828, 0.04477610273632457]","[0.33802819350387986, 0.19718308389767208, 0.33802819350387986, 0.16901409675193993, 0.09859154194883604]","[0.35820882189059655, 0.1850747068656421, 0.35820882189059655, 0.17910441094529828, 0.09253735343282105]","[0.4390243680216774, 0.14634145600722578, 0.08780487360433548, 0.07317072800361289, 0.04878049799006453]","[0.43902437803168837, 0.1463414593438961, 0.08780487560633768, 0.07317072967194806, 0.04878049340214284]","[0.4390243680216774, 0.2195121840108387, 0.14634149397019358, 0.14634145600722578, 0.14634145600722578]","[0.43902437803168837, 0.21951218901584418, 0.1463414802064285, 0.1463414593438961, 0.1463414593438961]","[0.2647058680672271, 0.1176470416806726, 0.17647061109243656, 0.1764705625210089, 0.08823528126050445]","[0.3088235149673193, 0.11764706771241894, 0.1764706015686284, 0.1764706015686284, 0.0882353007843142]","[0.3529411250420178, 0.17647061109243656, 0.2647058680672271, 0.17647061109243656, 0.1176470416806726]","[0.3529412031372568, 0.1764706015686284, 0.3088235149673193, 0.1764706015686284, 0.11764706771241894]","[[0.33802819350387986, 0.17647061109243656, 0.2246650277432771, 0.16901409675193993, 0.09182207090846661], [0.4390243680216774, 0.17647061109243656, 0.14634149397019358, 0.14634145600722578, 0.09182207090846661], [0.3529411250420178, 0.17647061109243656, 0.20229563043607013, 0.1764705625210089, 0.09182207090846661]]","[[0.35820882189059655, 0.17647060156862843, 0.19439408474611797, 0.17910441094529828, 0.09182208084935883], [0.43902437803168837, 0.17647060156862843, 0.1463414802064285, 0.1463414593438961, 0.09182208084935883], [0.3529412031372568, 0.17647060156862843, 0.20229551287612754, 0.1764706015686284, 0.09182208084935883]]"
13,"[0.37837839484896746, 0.14285713619047644, 0.14285718285714155, 0.126436745609195, 0.11001647102791492]","[0.37837841131955385, 0.1428571403571427, 0.1428571753571451, 0.11111117819506974, 0.07936521603299673]","[0.4285714085714293, 0.1486486115898233, 0.206896471724137, 0.17569780135303778, 0.11001647102791492]","[0.44444431027652714, 0.16891889009539038, 0.22222215513826357, 0.20634904718128733, 0.07936521603299673]","[0.37837839484896746, 0.1486486115898233, 0.18918919742448373, 0.09459459871224186, 0.05405405640699535]","[0.37837841131955385, 0.16891889009539038, 0.18918920565977693, 0.09459460282988846, 0.05405405875993627]","[0.37837839484896746, 0.18918919742448373, 0.18918919742448373, 0.18918919742448373, 0.1486486115898233]","[0.37837841131955385, 0.18918920565977693, 0.18918920565977693, 0.18918920565977693, 0.16891889009539038]","[0.4285714085714293, 0.14285713619047644, 0.14285713619047644, 0.07142859142857078, 0.07142856809523822]","[0.4285714210714281, 0.1428571403571427, 0.1428571403571427, 0.07142858767857255, 0.07142857017857135]","[0.4285714085714293, 0.14285713619047644, 0.14285718285714155, 0.21428570428571464, 0.21428570428571464]","[0.4285714210714281, 0.1428571403571427, 0.1428571753571451, 0.21428571053571405, 0.21428571053571405]","[0.4137931754482767, 0.126436745609195, 0.206896471724137, 0.045977019494252966, 0.0632183728045975]","[0.44444431027652714, 0.11111117819506974, 0.22222215513826357, 0.04938270114183635, 0.05555558909753487]","[0.4137931754482767, 0.206896471724137, 0.20689658772413835, 0.126436745609195, 0.126436745609195]","[0.44444431027652714, 0.22222215513826357, 0.22222215513826357, 0.11111117819506974, 0.11111117819506974]","[[0.37837839484896746, 0.1486486115898233, 0.18918919742448373, 0.17376732510881057, 0.11001647102791492], [0.4285714085714293, 0.14285713619047644, 0.14285718285714155, 0.17569780135303778, 0.11001647102791492], [0.4137931754482767, 0.14285713619047644, 0.206896471724137, 0.126436745609195, 0.11001647102791492]]","[[0.37837841131955385, 0.16891889009539038, 0.18918920565977693, 0.1841482768922821, 0.07936521603299673], [0.4285714210714281, 0.1428571403571427, 0.1428571753571451, 0.20634904718128733, 0.07936521603299673], [0.44444431027652714, 0.1428571403571427, 0.22222215513826357, 0.11111117819506974, 0.07936521603299673]]"
14,"[0.2857142977142861, 0.18181819467532412, 0.17241400738918838, 0.14285714885714304, 0.14285714885714304]","[0.2857142857142857, 0.18181818181818182, 0.18072295944848665, 0.12770566970562355, 0.14285714285714288]","[0.31034471615762205, 0.19122236624717487, 0.23809520609523707, 0.17241375881772986, 0.1536051513882848]","[0.36144576865098954, 0.18291340418787708, 0.26190471990476566, 0.13206072485550394, 0.14285714285714288]","[0.2857142977142861, 0.14285714885714304, 0.23809520609523707, 0.04761904961904768, 0.14285714885714304]","[0.2857142857142857, 0.14285714285714288, 0.26190471990476566, 0.04761904761904761, 0.14285714285714285]","[0.2857142977142861, 0.23809520609523707, 0.2857142977142861, 0.14285714885714304, 0.14285714885714304]","[0.28571428571428575, 0.26190471990476566, 0.2857142857142857, 0.14285714285714288, 0.14285714285714285]","[0.22727272370129883, 0.18181817896103908, 0.18181817896103908, 0.09090908948051957, 0.09090908948051954]","[0.2727272452272744, 0.18181818181818182, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091]","[0.36363635792207816, 0.18181819467532412, 0.18181817896103913, 0.18181817896103908, 0.22727272370129883]","[0.36363636363636365, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.2727272452272744]","[0.31034471615762205, 0.17241375881772986, 0.15517235807881102, 0.05747133579639613, 0.03448280147783768]","[0.36144576865098954, 0.18072288432549477, 0.18072288432549477, 0.06024098648282888, 0.036144591889697326]","[0.31034471615762205, 0.31034471615762205, 0.17241400738918838, 0.17241375881772986, 0.17241375881772986]","[0.36144576865098954, 0.36144576865098954, 0.18072295944848665, 0.18072288432549477, 0.18072288432549477]","[[0.2857142977142861, 0.19047619847619066, 0.23809520609523707, 0.14285714885714304, 0.14285714885714304], [0.31034471615762205, 0.18181819467532412, 0.18181817896103913, 0.17241375881772986, 0.1536051513882848], [0.31034471615762205, 0.19122236624717487, 0.17241400738918838, 0.17241375881772986, 0.1536051513882848]]","[[0.2857142857142857, 0.18181818181818182, 0.26190471990476566, 0.12770566970562355, 0.14285714285714288], [0.36144576865098954, 0.18181818181818182, 0.18181818181818182, 0.13206072485550394, 0.14285714285714288], [0.36144576865098954, 0.18291340418787708, 0.18072295944848665, 0.13206072485550394, 0.14285714285714288]]"
15,"[0.31250002000000254, 0.16666668954802388, 0.22222221612052695, 0.11111110806026347, 0.05555555403013174]","[0.2970297809700032, 0.1405895971917706, 0.2222222174427018, 0.11111111179389976, 0.08163263868622421]","[0.4444444322410539, 0.1836734906377575, 0.2997448773341811, 0.12244897334183598, 0.08163263868622288]","[0.4444444348854036, 0.20185895733143822, 0.29702964967049783, 0.12244897334183659, 0.08163263868622421]","[0.36734692002550806, 0.1836734906377575, 0.1836734906377575, 0.08163263868622288, 0.08163263868622288]","[0.3673469200255099, 0.1836734906377555, 0.1836734906377555, 0.08163263868622421, 0.08163263868622421]","[0.367346981275515, 0.1836734906377575, 0.24489791605866862, 0.18367346001275403, 0.12244897334183602]","[0.367346981275511, 0.1836734906377555, 0.24489791605867264, 0.18367346001275495, 0.12244897334183663]","[0.31250002000000254, 0.12499998666666497, 0.21875000333333375, 0.05208333666666709, 0.06249999333333248]","[0.2970297809700032, 0.14851482483524892, 0.29702964967049783, 0.04950496349500053, 0.059405956194000645]","[0.31250002000000254, 0.21875000333333375, 0.31250002000000254, 0.12499998666666497, 0.12499998666666497]","[0.2970297809700032, 0.29702964967049783, 0.2970297809700032, 0.14851482483524892, 0.14851482483524892]","[0.4444444322410539, 0.11111111263653493, 0.17283950396944944, 0.04938271672734886, 0.05555555403013174]","[0.4444444348854036, 0.11111111179389978, 0.2222222174427018, 0.049382716352844344, 0.05555555436067545]","[0.44444445054613974, 0.17283950396944944, 0.22222221612052695, 0.11111110806026347, 0.11111111263653493]","[0.4444444471755991, 0.22222222358779956, 0.2222222174427018, 0.11111111179389978, 0.11111111179389978]","[[0.367346981275515, 0.1836734906377575, 0.24489791605866862, 0.12244897334183598, 0.08163263868622288], [0.31250002000000254, 0.1836734906377575, 0.2997448773341811, 0.12244897334183598, 0.08163263868622288], [0.4444444322410539, 0.16666668954802388, 0.22222221612052695, 0.11111110806026347, 0.05555555403013174]]","[[0.367346981275511, 0.1836734906377555, 0.24489791605867264, 0.12244897334183659, 0.08163263868622421], [0.2970297809700032, 0.20185895733143822, 0.29702964967049783, 0.12244897334183659, 0.08163263868622421], [0.4444444348854036, 0.1405895971917706, 0.2222222174427018, 0.11111111179389976, 0.08163263868622421]]"
16,"[0.4067796787011563, 0.2033898348393033, 0.20338983935057814, 0.1052631530870445, 0.05976809355138532]","[0.4090909222563033, 0.20454546112815164, 0.20454546112815164, 0.10526315308704416, 0.058612467262539214]","[0.421052612348178, 0.2033898348393033, 0.210526306174089, 0.12667256258012666, 0.05976809355138532]","[0.42105261234817665, 0.20454546112815164, 0.21052630617408835, 0.12320568822485423, 0.058612467262539214]","[0.4067796787011563, 0.13559318276004284, 0.20338983935057814, 0.058111382671593756, 0.050847459837644535]","[0.4090909222563033, 0.13636359963789618, 0.20454546112815164, 0.05844156032232904, 0.05113636528203791]","[0.4067796787011563, 0.20338983935057814, 0.20338983935057814, 0.13559318276004284, 0.13559322623371875]","[0.4090909222563033, 0.20454546112815164, 0.20454546112815164, 0.13636359963789618, 0.13636364075210108]","[0.421052612348178, 0.13157894592611336, 0.210526306174089, 0.04210526854251017, 0.052631585678137714]","[0.42105261234817665, 0.1631579064676122, 0.21052630617408835, 0.042105268542510524, 0.05263158567813816]","[0.421052612348178, 0.210526306174089, 0.21052634271255086, 0.1052631530870445, 0.13157894592611336]","[0.4210526123481767, 0.21052630617408832, 0.21052634271255263, 0.10526315308704416, 0.1631579064676122]","[0.4067796696786066, 0.13559319629386737, 0.2033898348393033, 0.050847459837644535, 0.045197741075400734]","[0.4090909222563033, 0.1363636085700266, 0.20454546112815164, 0.05113636528203791, 0.04545454691736703]","[0.4067796696786066, 0.2033898348393033, 0.20338983935057814, 0.2033898348393033, 0.13559319629386737]","[0.4090909222563033, 0.20454546112815164, 0.20454546112815164, 0.20454546112815164, 0.1363636085700266]","[[0.4067796787011563, 0.20338983935057814, 0.20338983935057814, 0.126672549046302, 0.05976809355138532], [0.421052612348178, 0.2033898348393033, 0.210526306174089, 0.1052631530870445, 0.05976809355138532], [0.4067796696786066, 0.2033898348393033, 0.20338983935057814, 0.12667256258012666, 0.05976809355138532]]","[[0.4090909222563033, 0.20454546112815164, 0.20454546112815164, 0.12320568822485423, 0.058612467262539214], [0.42105261234817665, 0.20454546112815164, 0.21052630617408835, 0.10526315308704416, 0.058612467262539214], [0.4090909222563033, 0.20454546112815164, 0.20454546112815164, 0.12320568822485423, 0.058612467262539214]]"
17,"[0.28571432571428357, 0.18749999142857146, 0.14285716285714178, 0.18749999142857146, 0.10714287142857243]","[0.32432436432432493, 0.1874999948320312, 0.15625002325585963, 0.1874999948320312, 0.0937499974160156]","[0.3749999828571429, 0.19230766480769093, 0.19230766480769093, 0.2719779751923113, 0.10714287142857243]","[0.3749999896640624, 0.1874999948320312, 0.1874999827581676, 0.23226346126546588, 0.0937499974160156]","[0.23076927576923303, 0.19230766480769093, 0.19230766480769093, 0.07692309192307768, 0.07692309192307768]","[0.23863638526452746, 0.1874999827581676, 0.1874999827581676, 0.07954546175484248, 0.07954546175484248]","[0.38461532961538186, 0.19230766480769093, 0.23076927576923303, 0.23076927576923303, 0.11538463788461649]","[0.3749999655163352, 0.1874999948320312, 0.23863638526452746, 0.23863638526452746, 0.11931819263226373]","[0.3749999828571429, 0.18749999142857146, 0.1249999942857143, 0.06250000857142853, 0.09374999571428573]","[0.3749999896640624, 0.1874999948320312, 0.12499999655468746, 0.0625000051679688, 0.0937499974160156]","[0.3749999828571429, 0.18749999142857146, 0.1875000257142856, 0.18749999142857146, 0.18749999142857146]","[0.3749999896640624, 0.1874999948320312, 0.1875000155039064, 0.1874999948320312, 0.1874999948320312]","[0.2857141857142911, 0.14285716285714178, 0.09523810857142785, 0.14285711619047758, 0.07142858142857089]","[0.3243243026576573, 0.16216218216216247, 0.10810812144144165, 0.11711709045045006, 0.08108109108108123]","[0.28571432571428357, 0.28571423238095517, 0.14285716285714178, 0.2857141857142911, 0.14285716285714178]","[0.32432436432432493, 0.23423418090090012, 0.16216218216216247, 0.3243243026576573, 0.16216218216216247]","[[0.3207418075274743, 0.19230766480769093, 0.19230766480769093, 0.18749999142857146, 0.10714287142857243], [0.3749999828571429, 0.18749999142857146, 0.14285716285714178, 0.18749999142857146, 0.10714287142857243], [0.28571432571428357, 0.19230766480769093, 0.14285716285714178, 0.2719779751923113, 0.10714287142857243]]","[[0.34375003016175437, 0.1874999948320312, 0.1874999827581676, 0.1874999948320312, 0.0937499974160156], [0.3749999896640624, 0.1874999948320312, 0.15625002325585963, 0.1874999948320312, 0.0937499974160156], [0.32432436432432493, 0.1874999948320312, 0.16216218216216247, 0.23226346126546588, 0.0937499974160156]]"
18,"[0.2857143357142873, 0.18918918030030088, 0.2162162295495487, 0.10791373233003987, 0.10810811477477442]","[0.2857143357142865, 0.1891891825225226, 0.21621622621621614, 0.11428569813969823, 0.10193052807651792]","[0.37837836060060176, 0.1990346473680797, 0.2714286014285724, 0.1357143007142862, 0.10810811477477442]","[0.3783783650450452, 0.20521223406633737, 0.27142860142857195, 0.13571430071428597, 0.10193052807651792]","[0.28571421904761696, 0.14285716785714364, 0.2714286014285724, 0.1357143007142862, 0.03571427738095212]","[0.28571421904761796, 0.14285716785714325, 0.27142860142857195, 0.13571430071428597, 0.035714277380952245]","[0.2857143357142873, 0.2714286014285724, 0.28571421904761696, 0.14285710952380848, 0.14285716785714364]","[0.2857143357142865, 0.27142860142857195, 0.28571421904761796, 0.14285710952380898, 0.14285716785714325]","[0.34532371651740396, 0.08633092912935099, 0.21582732282337747, 0.0690647433034808, 0.053956866165019934]","[0.34285714910721354, 0.08571428727680339, 0.22857139627939646, 0.06857142982144271, 0.057142849069849115]","[0.34532371651740396, 0.21582732282337747, 0.34532371651740396, 0.10791373233003987, 0.11510790550580131]","[0.34285714910721354, 0.22857139627939646, 0.34285714910721354, 0.11428569813969823, 0.11428571636907119]","[0.37837836060060176, 0.18918918030030088, 0.18918918030030088, 0.10810811477477435, 0.054054057387387174]","[0.3783783650450452, 0.1891891825225226, 0.1891891825225226, 0.10810811310810807, 0.054054056554054035]","[0.37837836060060176, 0.18918918030030088, 0.2162162295495487, 0.18918918030030088, 0.10810811477477435]","[0.3783783650450452, 0.1891891825225226, 0.21621622621621614, 0.1891891825225226, 0.10810811310810807]","[[0.2857143357142873, 0.1990346473680797, 0.2714286014285724, 0.1357143007142862, 0.10810811477477442], [0.34532371651740396, 0.18918918030030088, 0.24946525607748093, 0.10791373233003987, 0.10810811477477442], [0.37837836060060176, 0.18918918030030088, 0.2162162295495487, 0.10810811477477435, 0.10810811477477442]]","[[0.2857143357142865, 0.20521223406633737, 0.27142860142857195, 0.13571430071428597, 0.10193052807651792], [0.34285714910721354, 0.20521223406633737, 0.23571439061023292, 0.11428569813969823, 0.10193052807651792], [0.3783783650450452, 0.1891891825225226, 0.21621622621621614, 0.11428569813969823, 0.10193052807651792]]"
19,"[0.3333334533333348, 0.1666667266666674, 0.15094338422641437, 0.09090909366499632, 0.13865064276267877]","[0.36363638568361023, 0.15813119057999048, 0.1509433850124593, 0.09090909642090256, 0.14718617294926944]","[0.4528301526792431, 0.19696961767835833, 0.24242399966833417, 0.09090909366499632, 0.1666667266666674]","[0.45283015503737795, 0.2164501521044126, 0.1904761700271953, 0.09090909642090256, 0.14718617294926944]","[0.31168829082217064, 0.18181817217251284, 0.18181818732999264, 0.07272727493199706, 0.05194805352285504]","[0.34675323746190717, 0.18181819284180512, 0.18181819284180512, 0.07272727713672204, 0.0519480550976586]","[0.3636363746599853, 0.31168829082217064, 0.18181818732999264, 0.09090909366499632, 0.18181817217251284]","[0.36363638568361023, 0.34675323746190717, 0.18181819284180512, 0.09090909642090256, 0.18181819284180512]","[0.3333334533333348, 0.0833333633333337, 0.1666667266666674, 0.08888882488888811, 0.06666661866666608]","[0.38095239057543745, 0.09523809764385936, 0.1904761700271953, 0.06349206509590624, 0.04761904882192968]","[0.3333334533333348, 0.1666667266666674, 0.2666664746666643, 0.1666667266666674, 0.1666667266666674]","[0.38095239057543745, 0.1904761700271953, 0.19047619528771872, 0.19047619528771872, 0.19047619528771872]","[0.4528301526792431, 0.15094338422641437, 0.15094338422641437, 0.07547169211320719, 0.056603795584907024]","[0.45283015503737795, 0.15094345930491648, 0.1509433850124593, 0.07547172965245824, 0.05660376937967224]","[0.4528301526792431, 0.22641507633962155, 0.15094338422641437, 0.11320759116981405, 0.15094338422641437]","[0.45283015503737795, 0.22641507751868897, 0.15094345930491648, 0.11320753875934449, 0.15094345930491648]","[[0.3636363746599853, 0.19696961767835833, 0.18181818732999264, 0.09090909366499632, 0.1666667266666674], [0.3333334533333348, 0.1666667266666674, 0.24242399966833417, 0.09090909366499632, 0.1666667266666674], [0.4528301526792431, 0.1666667266666674, 0.15094338422641437, 0.09090909366499632, 0.13865064276267877]]","[[0.36363638568361023, 0.2164501521044126, 0.18181819284180512, 0.09090909642090256, 0.14718617294926944], [0.38095239057543745, 0.1904761700271953, 0.1904761700271953, 0.09090909642090256, 0.14718617294926944], [0.45283015503737795, 0.15813119057999048, 0.1509433850124593, 0.09090909642090256, 0.14718617294926944]]"
20,"[0.37837839484896746, 0.18918919742448373, 0.12500001058823548, 0.0947614923594697, 0.04938271104938252]","[0.37837841131955374, 0.18918920565977687, 0.12605034302523657, 0.0825194442983421, 0.06162471414563621]","[0.49999995764705807, 0.18918919742448373, 0.22222219972222135, 0.18074320500794744, 0.06250000529411774]","[0.5042013721009463, 0.18918920565977687, 0.22222221196541497, 0.18161846321525618, 0.06162471414563621]","[0.4444443994444427, 0.11111113361111198, 0.22222219972222135, 0.04938271104938252, 0.04938271104938252]","[0.44444442393082995, 0.11111112136791834, 0.22222221196541497, 0.049382713770092214, 0.049382713770092214]","[0.4444443994444427, 0.22222219972222135, 0.22222219972222135, 0.11111113361111198, 0.11111113361111198]","[0.44444442393082995, 0.22222221196541497, 0.22222221196541497, 0.11111112136791834, 0.11111112136791834]","[0.49999995764705807, 0.12500001058823548, 0.12499998941176452, 0.05555555084967312, 0.06250000529411774]","[0.5042013721009463, 0.12324942829127242, 0.12605034302523657, 0.056022374677882916, 0.06162471414563621]","[0.49999995764705807, 0.24999997882352903, 0.12500001058823548, 0.12500001058823548, 0.12500001058823548]","[0.5042013721009463, 0.25210068605047314, 0.12605034302523657, 0.12324942829127242, 0.12324942829127242]","[0.37837839484896746, 0.14864861158982326, 0.18918919742448373, 0.09459459871224186, 0.05405405640699535]","[0.37837841131955374, 0.1689188900953904, 0.18918920565977687, 0.09459460282988844, 0.054054058759936255]","[0.37837839484896746, 0.18918919742448373, 0.18918919742448373, 0.18918919742448373, 0.14864861158982326]","[0.37837841131955374, 0.18918920565977687, 0.18918920565977687, 0.18918920565977687, 0.1689188900953904]","[[0.4444443994444427, 0.18918919742448373, 0.22222219972222135, 0.0947614923594697, 0.04938271104938252], [0.49999995764705807, 0.18918919742448373, 0.12500001058823548, 0.12331082904610499, 0.06250000529411774], [0.37837839484896746, 0.18918919742448373, 0.18918919742448373, 0.18074320500794744, 0.06250000529411774]]","[[0.44444442393082995, 0.18918920565977687, 0.22222221196541497, 0.0825194442983421, 0.06162471414563621], [0.5042013721009463, 0.18918920565977687, 0.12605034302523657, 0.11893436506840412, 0.06162471414563621], [0.37837841131955374, 0.18918920565977687, 0.18918920565977687, 0.18161846321525618, 0.06162471414563621]]"
