Trial,entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,解の非唯一性考慮のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,解の非唯一性考慮のCommonGround_wᵁ_3
424,"[0.2307692219457017, 0.15769229975113144, 0.2307692219457017, 0.23076922194570162, 0.11538459597285056]","[0.23076922541208794, 0.13461538729395608, 0.2307692254120879, 0.2307692254120879, 0.11538459770604358]","[0.246153867330316, 0.1923077381900444, 0.2307692219457017, 0.2307692219457017, 0.13461538902714915]","[0.24615385901098896, 0.16923081048076938, 0.2307692254120879, 0.2307692254120879, 0.13461538729395603]","[0.2307692219457017, 0.13461538902714915, 0.21794872736048265, 0.21794872736048265, 0.11538459597285056]","[0.23076922541208794, 0.13461538729395608, 0.21794872562728948, 0.21794872562728948, 0.11538459770604358]","[0.2692307780542983, 0.21794872736048265, 0.2307692219457017, 0.2307692219457017, 0.13461538902714915]","[0.26923077458791217, 0.21794872562728948, 0.2307692254120879, 0.23076922541208794, 0.13461538729395592]","[0.2307692219457017, 0.061538466832579, 0.23076922194570162, 0.23076922194570162, 0.07692307398190054]","[0.23076922541208794, 0.06153846475274724, 0.2307692254120879, 0.2307692254120879, 0.07692307513736264]","[0.246153867330316, 0.23076922194570162, 0.2307692219457017, 0.23076922194570162, 0.2307692219457017]","[0.24615385901098896, 0.2307692254120879, 0.2307692254120879, 0.2307692254120879, 0.23076922541208794]","[0.2307692219457017, 0.13461538902714912, 0.21794872736048257, 0.21794872736048257, 0.11538459597285056]","[0.2307692254120879, 0.13461538729395603, 0.21794872562728948, 0.21794872562728948, 0.11538459770604358]","[0.26923077805429824, 0.21794872736048257, 0.2307692219457017, 0.2307692219457017, 0.13461538902714915]","[0.26923077458791206, 0.21794872562728948, 0.2307692254120879, 0.2307692254120879, 0.13461538729395603]"
425,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
426,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
427,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
428,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
429,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
430,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
431,"[0.26086954521739025, 0.18357480488494604, 0.22222221801169592, 0.22222221801169592, 0.11111110347953206]",E,"[0.2608696027173933, 0.18357491527968584, 0.22222223695906423, 0.22222223695906423, 0.11111111847953212]",r,"[0.26086954521739025, 0.0869565342391311, 0.21739130684782615, 0.13043477260869513, 0.06521738630434756]",E,"[0.2608696027173933, 0.21739130684782615, 0.26086954521739025, 0.26086954521739025, 0.13043477260869513]",r,"[0.22222223695906423, 0.11111110190058485, 0.22222221801169592, 0.22222221801169592, 0.11111110900584796]",E,"[0.33333330570175457, 0.22222221801169592, 0.22222223695906423, 0.22222223695906423, 0.11111111847953212]",r,"[0.22222223695906423, 0.08888888152046787, 0.22222221985380122, 0.22222221985380122, 0.11111110347953206]",E,"[0.35555552608187146, 0.22222221985380122, 0.22222223695906423, 0.22222223695906423, 0.11111111847953212]",r
432,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
433,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
434,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
435,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
436,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
437,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
438,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
439,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
440,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
441,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
442,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
443,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
444,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
445,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
446,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
447,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
448,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
449,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
450,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
451,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
452,E,"[0.25000002679687433, 0.12500001339843717, 0.25000002679687433, 0.20833331691974338, 0.12500001339843717]",r,"[0.25000002679687433, 0.1666667543058736, 0.2500000668726381, 0.25000002679687433, 0.12500001339843717]",E,"[0.25000002679687433, 0.12500001339843717, 0.25000002679687433, 0.12500003343631905, 0.04166667113281239]",r,"[0.25000002679687433, 0.25000002679687433, 0.2500000668726381, 0.25000002679687433, 0.12500001339843717]",E,"[0.25000002679687433, 0.08333334226562478, 0.25000002679687433, 0.16666661307291802, 0.08333330653645901]",r,"[0.25000002679687433, 0.25000002679687433, 0.33333322614583605, 0.25000002679687433, 0.12500001339843717]",E,"[0.25000002679687433, 0.0749999785864101, 0.20833331691974338, 0.20833331691974338, 0.12500001339843717]",r,"[0.2999999143456404, 0.20833331691974338, 0.2500000668726381, 0.25000002679687433, 0.12500001339843717]"
453,"[0.27027009027027465, 0.1528060528066567, 0.23076919076922986, 0.23076919076922986, 0.09009003009009155]","[0.2702700902702718, 0.08461533961538403, 0.23076919076923028, 0.23076919076923028, 0.09009003009009062]","[0.2702706452702611, 0.17810149810117415, 0.23076932076923287, 0.23076932076923287, 0.11538466038461644]","[0.27027064527026706, 0.10991078490990772, 0.23076932076923193, 0.23076932076923193, 0.11538466038461596]","[0.27027009027027465, 0.05405412905405223, 0.21321329321321128, 0.21321329321321128, 0.09009003009009155]","[0.2702700902702718, 0.054054129054053414, 0.21321329321321256, 0.21321329321321256, 0.09009003009009062]","[0.2702706452702611, 0.21321329321321128, 0.27027009027027465, 0.27027009027027465, 0.13513504513513733]","[0.27027064527026706, 0.21321329321321256, 0.2702700902702718, 0.2702700902702718, 0.1351350451351359]","[0.27027009027027465, 0.05405412905405224, 0.22072078572071904, 0.22072078572071904, 0.06756752256756866]","[0.2461539261538481, 0.06410253076922996, 0.23076919076923028, 0.23076919076923028, 0.061538481538462024]","[0.27027064527026123, 0.22072078572071904, 0.27027009027027465, 0.27027009027027465, 0.13513504513513733]","[0.3205126538461498, 0.23076919076923028, 0.2461539261538481, 0.2461539261538481, 0.12307696307692405]","[0.23076932076923287, 0.08461533961538355, 0.23076919076922986, 0.23076919076922986, 0.07692310692307762]","[0.23076932076923193, 0.08461533961538403, 0.23076919076923028, 0.23076919076923028, 0.0769231069230773]","[0.3384613584615342, 0.23076919076922986, 0.23076932076923287, 0.23076932076923287, 0.11538466038461644]","[0.33846135846153613, 0.23076919076923028, 0.23076932076923193, 0.23076932076923193, 0.11538466038461596]"
454,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
455,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
456,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
457,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
458,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
459,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
460,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
461,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
462,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
463,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
464,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
465,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
466,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
467,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
468,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
469,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
470,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
471,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
472,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
473,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
474,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
475,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
476,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
477,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
478,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
479,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
480,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
481,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
482,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
483,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
484,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
485,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
486,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
487,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
488,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
489,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
490,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
491,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
492,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
493,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
494,E,"[0.24999999061523434, 0.1249999953076172, 0.24999999061523434, 0.16666664910373175, 0.11111109940248783]",r,"[0.24999999061523434, 0.1805556897354283, 0.25000002815429695, 0.2222222702633117, 0.11111113513165585]",E,"[0.2499999753754352, 0.1249999876877176, 0.24999999061523434, 0.12500001407714847, 0.04166667135904949]",r,"[0.24999999061523434, 0.24999999061523434, 0.25000002815429695, 0.2499999753754352, 0.1249999876877176]",E,"[0.2222222702633117, 0.12499999530761717, 0.24999999061523434, 0.16666664910373175, 0.11111109940248783]",r,"[0.24999999061523434, 0.24999999061523434, 0.3333332982074635, 0.2222222702633117, 0.11111113513165585]",E,"[0.24999999061523434, 0.1249999953076172, 0.24999999061523434, 0.12500001407714847, 0.062499997653808585]",r,"[0.24999999061523434, 0.24999999061523434, 0.25000002815429695, 0.24999999061523434, 0.12499999530761717]"
495,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
496,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
497,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
498,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
499,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
500,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
501,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
502,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
503,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
504,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
505,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
506,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
507,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
508,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
509,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
510,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
511,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
512,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
513,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
514,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
515,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
516,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
517,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
518,E,"[0.2608695597628457, 0.13043477988142285, 0.2608695597628457, 0.1304348013787332, 0.0869565338603427]",r,"[0.2608695597628457, 0.21739134256066286, 0.2608696015810281, 0.17391307621871077, 0.13043477988142285]",E,"[0.17391307621871077, 0.13043477988142285, 0.2608695597628457, 0.13043480079051406, 0.0869565338603427]",r,"[0.2608695597628457, 0.2608695597628457, 0.2608696015810281, 0.17391307621871077, 0.17391307621871077]",E,"[0.2608695597628457, 0.13043477988142285, 0.2608695597628457, 0.1304348013787332, 0.06521738994071143]",r,"[0.2608695597628457, 0.2608695597628457, 0.2608696015810281, 0.2608695597628457, 0.13043477988142285]",E,"[0.2608695597628457, 0.08695651992094858, 0.2608695597628457, 0.13043480079051406, 0.08695651992094858]",r,"[0.2608695597628457, 0.2608695597628457, 0.2608696015810281, 0.2608695597628457, 0.13043477988142285]"
519,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
520,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
521,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
522,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
523,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
524,"[0.2307692215384614, 0.19230768307692447, 0.2307692215384614, 0.2307692215384614, 0.11538459576923049]","[0.23076923076923075, 0.1346153846153846, 0.23076923076923075, 0.23076923076923075, 0.11538460038461501]","[0.23076926307692214, 0.1923077396153854, 0.2307692215384614, 0.2307692215384614, 0.1153846107692307]","[0.23076925813765342, 0.13461544698380823, 0.23076923076923075, 0.23076923076923075, 0.11538463538461614]","[0.19230766230769408, 0.11538463153846107, 0.2307692215384614, 0.2307692215384614, 0.07692307384615381]","[0.2115384546963559, 0.11538462906882671, 0.23076923076923075, 0.23076923076923075, 0.07692307692307693]","[0.23076926307692214, 0.2307692215384614, 0.2307692215384614, 0.2307692215384614, 0.19230766230769408]","[0.23076925813765342, 0.23076923076923075, 0.23076923076923075, 0.23076923076923075, 0.2115384546963559]","[0.2307692215384614, 0.13461538923076932, 0.21794872756410272, 0.21794872756410272, 0.11538459576923049]","[0.23076923076923075, 0.1346153846153846, 0.2179487229487181, 0.2179487229487181, 0.11538460038461501]","[0.26923077846153864, 0.21794872756410272, 0.2307692215384614, 0.2307692215384614, 0.13461538923076932]","[0.2692307692307692, 0.2179487229487181, 0.23076923076923075, 0.23076923076923075, 0.1346153846153846]","[0.2307692215384614, 0.10576923653846164, 0.2307692215384614, 0.2307692215384614, 0.07692307384615381]","[0.23076923076923075, 0.10576922576923056, 0.23076923076923075, 0.23076923076923075, 0.07692307692307693]","[0.3173077096153849, 0.2307692215384614, 0.2307692215384614, 0.2307692215384614, 0.1153846107692307]","[0.3173076773076917, 0.23076923076923075, 0.23076923076923075, 0.23076923076923075, 0.11538463538461614]"
525,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
526,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
527,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
528,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
529,E,"[0.23529417764706195, 0.13235291117646902, 0.2352941776470619, 0.23529409264705753, 0.11764708882353095]",r,"[0.2352942021568721, 0.13235302068628382, 0.23529417764706193, 0.2352941776470619, 0.11764708882353098]",E,"[0.2352941776470619, 0.07843140071895736, 0.2352941776470619, 0.11764708882353096, 0.11764708882353095]",r,"[0.2352942021568721, 0.2352941776470619, 0.23529417764706193, 0.2352941776470619, 0.2352941776470619]",E,"[0.23529417764706195, 0.13235291117646902, 0.2156862495098025, 0.2156862345098021, 0.11764708882353095]",r,"[0.26470582235293805, 0.2156862495098025, 0.23529417764706193, 0.2352941776470619, 0.13235291117646902]",E,"[0.23529417764706195, 0.08235291117646903, 0.23529409264705753, 0.23529409264705753, 0.05882354441176549]",r,"[0.32941164470587614, 0.23529409264705753, 0.23529417764706195, 0.23529417764706195, 0.11764708882353098]"
530,E,"[0.2352941388408309, 0.11764706942041545, 0.2352941388408309, 0.23529411934861846, 0.11764706942041545]",r,"[0.2352941388408309, 0.11764713141263494, 0.23529418134083804, 0.2352941388408309, 0.11764706942041545]",E,"[0.2352941388408309, 0.11764706942041545, 0.2352941388408309, 0.11764709067041902, 0.11764706942041545]",r,"[0.2352941388408309, 0.2352941388408309, 0.23529418134083804, 0.2352941388408309, 0.2352941388408309]",E,"[0.2352941388408309, 0.11764706942041545, 0.2352941388408309, 0.1764705500865044, 0.11764703339100294]",r,"[0.2352941388408309, 0.2352941388408309, 0.3529411001730088, 0.2352941388408309, 0.11764706942041545]",E,"[0.2352941388408309, 0.08235292207958313, 0.23529410355017144, 0.23529411934861846, 0.05882353471020772]",r,"[0.3294116883183325, 0.23529410355017144, 0.23529418134083804, 0.2352941388408309, 0.11764706942041545]"
531,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
532,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
533,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
534,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
535,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
536,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
537,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
538,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
539,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
540,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
541,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
542,"[0.2222222212077296, 0.22222215714976176, 0.22222222251207727, 0.2222222212077296, 0.1111111106038648]","[0.22222222297491045, 0.11111113799059287, 0.2222222419534049, 0.22222221958781338, 0.11111111148745523]","[0.22222226323671215, 0.22222221925120816, 0.22222224780193167, 0.2222222212077296, 0.1111111106038648]","[0.22222227598118574, 0.11111119438396504, 0.2222222419534049, 0.22222222297491045, 0.11111111148745523]","[0.2222222212077296, 0.06666666195652182, 0.22222222251207727, 0.2222222212077296, 0.11111111125603863]","[0.22222222297491045, 0.06666666241935484, 0.22222222297491045, 0.22222221958781338, 0.11111111148745523]","[0.2666666478260873, 0.22222222251207727, 0.22222224780193167, 0.2222222212077296, 0.2222222212077296]","[0.2666666496774194, 0.22222222297491045, 0.2222222419534049, 0.22222222297491045, 0.22222222297491045]","[0.2222222212077296, 0.11111113161835608, 0.22222221925120816, 0.16666663666666867, 0.11111109111111245]","[0.22222222297491045, 0.11111113799059287, 0.2222222419534049, 0.16666666723118284, 0.11111111148745523]","[0.22222226323671215, 0.22222221925120816, 0.33333327333333734, 0.2222222212077296, 0.1111111106038648]","[0.22222227598118574, 0.2222222419534049, 0.3333333344623657, 0.22222222297491045, 0.11111111148745523]","[0.2222222212077296, 0.11111110509661846, 0.2222222212077296, 0.2222222212077296, 0.1111111106038648]","[0.22222222297491045, 0.11111110589605737, 0.22222222200716843, 0.22222222200716843, 0.11111111100358421]","[0.3333333152898554, 0.2222222212077296, 0.22222224780193167, 0.2222222212077296, 0.11111111060386483]","[0.3333333176881721, 0.22222222200716843, 0.2222222419534049, 0.22222222297491045, 0.11111111148745523]"
543,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
544,"[0.2608695480745339, 0.16220725648590362, 0.23076921846153822, 0.23076921846153822, 0.11538461423076928]",E,"[0.26086959736024895, 0.16220740077162044, 0.23076925846153898, 0.23076925846153898, 0.11538462923076949]",r,"[0.2608695480745339, 0.08695653245341632, 0.21739130649068328, 0.13043477403726694, 0.08695651602484462]",E,"[0.26086959736024895, 0.21739130649068328, 0.2608695480745339, 0.2608695480745339, 0.13043477403726694]",r,"[0.23076925846153898, 0.10576921346153816, 0.23076921846153822, 0.23076921846153822, 0.07692308615384633]",E,"[0.31730764038461445, 0.23076921846153822, 0.23076925846153898, 0.23076925846153898, 0.11538462923076949]",r,"[0.23076925846153898, 0.08461537076923052, 0.21794870910256392, 0.21794870910256392, 0.11538461423076928]",E,"[0.3384614830769221, 0.21794870910256392, 0.23076925846153898, 0.23076925846153898, 0.11538462923076949]",r
545,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
546,"[0.260869542995169, 0.18357481473429899, 0.22222221961352653, 0.22222221961352653, 0.1111111041002417]",E,"[0.2608696068840581, 0.18357491367753626, 0.22222223135265712, 0.22222223135265712, 0.11111111567632856]",r,"[0.260869542995169, 0.08695653562801935, 0.21739130712560387, 0.1304347714975845, 0.0521739085990338]",E,"[0.2608696068840581, 0.21739130712560387, 0.260869542995169, 0.260869542995169, 0.1304347714975845]",r,"[0.22222223135265712, 0.14814814053945238, 0.22222221961352653, 0.22222221961352653, 0.11111110980676327]",E,"[0.29629628107890477, 0.22222221961352653, 0.22222223135265712, 0.22222223135265712, 0.11111111567632856]",r,"[0.22222223135265712, 0.11111110540458928, 0.22222222151570037, 0.22222222151570037, 0.1111111041002417]",E,"[0.3333333162137678, 0.22222222151570037, 0.22222223135265712, 0.22222223135265712, 0.11111111567632856]",r
547,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
548,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
549,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
550,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
551,"[0.26086954521739203, 0.14715698313544073, 0.2307691907692282, 0.2307691907692282, 0.07692310692307887]",E,"[0.26086960271738996, 0.20066896632107267, 0.2307693207692366, 0.23076932076923662, 0.13043477260869601]",r,"[0.26086954521739203, 0.08695653423913, 0.21739130684782593, 0.13043477260869601, 0.06521738630434801]",E,"[0.26086960271738996, 0.21739130684782593, 0.26086954521739203, 0.26086954521739203, 0.13043477260869601]",r,"[0.2307693207692366, 0.1346153396153817, 0.2307691907692282, 0.2307691907692282, 0.07692310692307887]",E,"[0.2692306792307634, 0.2307691907692282, 0.2307693207692366, 0.23076932076923662, 0.1346153396153817]",r,"[0.2307693207692366, 0.1346153396153817, 0.2307691907692282, 0.2307691907692282, 0.07692310692307887]",E,"[0.2692306792307634, 0.2307691907692282, 0.2307693207692366, 0.23076932076923662, 0.1346153396153817]",r
552,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
553,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
554,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
555,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
556,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
557,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
558,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
559,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
560,"[0.23076925846153765, 0.15384611230769346, 0.23076921153846122, 0.23076921153846122, 0.11538461423076869]","[0.2307692584615379, 0.13461537505494522, 0.23076921846153872, 0.23076921846153872, 0.11538461423076882]","[0.2692307415384624, 0.19230770423077123, 0.23076925846153767, 0.23076925846153765, 0.11538462923076882]","[0.26923075010989045, 0.17307696170329626, 0.23076925846153795, 0.23076925846153795, 0.11538462923076895]","[0.23076925846153765, 0.08461537076923117, 0.21794870910256456, 0.21794870910256456, 0.11538461423076869]","[0.2307692584615379, 0.08461537076923102, 0.21794870910256442, 0.21794870910256442, 0.11538461423076882]","[0.3384614830769247, 0.21794870910256456, 0.23076925846153765, 0.23076925846153765, 0.11538462923076882]","[0.3384614830769241, 0.21794870910256442, 0.2307692584615379, 0.23076925846153795, 0.11538462923076895]","[0.23076925846153765, 0.10576921346153896, 0.23076921846153883, 0.23076921846153883, 0.0769230861538459]","[0.2307692584615379, 0.10576921346153881, 0.23076921846153872, 0.23076921846153872, 0.07692308615384598]","[0.3173076403846169, 0.23076921846153883, 0.23076925846153767, 0.23076925846153765, 0.11538462923076882]","[0.3173076403846164, 0.23076921846153872, 0.23076925846153795, 0.2307692584615379, 0.11538462923076895]","[0.23076925846153765, 0.1346153707692312, 0.23076921153846122, 0.23076921153846122, 0.07692308615384588]","[0.23076925846153795, 0.13461537505494522, 0.23076921846153872, 0.23076921846153872, 0.07692308615384598]","[0.2692307415384624, 0.23076921153846122, 0.23076925846153765, 0.23076925846153765, 0.1346153707692312]","[0.26923075010989045, 0.23076921846153872, 0.23076925846153795, 0.23076925846153795, 0.13461537505494522]"
561,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
562,"[0.23076923076923042, 0.17307689307692342, 0.23076923076923192, 0.23076923076923095, 0.0769230769230768]","[0.2307692307692308, 0.13461537961538456, 0.2307692307692308, 0.2307692307692308, 0.07692307692307694]","[0.23076924576922841, 0.23076923076923042, 0.23076923076923192, 0.23076923076923095, 0.13461539961538532]","[0.230769250269231, 0.19230772180769262, 0.2307692307692308, 0.2307692307692308, 0.13461539961538474]","[0.23076921076923254, 0.07692308192307613, 0.23076923076923095, 0.23076923076923095, 0.07692307692307698]","[0.23076922751923062, 0.07692308342307701, 0.2307692307692308, 0.2307692307692308, 0.07692307692307694]","[0.23076924576922841, 0.23076923076923095, 0.23076923076923192, 0.23076923076923095, 0.23076921076923254]","[0.230769250269231, 0.2307692307692308, 0.2307692307692308, 0.2307692307692308, 0.23076922751923062]","[0.23076923076923042, 0.13461537961538445, 0.23076923076923042, 0.23076923076923042, 0.0769230769230768]","[0.2307692307692308, 0.13461537961538456, 0.2307692307692308, 0.2307692307692308, 0.07692307692307694]","[0.2692307592307689, 0.23076923076923042, 0.23076923076923042, 0.23076923076923095, 0.13461539961538532]","[0.2692307592307691, 0.2307692307692308, 0.2307692307692308, 0.2307692307692308, 0.13461539961538474]","[0.23076923076923042, 0.13461537961538445, 0.23076923076923042, 0.23076923076923095, 0.0769230769230768]","[0.2307692307692308, 0.13461537961538456, 0.2307692307692308, 0.2307692307692308, 0.07692307692307694]","[0.2692307592307689, 0.23076923076923095, 0.23076923076923042, 0.23076923076923095, 0.13461539961538532]","[0.2692307592307691, 0.23076923076923286, 0.2307692307692308, 0.2307692307692308, 0.13461539961538474]"
563,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
564,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
565,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
566,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
567,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
568,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
569,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
570,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
571,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
572,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
573,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
574,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
575,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
576,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
577,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
578,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
579,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
580,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
