Trial,entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,解の非唯一性考慮のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,解の非唯一性考慮のCommonGround_wᵁ_3
715,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
716,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
717,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
718,"[0.23076921076923063, 0.10256399756409962, 0.22222221222222174, 0.2222222122222218, 0.11538460538461531]",E,"[0.23076927576923112, 0.20940175940171052, 0.22222224222222306, 0.22222224222222306, 0.22222224222222306]",r,"[0.23076921076923063, 0.07692309192307704, 0.20940175940171052, 0.11538460538461531, 0.11538460538461531]",E,"[0.23076927576923112, 0.20940175940171052, 0.23076921076923063, 0.23076921076923063, 0.23076921076923063]",r,"[0.22222224222222306, 0.08333331833333268, 0.2222222122222218, 0.2222222122222218, 0.11111112111111153]",E,"[0.24999995499999805, 0.2222222122222218, 0.22222224222222306, 0.22222224222222306, 0.22222224222222306]",r,"[0.22222224222222306, 0.08333331833333268, 0.22222221222222174, 0.22222221222222174, 0.11111112111111153]",E,"[0.24999995499999805, 0.22222221222222174, 0.22222224222222306, 0.22222224222222306, 0.22222224222222306]",r
719,E,"[0.25000000000000006, 0.12500000000000003, 0.24999999999999997, 0.12499999999999999, 0.12499999131944459]",r,"[0.25000000000000006, 0.2500000129017863, 0.24999999999999997, 0.25000000000000006, 0.25000000000000006]",E,"[0.24999999999999997, 0.12500000000000003, 0.24999999999999997, 0.12499999999999999, 0.12500000000000003]",r,"[0.25000000000000006, 0.2500000129017863, 0.24999999999999997, 0.25000000000000006, 0.25000000000000006]",E,"[0.25000000000000006, 0.08333333333333334, 0.24999999999999997, 0.12499999999999999, 0.12499999131944459]",r,"[0.25000000000000006, 0.25000000000000006, 0.24999999999999997, 0.25000000000000006, 0.25000000000000006]",E,"[0.2499999999999999, 0.12500000000000003, 0.24999999999999997, 0.12499999999999999, 0.12500000000000003]",r,"[0.25000000000000006, 0.2500000129017863, 0.24999999999999997, 0.25000000000000006, 0.25000000000000006]"
720,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
721,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
722,E,"[0.2500000065104169, 0.12500000325520846, 0.24999999018749958, 0.24999999609374987, 0.12500000325520844]",r,"[0.25000000651041693, 0.24999999609374987, 0.2500000065104169, 0.2500000065104169, 0.2500000065104169]",E,"[0.2500000065104169, 0.12500000325520846, 0.24999999018749958, 0.12500000325520833, 0.12500000325520844]",r,"[0.25000000651041693, 0.24999999609374987, 0.2500000065104169, 0.2500000065104169, 0.2500000065104169]",E,"[0.2500000065104169, 0.08333333550347231, 0.12499999804687494, 0.24999999609374987, 0.12500000325520844]",r,"[0.25000000651041693, 0.24999999609374987, 0.2500000065104169, 0.2500000065104169, 0.2500000065104169]",E,"[0.2500000065104169, 0.12500000325520846, 0.24999999018749958, 0.12500000325520844, 0.12500000325520844]",r,"[0.25000000651041693, 0.24999999609374987, 0.2500000065104169, 0.2500000065104169, 0.2500000065104169]"
723,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
724,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
725,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
726,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
727,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
728,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
729,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
730,E,"[0.2352941612549057, 0.10294115534313582, 0.23529413674509822, 0.2352941015196066, 0.11764708062745283]",r,"[0.2352941612549057, 0.10294121507843515, 0.23529413674509822, 0.23529416125490565, 0.11764708062745285]",E,"[0.23529416125490565, 0.07843138708496857, 0.23529413674509822, 0.11764708062745283, 0.11764708062745283]",r,"[0.2352941612549057, 0.23529413674509822, 0.23529416125490565, 0.23529416125490565, 0.23529416125490565]",E,"[0.2352941612549057, 0.10294115534313582, 0.2352941015196066, 0.2352941015196066, 0.058823534186274555]",r,"[0.30882346602940747, 0.2352941015196066, 0.23529413674509822, 0.23529416125490565, 0.11764708062745285]",E,"[0.23529416125490565, 0.07843138708496857, 0.23529413674509822, 0.11764708062745283, 0.11764708062745283]",r,"[0.2352941612549057, 0.23529413674509822, 0.23529416125490565, 0.23529416125490565, 0.23529416125490565]"
731,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
732,"[0.22222221722222124, 0.11111111111111205, 0.22222221222222258, 0.22222221222222258, 0.11111111611111069]","[0.2222222242222222, 0.1111111121111111, 0.2222222242222222, 0.2222222152222223, 0.1111111121111111]","[0.2222222222222241, 0.22222221222222258, 0.22222223222222137, 0.2222222172222219, 0.22222221722222124]","[0.2222222242222222, 0.2222222242222222, 0.22222222422222243, 0.2222222242222222, 0.2222222242222222]","[0.22222221722222124, 0.055555555555556024, 0.22222221222222258, 0.22222221222222258, 0.11111111611111069]","[0.2222222242222222, 0.05555555455555557, 0.2222222242222222, 0.2222221807222258, 0.1111111121111111]","[0.2777777777777801, 0.22222221222222258, 0.22222223222222137, 0.22222221722222124, 0.22222221722222124]","[0.2777777727777778, 0.2222221807222258, 0.2222222242222222, 0.2222222242222222, 0.2222222242222222]","[0.22222221722222124, 0.11111111111111205, 0.22222221222222258, 0.22222221222222258, 0.11111111611111069]","[0.2222222242222222, 0.1111111121111111, 0.2222222242222222, 0.2222222152222223, 0.1111111121111111]","[0.2222222222222241, 0.22222221222222258, 0.22222221722222124, 0.22222223222222137, 0.22222221722222124]","[0.2222222242222222, 0.2222222242222222, 0.22222222422222243, 0.2222222242222222, 0.2222222242222222]","[0.22222221722222124, 0.11111111111111205, 0.22222221222222258, 0.22222221222222258, 0.11111111611111069]","[0.2222222242222222, 0.1111111121111111, 0.2222222242222222, 0.2222222152222223, 0.11111111211111122]","[0.2222222222222241, 0.22222221222222258, 0.22222223222222137, 0.2222222172222219, 0.22222221722222124]","[0.2222222242222222, 0.2222222242222222, 0.22222222422222243, 0.2222222242222222, 0.2222222242222222]"
733,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
734,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
735,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
736,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
737,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
738,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
739,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
740,"[0.22222221293650854, 0.11111111611111085, 0.22222221293650854, 0.22222221936507922, 0.11111110968253982]","[0.22222221888888888, 0.11111112444444471, 0.2222222188888888, 0.2222222188888888, 0.1111111094444444]","[0.2222222322222217, 0.22222221936507922, 0.22222221936507922, 0.22222221936507963, 0.22222221293650854]","[0.22222224888888928, 0.22222221888888888, 0.2222222188888888, 0.2222222188888888, 0.22222221888888888]","[0.22222221293650854, 0.1111111161111108, 0.22222221293650854, 0.22222221936507922, 0.11111110968253997]","[0.22222221888888888, 0.11111112444444464, 0.2222222188888888, 0.2222222188888888, 0.1111111094444444]","[0.2222222322222216, 0.22222221936507922, 0.22222221936507922, 0.22222221936507994, 0.22222221293650854]","[0.22222224888888928, 0.22222221888888888, 0.2222222188888888, 0.2222222188888888, 0.22222221888888888]","[0.22222221293650854, 0.11111111611111085, 0.22222221293650854, 0.22222221936507922, 0.11111110968253982]","[0.22222221888888888, 0.11111112444444471, 0.2222222188888888, 0.2222222188888888, 0.1111111094444444]","[0.2222222322222217, 0.22222221936507922, 0.22222221936507963, 0.22222221936507963, 0.22222221293650854]","[0.22222224888888928, 0.22222221888888888, 0.2222222188888888, 0.2222222188888888, 0.22222221888888888]","[0.22222221293650854, 0.11111111611111085, 0.22222221293650854, 0.22222221936507922, 0.11111110968253982]","[0.22222221888888888, 0.11111112444444475, 0.2222222188888888, 0.2222222188888888, 0.1111111094444444]","[0.2222222322222217, 0.22222221936507922, 0.22222221936507922, 0.22222221936507963, 0.22222221293650854]","[0.22222224888888928, 0.22222221888888888, 0.2222222188888888, 0.2222222188888888, 0.22222221888888888]"
741,"[0.2222222288888884, 0.1111111144444442, 0.22222221022222205, 0.22222221022222205, 0.1111111144444442]","[0.2222222722222232, 0.1111111361111116, 0.22222224546295746, 0.2222221872222218, 0.1111111361111116]","[0.2222222288888884, 0.22222221022222205, 0.2222222288888884, 0.2222222288888884, 0.2222222288888884]","[0.2222222722222232, 0.22222219722222172, 0.2222222722222232, 0.2222222722222232, 0.2222222722222232]","[0.2222222288888884, 0.1111111144444442, 0.22222221022222205, 0.1111111144444442, 0.1111111144444442]","[0.2222222722222232, 0.1111111361111116, 0.22222224546295746, 0.1111111361111116, 0.1111111361111116]","[0.2222222288888884, 0.22222221022222205, 0.2222222288888884, 0.2222222288888884, 0.2222222288888884]","[0.2222222722222232, 0.22222224546295746, 0.2222222722222232, 0.2222222722222232, 0.2222222722222232]","[0.2222222288888884, 0.05555555222222245, 0.22222221022222205, 0.22222221022222205, 0.11111111311111083]","[0.2222222722222232, 0.05555553055555508, 0.22222220222222167, 0.2222221872222218, 0.1111111361111116]","[0.27777776111111224, 0.22222221022222205, 0.2222222288888884, 0.2222222288888884, 0.2222222288888884]","[0.2777776527777754, 0.22222220222222167, 0.2222222722222232, 0.2222222722222232, 0.2222222722222232]","[0.2222222288888884, 0.06666666266666695, 0.22222221022222205, 0.22222221022222205, 0.1111111144444442]","[0.2222222722222232, 0.06666663666666606, 0.22222219722222172, 0.22222219722222172, 0.1111111361111116]","[0.2666666506666678, 0.22222221022222205, 0.2222222288888884, 0.2222222288888884, 0.2222222288888884]","[0.26666654666666423, 0.22222219722222172, 0.2222222722222232, 0.2222222722222232, 0.2222222722222232]"
742,E,"[0.23076923423905832, 0.11538461711952916, 0.23076921453525612, 0.2307692192031388, 0.11538460484222994]",r,"[0.23076923423905832, 0.23076925118424008, 0.23076921453525612, 0.23076923423905832, 0.23076923423905832]",E,"[0.23076923423905832, 0.11538461711952916, 0.23076921453525612, 0.11538460726762806, 0.07692307807968611]",r,"[0.23076923423905832, 0.23076925118424008, 0.23076921453525612, 0.23076923423905832, 0.23076923423905832]",E,"[0.23076923423905832, 0.11538461711952916, 0.23076921453525612, 0.11538460726762806, 0.11538460484222994]",r,"[0.23076923423905832, 0.23076923423905832, 0.23076921453525612, 0.23076923423905832, 0.23076923423905832]",E,"[0.23076923423905832, 0.07692307807968611, 0.23076921453525612, 0.2307692192031388, 0.06153846000828908]",r,"[0.23076923423905832, 0.23076925118424008, 0.23076921453525612, 0.24615384003315632, 0.23076923423905832]"
743,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
744,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
745,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
746,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
747,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
748,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
749,"[0.22222220222222466, 0.11111110111111233, 0.2222221872222243, 0.22222221722222174, 0.11111113111110976]","[0.22222221888888888, 0.11111112444444447, 0.22222221888888888, 0.22222221888888888, 0.11111110944444444]","[0.22222220222222466, 0.2222221872222243, 0.22222226222221952, 0.22222221722222174, 0.22222221722222174]","[0.22222224888888895, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888]","[0.22222220222222466, 0.11111110111111233, 0.2222221872222243, 0.22222221722222174, 0.11111113111110976]","[0.22222221888888888, 0.11111112444444447, 0.22222221888888888, 0.22222221888888888, 0.11111110944444444]","[0.22222220222222466, 0.2222221872222243, 0.22222226222221952, 0.22222221722222174, 0.22222221722222174]","[0.22222224888888895, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888]","[0.22222220222222466, 0.11111110111111233, 0.2222221872222243, 0.11111113111110978, 0.1111111161111105]","[0.22222221888888888, 0.11111112444444447, 0.22222221888888888, 0.11111110741666617, 0.11111110944444444]","[0.22222220222222466, 0.2222221872222243, 0.22222226222221955, 0.222222232222221, 0.22222221722222174]","[0.22222224888888895, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888]","[0.22222220222222466, 0.11111110111111233, 0.22222221222222271, 0.11111113111110973, 0.11111110611111136]","[0.22222221888888888, 0.11111112241666674, 0.22222221888888888, 0.11111110944444444, 0.11111110944444444]","[0.22222220222222466, 0.22222221222222271, 0.22222226222221947, 0.22222221722222174, 0.22222221722222174]","[0.22222224888888895, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888]"
750,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
751,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
752,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
753,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
754,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
755,"[0.22222220744949428, 0.11111111679292994, 0.22222221699494932, 0.22222221154040409, 0.11111110849747466]","[0.22222221346090523, 0.11111112365637886, 0.2222222246090532, 0.2222222246090532, 0.1111111123045266]","[0.22222224449494943, 0.22222221847222245, 0.22222221699494932, 0.22222221154040409, 0.22222220744949428]","[0.22222224731275772, 0.2222222248127575, 0.2222222246090532, 0.2222222246090532, 0.22222221346090523]","[0.22222220744949428, 0.11111111679292994, 0.22222221699494932, 0.22222221154040409, 0.11111110849747466]","[0.22222221346090523, 0.11111112365637886, 0.2222222246090532, 0.2222222246090532, 0.1111111123045266]","[0.22222224449494943, 0.22222221847222245, 0.22222221699494932, 0.22222221154040409, 0.22222220744949428]","[0.22222224731275772, 0.2222222248127575, 0.2222222246090532, 0.2222222246090532, 0.22222221346090523]","[0.22222220744949428, 0.11111111679292994, 0.22222221847222245, 0.11111110986111106, 0.11111110577020204]","[0.22222221346090523, 0.11111112365637886, 0.2222222246090532, 0.1111111123045266, 0.1111111123045266]","[0.22222224449494943, 0.22222221847222245, 0.22222221972222211, 0.22222221154040409, 0.22222220744949428]","[0.22222224731275772, 0.2222222248127575, 0.2222222246090532, 0.2222222246090532, 0.22222221346090523]","[0.22222220744949428, 0.08333333964015177, 0.22222221699494932, 0.22222221699494932, 0.11111110849747466]","[0.22222220726284694, 0.08333333427932103, 0.2222222246090532, 0.2222222248127575, 0.11111111240637875]","[0.2500000189204553, 0.22222221699494932, 0.22222221699494932, 0.22222221699494932, 0.22222220744949428]","[0.2500000028379631, 0.2222222248127575, 0.2222222246090532, 0.2222222248127575, 0.22222221346090523]"
756,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
757,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
758,E,"[0.2352941076528262, 0.1176470538264131, 0.2352941076528262, 0.17647058889321385, 0.17647058889321385]",r,"[0.2352941076528262, 0.11764713887543159, 0.23529415667243306, 0.1764706069079196, 0.1764706069079196]",E,"[0.23529410438076703, 0.05882352691320655, 0.2352941076528262, 0.11764707833621653, 0.11764705219038352]",r,"[0.2352941076528262, 0.2352941076528262, 0.23529415667243306, 0.23529410438076703, 0.23529410438076703]",E,"[0.1764706069079196, 0.1176470538264131, 0.2352941076528262, 0.17647058889321385, 0.17647058889321385]",r,"[0.2352941076528262, 0.2352941076528262, 0.3529411777864277, 0.1764706069079196, 0.1764706069079196]",E,"[0.2352941076528262, 0.07843136921760874, 0.2352941076528262, 0.11764707833621653, 0.1176470538264131]",r,"[0.2352941076528262, 0.2352941076528262, 0.23529415667243306, 0.2352941076528262, 0.2352941076528262]"
759,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
760,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
761,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
762,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
763,"[0.23076921076923215, 0.11538459038461647, 0.2222222122222218, 0.2222222122222218, 0.11538460538461608]",E,"[0.23076921076923215, 0.20940175940170808, 0.22222224222222312, 0.2222222122222218, 0.2094017744017077]",r,"[0.22222224222222312, 0.08333331833333264, 0.2222222122222218, 0.2222222122222218, 0.11111112111111156]",E,"[0.24999995499999794, 0.2222222122222218, 0.22222224222222312, 0.22222224222222312, 0.22222224222222312]",r,"[0.23076921076923215, 0.07692309192307588, 0.20940175940170808, 0.11538460538461608, 0.11538460538461608]",E,"[0.23076927576922762, 0.20940175940170808, 0.23076921076923215, 0.23076921076923215, 0.23076921076923215]",r,"[0.22079773246438725, 0.11538459038461647, 0.2222222122222218, 0.22079773246438725, 0.0541310607977207]",E,"[0.23076921076923215, 0.2222222122222218, 0.2706553039886035, 0.2222222122222218, 0.22079773246438725]",r
764,E,"[0.14999999846249792, 0.14999994593125895, 0.2999999796125072, 0.14999999846249792, 0.14999999846249792]",r,"[0.2750000375250033, 0.2750000023062531, 0.29999999692499585, 0.14999999846249792, 0.14999999846249792]",E,"[0.14999999846249792, 0.13750001876250165, 0.2750000023062531, 0.14999999846249792, 0.14999999846249792]",r,"[0.2750000375250033, 0.2750000023062531, 0.29999999692499585, 0.14999999846249792, 0.14999999846249792]",E,"[0.14999999846249792, 0.14999994593125895, 0.2999998918625179, 0.14999999846249792, 0.09999999897499863]",r,"[0.2999998918625179, 0.2999998918625179, 0.29999999692499585, 0.14999999846249792, 0.14999999846249792]",E,"[0.14999999846249792, 0.10000000153750208, 0.2999999796125072, 0.14999999846249792, 0.09999999897499863]",r,"[0.30000000461250625, 0.2999999796125072, 0.29999999692499585, 0.14999999846249792, 0.14999999846249792]"
765,"[0.22222221452991428, 0.11111111572649625, 0.22222221452991425, 0.22222221452991425, 0.11111110726495713]","[0.22222221222222235, 0.11111112539682493, 0.2222222250793651, 0.2222222250793651, 0.11111111253968255]","[0.222222240683761, 0.22222221452991425, 0.22222221452991425, 0.22222221452991428, 0.22222221452991428]","[0.22222224918650768, 0.2222222250793651, 0.2222222250793651, 0.2222222250793651, 0.22222221222222235]","[0.22222221299145264, 0.08333333948717973, 0.22222221299145264, 0.22222221299145264, 0.11111110726495713]","[0.22222221222222235, 0.08333333119047617, 0.2222222250793651, 0.2222222250793651, 0.11111111253968255]","[0.2500000184615392, 0.22222221452991425, 0.22222221452991425, 0.22222221299145264, 0.22222221452991428]","[0.24999999357142852, 0.2222222250793651, 0.2222222250793651, 0.2222222250793651, 0.2222222250793651]","[0.22222221452991428, 0.11111111572649625, 0.22222221452991425, 0.22222221452991425, 0.11111110726495713]","[0.22222221222222235, 0.11111112539682493, 0.2222222250793651, 0.2222222250793651, 0.11111111253968255]","[0.222222240683761, 0.22222221452991425, 0.22222221452991425, 0.22222221452991428, 0.22222221452991428]","[0.22222224918650768, 0.2222222250793651, 0.2222222250793651, 0.2222222250793651, 0.22222221222222235]","[0.22222221452991428, 0.06666667128205145, 0.22222221452991425, 0.22222221452991425, 0.11111110726495713]","[0.22222221222222235, 0.0666666675238095, 0.2222222250793651, 0.2222222057936507, 0.11111111253968255]","[0.2666666851282058, 0.22222221452991425, 0.22222221452991425, 0.22222221452991428, 0.22222221452991428]","[0.266666670095238, 0.2222222057936507, 0.2222222250793651, 0.2222222250793651, 0.22222221222222235]"
766,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
767,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
768,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
769,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
770,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
771,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
772,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
773,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
774,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
775,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
776,"[0.22222222222222224, 0.11111110611111136, 0.22222222222222215, 0.2222222122222218, 0.11111111111111112]","[0.22222221128472236, 0.11111112673611084, 0.22222222534722216, 0.22222222534722216, 0.11111111267361108]","[0.222222227222222, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224]","[0.22222225065972206, 0.22222222534722216, 0.22222222534722216, 0.22222222534722216, 0.22222221128472236]","[0.22222222222222224, 0.11111110611111136, 0.22222222222222215, 0.22222222222222224, 0.11111111111111112]","[0.22222221128472236, 0.11111112673611084, 0.22222222534722216, 0.22222222534722216, 0.11111111267361108]","[0.222222227222222, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224]","[0.22222225065972206, 0.22222222534722216, 0.22222222534722216, 0.22222222534722216, 0.22222221128472236]","[0.22222222222222224, 0.06666666666666668, 0.2222222122222218, 0.2222222122222218, 0.11111111111111112]","[0.22222221128472236, 0.0666666647916667, 0.22222222534722216, 0.22222222534722216, 0.11111111267361108]","[0.2666666666666667, 0.2222222122222218, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224]","[0.2666666591666668, 0.22222222534722216, 0.22222222534722216, 0.22222222534722216, 0.22222222534722216]","[0.22222222222222224, 0.08333333333333336, 0.22222222222222215, 0.2222222122222218, 0.11111111111111112]","[0.22222221128472236, 0.08333333450520833, 0.22222222104575154, 0.22222222104575154, 0.11111111267361108]","[0.25000000000000006, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224]","[0.250000003515625, 0.22222222104575154, 0.22222222534722216, 0.22222222534722216, 0.22222221128472236]"
777,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
778,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
779,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
780,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
781,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
782,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
783,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
784,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
785,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
786,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
787,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
788,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
789,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
790,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
791,"[0.22222222722222212, 0.11111111111111147, 0.22222221722222224, 0.22222221722222218, 0.11111110861111112]",E,"[0.22222222722222212, 0.22222221722222224, 0.22222222722222212, 0.22222222722222212, 0.22222222722222212]",r,"[0.22222222722222212, 0.08333332958333343, 0.22222221722222224, 0.22222221722222218, 0.11111110861111112]",E,"[0.24999998875000032, 0.22222221722222224, 0.22222222722222212, 0.22222222722222212, 0.22222222722222212]",r,"[0.22222222722222212, 0.11111111111111147, 0.22222221722222224, 0.11111111361111106, 0.11111111361111106]",E,"[0.22222222722222212, 0.22222221722222224, 0.22222222722222212, 0.22222222722222212, 0.22222222722222212]",r,"[0.22222222722222212, 0.08333332958333343, 0.22222221722222224, 0.22222221722222224, 0.11111110861111112]",E,"[0.24999998875000032, 0.22222221722222224, 0.22222222722222212, 0.22222222722222212, 0.22222222722222212]",r
792,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
793,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
794,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
795,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
796,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
797,"[0.22222222972222222, 0.11111111611111184, 0.22222221222222185, 0.22222221222222185, 0.11111111486111111]","[0.22222224037037183, 0.11111112018518592, 0.22222221361110997, 0.2222222122222224, 0.11111112018518592]","[0.22222222972222222, 0.22222221222222185, 0.22222222972222225, 0.22222222972222222, 0.22222222972222222]","[0.22222224037037183, 0.22222221361110997, 0.22222224037037192, 0.22222224037037183, 0.22222224037037183]","[0.22222222972222222, 0.11111111611111184, 0.22222221222222185, 0.11111111486111112, 0.11111111486111111]","[0.22222224037037183, 0.11111112018518592, 0.22222221361110997, 0.11111112018518592, 0.11111112018518592]","[0.22222222972222222, 0.22222221222222185, 0.22222222972222225, 0.22222222972222222, 0.22222222972222222]","[0.22222224037037183, 0.22222221361110997, 0.22222224037037183, 0.22222224037037183, 0.22222224037037183]","[0.22222222972222222, 0.11111111611111184, 0.22222221222222183, 0.11111111486111112, 0.11111111486111112]","[0.22222224037037183, 0.11111112018518592, 0.22222221361110997, 0.11111112018518596, 0.11111112018518592]","[0.22222222972222222, 0.22222221222222185, 0.22222222972222225, 0.22222222972222222, 0.22222222972222222]","[0.22222224037037183, 0.22222221361110997, 0.22222224037037192, 0.22222224037037183, 0.22222224037037183]","[0.22222222972222222, 0.0833333277083333, 0.22222221222222185, 0.22222221222222185, 0.11111111486111111]","[0.22222224037037183, 0.0833333197222211, 0.22222221361110997, 0.2222222122222224, 0.11111112018518592]","[0.24999998312499988, 0.22222221222222185, 0.22222222972222225, 0.22222222972222222, 0.22222222972222222]","[0.24999995916666332, 0.22222221361110997, 0.22222224037037192, 0.22222224037037183, 0.22222224037037183]"
798,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
799,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
800,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
801,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
802,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
803,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
804,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
805,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
806,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
807,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
808,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
809,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
810,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
811,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
812,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
