Trial,entani論文のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,解の非唯一性考慮のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,解の非唯一性考慮のPerfectIncorporation_wᵁ_3
11,"[0.24000004500000344, 0.12999997750000175, 0.1739129134782681, 0.1351351261351343, 0.030030028030029257]","[0.240000045482188, 0.12999997725890597, 0.18181814391635906, 0.13513515989570746, 0.030030035532379512]","[0.34782582695653413, 0.2702702522702712, 0.2702702522702686, 0.27027021527026585, 0.13043474260869412]","[0.3636362878327181, 0.2702702519291063, 0.2702703197914148, 0.2702702519291054, 0.12999997725890597]","[0.2702702152702672, 0.1351351631351364, 0.2702702522702686, 0.1351351261351343, 0.03003002803002958]","[0.2702702519291052, 0.13513512596455293, 0.27027025192910525, 0.13513515989570746, 0.030030035532379512]","[0.2702703262702766, 0.2702702522702712, 0.2702702522702686, 0.27027021527026585, 0.05405404305405259]","[0.2702702519291053, 0.2702702519291049, 0.2702703197914149, 0.2702702519291052, 0.05405405038582165]","[0.24000004500000344, 0.12999997750000175, 0.23999998250000162, 0.23999998249999627, 0.040000007499999005]","[0.240000045482188, 0.12999997725890597, 0.23999998231248254, 0.23999998231248237, 0.0400000075803648]","[0.2599999550000074, 0.23999998249999485, 0.24000004500000346, 0.24000004499999464, 0.12999997750000175]","[0.2599999545178112, 0.23999998231248304, 0.24000004548218798, 0.24000004548218812, 0.12999997725890597]","[0.26086948521738823, 0.17391314347828643, 0.17391291347826707, 0.1739129134782671, 0.08695657173911028]","[0.25454537368823293, 0.18181828288970858, 0.18181814391635906, 0.18181814391635945, 0.09090914144485422]","[0.34782582695653413, 0.2608694852173883, 0.17391314347825093, 0.17391314347827846, 0.13043474260869412]","[0.3636362878327181, 0.25454537368823293, 0.18181828288970844, 0.18181828288970844, 0.12727268684411716]"
12,"[0.22222223222222504, 0.11111111611111285, 0.11538463205128281, 0.17391302722825264, 0.06521738880434785]","[0.22222223227485954, 0.11111111613742959, 0.11538463213900894, 0.17073171736970966, 0.07317070657572597]","[0.34782605445650544, 0.23076922076923084, 0.26086955521739147, 0.23076922076923553, 0.22222218722221695]","[0.3414634347394193, 0.23076922071659461, 0.2926828263029039, 0.2307692207165946, 0.22222218703799143]","[0.22222223222222504, 0.11111111611111285, 0.22222218722222356, 0.2222221872222169, 0.11111111611111606]","[0.22222223227485954, 0.11111111613742959, 0.22222223227485932, 0.22222218703799157, 0.1111111161374298]","[0.2222222322222257, 0.22222218722222356, 0.22222223222222504, 0.22222223222222504, 0.2222221872222169]","[0.22222223227485954, 0.22222223227485977, 0.22222223227485932, 0.22222223227485954, 0.22222218703799143]","[0.23076922076924464, 0.19230766230769356, 0.11538463205127095, 0.2307692207692217, 0.07692307358974496]","[0.23076922071659456, 0.21153846321390046, 0.11538463213900894, 0.2307692207165946, 0.07692307357219821]","[0.2307692641025699, 0.23076922076923084, 0.23076922076921605, 0.23076922076923553, 0.1923076623076928]","[0.2307692642780179, 0.23076922071659406, 0.23076922071659464, 0.23076922071659464, 0.21153846321390063]","[0.2608695552173793, 0.17391302722825092, 0.1739130559782711, 0.17391302722825272, 0.06521738880434785]","[0.2926828263029039, 0.17073171736970946, 0.17073171736970966, 0.17073171736970966, 0.07317070657572597]","[0.34782605445650544, 0.17391305597826173, 0.26086955521739147, 0.1739130559782711, 0.13043477760869077]","[0.3414634347394193, 0.17073171736970966, 0.2926828263029039, 0.17073171736970968, 0.1463414131514518]"
13,"[0.22222222622222385, 0.1467181526197864, 0.22222222622222487, 0.22222222622222262, 0.027027025879486022]","[0.22222222620377474, 0.14671815088488757, 0.22222222620377516, 0.22222222620377508, 0.027027026216827368]","[0.30952378809523223, 0.24324323291537447, 0.2432432329153742, 0.24324323291537223, 0.11111111311110988]","[0.3095237881940605, 0.24324323595144595, 0.24324323595144615, 0.2432432359514465, 0.11111111310188758]","[0.24324323291537223, 0.1467181526197864, 0.2432432329153742, 0.24324323291537223, 0.027027025879486022]","[0.24324323595144626, 0.14671815088488757, 0.2432432359514463, 0.24324323595144615, 0.027027026216827368]","[0.2934363052395727, 0.24324323291537447, 0.2432432329153742, 0.24324323291537223, 0.0733590763098932]","[0.2934363017697758, 0.24324323595144598, 0.2432432359514463, 0.24324323595144617, 0.07335907544244379]","[0.22222222622222432, 0.22222220822221775, 0.2222222262222239, 0.22222222622222115, 0.08333333033333462]","[0.22222222620377474, 0.22222220828678743, 0.22222222620377483, 0.22222222620377508, 0.08333333034716893]","[0.24999999099999426, 0.22222222622222432, 0.2222222262222239, 0.22222222622222326, 0.11111111311111092]","[0.24999999104150683, 0.22222222620377474, 0.22222222620377483, 0.22222222620377519, 0.11111111310188758]","[0.23809525238095647, 0.15476189404761612, 0.23809523238095176, 0.23809523238095082, 0.04761905047618964]","[0.23809525231507092, 0.15476189409703026, 0.2380952324073047, 0.23809523240730493, 0.047619050463014234]","[0.30952378809523223, 0.23809523238095118, 0.23809525238095602, 0.23809525238095658, 0.05952381309523912]","[0.3095237881940605, 0.23809523240730493, 0.23809525231507092, 0.23809525231507092, 0.05952381307876765]"
14,"[0.20930224558111776, 0.13235294517647128, 0.1860466316282763, 0.18604663162834958, 0.020833335747135102]","[0.20634921472724538, 0.1323529442794481, 0.18750001713689013, 0.18750001713689196, 0.02083333523743145]","[0.37499994413795934, 0.2352941096470699, 0.23529410964702355, 0.2812499829310714, 0.20930224558111776]","[0.3809523558182631, 0.23529411144110654, 0.23529411144110543, 0.3020833152443962, 0.20634921472724538]","[0.23529410964705105, 0.13235294517647128, 0.23529410964702355, 0.2352941096470589, 0.058823527411756435]","[0.2352941114411059, 0.1323529442794481, 0.23529411144110543, 0.2352941114411064, 0.05882352786027574]","[0.2647058903529328, 0.23529410964706488, 0.23529410964702355, 0.23529410964710112, 0.13235294517647128]","[0.2647058885588962, 0.23529411144110654, 0.23529411144110543, 0.2352941114411064, 0.1323529442794433]","[0.20930224558111776, 0.1860466316282604, 0.18604663162829616, 0.18604663162834958, 0.04651165790709523]","[0.20634921472724538, 0.19047617790913154, 0.19047617790913135, 0.19047617790913265, 0.04761904447728284]","[0.37209326325656444, 0.18604663162834958, 0.18604663162829616, 0.20930224558111873, 0.20930224558111776]","[0.3809523558182631, 0.19047617790913265, 0.19047617790913135, 0.20634921472724535, 0.20634921472724538]","[0.2812499829310353, 0.18749997206897967, 0.18749997206897967, 0.18750002172413788, 0.020833335747135102]","[0.3020833152443957, 0.18750001713689124, 0.18750001713689013, 0.18750001713689196, 0.02083333523743145]","[0.37499994413795934, 0.1875000217241489, 0.18750002172414687, 0.2812499829310714, 0.062499990689608154]","[0.37500003427377593, 0.18750001713689196, 0.18750001713689712, 0.3020833152443915, 0.06250000571229726]"
15,"[0.20000006666664716, 0.11538463205127607, 0.09999995000001695, 0.19999990000003845, 0.0333333343678161]","[0.20000003416987228, 0.1153846316559828, 0.10000001708494057, 0.20000003416987333, 0.033333334234516815]","[0.3199999733333425, 0.23076922076922968, 0.23076922076923023, 0.2307692207692328, 0.19999990000003087]","[0.3999999707115375, 0.23076922100641536, 0.23076922100641, 0.2307692210064054, 0.21153846316559582]","[0.22222222653256818, 0.22222221877393228, 0.2222222187739457, 0.22222221877394568, 0.0333333343678161]","[0.22222221921827723, 0.22222221921827626, 0.22222221921827626, 0.22222221921827723, 0.033333334234516815]","[0.30000000931034493, 0.22222221877393228, 0.22222222653258095, 0.2222222187739457, 0.11111110938697284]","[0.3000000081106513, 0.22222221921827723, 0.22222221921827626, 0.22222221921827723, 0.1111111096091388]","[0.2000000666666561, 0.15999998666666365, 0.09999995000001394, 0.19999990000003087, 0.07999999333332133]","[0.20000003416987228, 0.19999998535576693, 0.10000001708494057, 0.2000000341698703, 0.09999999267788405]","[0.3199999733333425, 0.19999990000003892, 0.20000006666662595, 0.2000000666666481, 0.19999990000003087]","[0.3999999707115375, 0.20000003416988113, 0.20000003416987158, 0.20000003416987386, 0.2000000341698768]","[0.23076922076922413, 0.11538463205127603, 0.23076922076922968, 0.19999990000003087, 0.07692307358974342]","[0.23076922100641, 0.11538463165598302, 0.23076922100641, 0.21153846316559582, 0.07692307366880333]","[0.2307692641025639, 0.23076922076922968, 0.23076922076923023, 0.2307692207692328, 0.19999990000003087]","[0.23076926331196604, 0.23076922100641536, 0.23076922100641, 0.2307692210064054, 0.21153846316559582]"
16,"[0.23076932076922427, 0.13063064938063035, 0.23076919076923366, 0.23076919076923325, 0.027027024527027155]","[0.2307693209435025, 0.13063063983208562, 0.23076919069177668, 0.23076919069177668, 0.027027025800166398]","[0.2895622702519432, 0.24324322074324345, 0.24324322074324387, 0.24324322074324392, 0.13461533961538813]","[0.2895622702145519, 0.24324323220149752, 0.24324323220149754, 0.2432432322014972, 0.13461533952824886]","[0.23076932076922427, 0.13461533961538794, 0.23076919076923366, 0.23076919076923325, 0.07692310692307466]","[0.2307693209435025, 0.13461533952824886, 0.23076919069177668, 0.23076919069177632, 0.07692310698116754]","[0.2692306792307761, 0.23076919076923297, 0.23076932076922416, 0.23076932076922413, 0.13461533961538794]","[0.26923067905649745, 0.23076919069177668, 0.23076932094350266, 0.23076932094350244, 0.13461533952824886]","[0.2424242548380374, 0.14478113512596952, 0.24242423776907376, 0.2424242377690674, 0.030303031854754726]","[0.24242425486207347, 0.14478113510727594, 0.24242423776005576, 0.24242423776005542, 0.030303031857759226]","[0.2895622702519432, 0.2424242377690674, 0.2424242548380378, 0.2424242548380371, 0.08080808494601247]","[0.2895622702145519, 0.24242423776005576, 0.2424242548620738, 0.24242425486207347, 0.08080808495402478]","[0.24324322074324334, 0.1306306493806301, 0.2432432207432439, 0.24324322074324392, 0.027027024527027117]","[0.24324323220149727, 0.13063063983208562, 0.24324323220149752, 0.24324323220149752, 0.027027025800166398]","[0.2612612987612602, 0.2432432207432439, 0.24324322074324398, 0.24324322074324392, 0.12162161037162167]","[0.2612612796641706, 0.24324323220149752, 0.24324323220149754, 0.24324323220149752, 0.12162161610074863]"
17,"[0.22222223695906423, 0.11111110190058435, 0.22222221801169467, 0.12500001499999946, 0.05263158144736872]","[0.2222222365766387, 0.11111110213960089, 0.2222222181209603, 0.125000008348997, 0.05263158138249271]","[0.33333330570175423, 0.24999997000000115, 0.25000002999999893, 0.2499999900000004, 0.13157894174341986]","[0.33333330641880266, 0.24999998330200568, 0.250000016697994, 0.24999999443400206, 0.13157894188939154]","[0.2368421046381579, 0.13157894174342022, 0.2368421046381577, 0.23684210463815775, 0.05263158144736872]","[0.2368421046543768, 0.13157894188939143, 0.23684210465437674, 0.2368421046543768, 0.05263158138249271]","[0.2631579072368436, 0.2368421046381577, 0.2368421046381579, 0.2368421046381579, 0.13157894174342022]","[0.26315790691246355, 0.23684210465437674, 0.23684210465437674, 0.23684210465437702, 0.13157894188939143]","[0.22222223695906435, 0.11111110190058479, 0.22222221801169711, 0.22222221801169506, 0.11111110900584802]","[0.2222222365766387, 0.11111110213960089, 0.2222222181209603, 0.22222221812096032, 0.11111110906048016]","[0.33333330570175435, 0.22222221801169628, 0.22222223695906568, 0.22222223695906435, 0.11111111847953095]","[0.33333330641880266, 0.2222222181209603, 0.22222223657663853, 0.2222222365766387, 0.11111111828831935]","[0.24999999000000034, 0.12499999500000017, 0.24999997000000115, 0.12500001499999946, 0.12499999500000002]","[0.24999999443400206, 0.12499999721700093, 0.24999998330200568, 0.125000008348997, 0.12499999721700088]","[0.24999999000000034, 0.24999997000000115, 0.25000002999999893, 0.2499999900000004, 0.12499999500000017]","[0.24999999443400206, 0.24999998330200568, 0.250000016697994, 0.24999999443400206, 0.12499999721700088]"
18,"[0.2054054132314925, 0.13999999324999868, 0.18181816381819202, 0.1818181968181727, 0.02702702594007043]","[0.20540541332607526, 0.14000000708459964, 0.18181818181818174, 0.18181818181818185, 0.027027025926933932]","[0.36363632763638376, 0.24324323346063315, 0.24324323346063387, 0.27272726222728005, 0.139999993250001]","[0.3636363636363635, 0.2432432333424058, 0.2432432333424054, 0.29797975441610536, 0.14000000708459964]","[0.2054054132314925, 0.2054054132314933, 0.24324323346063356, 0.24324323346063395, 0.02702702594007043]","[0.20540541332607526, 0.2054054133260754, 0.2432432333424054, 0.24324323334240602, 0.027027025926933932]","[0.24324323346063392, 0.24324323346063395, 0.24324323346063387, 0.24324327367802895, 0.10270270661574665]","[0.24324323334240552, 0.2432432333424058, 0.2432432333424054, 0.24324327404584936, 0.10270270666303763]","[0.27272726222727794, 0.18181816381819232, 0.1818181638181921, 0.18181819681817318, 0.04040403640404264]","[0.2979797544161049, 0.18181818181818185, 0.18181818181818174, 0.18181818181818185, 0.04040404040404045]","[0.36363632763638376, 0.18181819681817318, 0.18181819681817263, 0.27272726222728005, 0.09090908190909613]","[0.3636363636363635, 0.18181818181818185, 0.18181818181818185, 0.2979797544161049, 0.09090909090909087]","[0.23999999825000107, 0.139999993250001, 0.24000000449999714, 0.23999999825000107, 0.040000000749999653]","[0.2399999952769335, 0.14000000708459964, 0.23999999527693372, 0.23999999527693358, 0.04000000202417134]","[0.2400000044999973, 0.23999999825000107, 0.24000000449999992, 0.24000000450000092, 0.139999993250001]","[0.23999999527693353, 0.2399999952769335, 0.24000001214502806, 0.23999999527693358, 0.14000000708459964]"
19,"[0.23999999999999863, 0.13063064938062932, 0.18181816835665243, 0.18181818951048706, 0.02702702452702721]","[0.24000000205141667, 0.1306306400504015, 0.18181818181818213, 0.18181818181818166, 0.02702702577105757]","[0.36363633671330486, 0.24324322074324728, 0.2432432207432449, 0.2727272631118899, 0.13999999499999866]","[0.36363636363636426, 0.24324323193951816, 0.24324323193951813, 0.2999999566046439, 0.13999999692287501]","[0.23999999999999863, 0.13999999499999854, 0.24000000000000868, 0.23999999999999863, 0.039999999999995636]","[0.24000000205141592, 0.13999999692287513, 0.24000000205141667, 0.2400000020514166, 0.03999999179433319]","[0.23999999999999863, 0.23999999999999863, 0.2400000100000055, 0.23999999999999863, 0.13999999499999854]","[0.24000000205141592, 0.24000000205141667, 0.24000000205141667, 0.2400000020514167, 0.13999999692287513]","[0.2727272631119004, 0.18181816835665035, 0.18181816835665243, 0.18181818951048534, 0.036363637902098234]","[0.29999995660464385, 0.18181818181818166, 0.18181818181818166, 0.18181818181818166, 0.03636363636363626]","[0.36363633671330486, 0.18181818951048642, 0.18181818951048972, 0.2727272631118899, 0.09090909475523382]","[0.36363636363636426, 0.18181818181818166, 0.18181818181818166, 0.2999999566046439, 0.09090909090909083]","[0.24324322074324378, 0.13063064938063307, 0.2432432207432449, 0.24324322074323668, 0.02702702452702721]","[0.24324323193951816, 0.1306306400504015, 0.24324323193951813, 0.24324323193951775, 0.02702702577105757]","[0.261261298761265, 0.24324322074324728, 0.2432432207432449, 0.24324322074323868, 0.12162161037161834]","[0.2612612801008034, 0.24324323193951822, 0.24324323193951813, 0.2432432319395181, 0.12162161596975887]"
20,"[0.2222222262222222, 0.1285714162987013, 0.2222222262222222, 0.20540544540540778, 0.027027042027027562]","[0.22222223903002883, 0.12857141678413658, 0.2222222174199916, 0.2054054438232506, 0.027027041433718996]","[0.2571428325974026, 0.24324319324324162, 0.24324319324324145, 0.24324319324324173, 0.12857141629870156]","[0.2571428335682732, 0.24324319522093654, 0.24324319522093654, 0.2432431952209366, 0.1285714167841366]","[0.2222222262222222, 0.2222222262222222, 0.2222222262222222, 0.2222222082222222, 0.08333333033333384]","[0.22222223903002883, 0.2222222174199917, 0.22222221741999176, 0.22222221741999187, 0.08333332612998776]","[0.24999999099999942, 0.2222222262222222, 0.2222222262222222, 0.22222222622222226, 0.1111111131111111]","[0.24999997838996282, 0.2222222174199917, 0.22222223903002888, 0.22222223903002883, 0.11111110870999588]","[0.24285716740259655, 0.1285714162987013, 0.24285713558441552, 0.2428571355844156, 0.028571425844155847]","[0.2428571664317268, 0.1285714167841366, 0.24285713587208083, 0.24285713587208083, 0.028571425952030337]","[0.2571428325974026, 0.2428571355844156, 0.24285716740259744, 0.24285716740259744, 0.1285714162987013]","[0.2571428335682732, 0.24285713587208083, 0.2428571664317268, 0.2428571664317268, 0.1285714167841366]","[0.24324319324324162, 0.2054054454054069, 0.24324319324324045, 0.20540544540540687, 0.027027042027027562]","[0.24324319522093654, 0.2054054438232507, 0.24324319522093654, 0.2054054438232506, 0.027027041433718996]","[0.24324337824324804, 0.24324319324324162, 0.24324319324324045, 0.24324319324324234, 0.10270272270270345]","[0.2432433729034713, 0.24324319522093654, 0.24324319522093654, 0.24324319522093654, 0.10270272191162536]"
21,"[0.22222224722223055, 0.13106801741505109, 0.22222220222221623, 0.22222220222221623, 0.029126226092233174]","[0.22222224710530308, 0.13106797561328754, 0.2222222023157566, 0.222222202315757, 0.02912621680295278]","[0.29629622129629596, 0.2666666066666535, 0.24271837910194144, 0.2427183791019417, 0.12135918955097055]","[0.2903225663644414, 0.26666660694726885, 0.2427184292640554, 0.24271842926405612, 0.12135921463202591]","[0.22222224722222228, 0.22222224722222905, 0.22222220222221623, 0.22222220222221623, 0.06666665166666336]","[0.22222224710530308, 0.22222224710530297, 0.2222222023157566, 0.22222220231575976, 0.06666665173681756]","[0.22222224722222228, 0.2666666066666535, 0.22222224722223055, 0.22222224722223038, 0.11111110111110807]","[0.22222224710530353, 0.26666660694726885, 0.22222224710530258, 0.22222224710530308, 0.11111110115787758]","[0.2427183791019417, 0.1310680174150497, 0.24271837910194144, 0.242718379101941, 0.029126226092233174]","[0.24271842926405604, 0.13106797561328754, 0.24271842926405401, 0.2427184292640554, 0.02912621680295278]","[0.26213603483009856, 0.24271837910194172, 0.24271837910194144, 0.2427183791019417, 0.12135918955097055]","[0.26213595122657507, 0.24271842926405401, 0.2427184292640554, 0.24271842926405607, 0.12135921463202592]","[0.22222226722222727, 0.14814811064814798, 0.22222226722221772, 0.22222226722221772, 0.09876540709876618]","[0.22580646286438036, 0.1451612831822207, 0.22580644944915468, 0.22580644944915945, 0.09677418878814707]","[0.29629622129629596, 0.22222226722221866, 0.22222226722222, 0.22222226722222727, 0.11111113361110886]","[0.2903225663644414, 0.22580644944915704, 0.2258064628643799, 0.22580646286438033, 0.11290322472457764]"
22,"[0.24137933505070683, 0.10919538788708721, 0.10909091080519467, 0.12499999333333302, 0.03448276215010116]","[0.2413793336308295, 0.10919538871534953, 0.12499997565134127, 0.12500000635182382, 0.03448276194726136]","[0.32758616366126236, 0.24999998666666637, 0.2499999866666667, 0.25454542711688094, 0.12727271355844028]","[0.37499992695402384, 0.24999998094452833, 0.25000001270364774, 0.2500000000000001, 0.12500000000000006]","[0.24999995111110893, 0.12500002888889022, 0.24999998666666595, 0.12499999333333302, 0.06249998777777721]","[0.2500000000000001, 0.12500000000000008, 0.24999998094452835, 0.12500000635182382, 0.062499999999999944]","[0.2500000577777806, 0.24999998666666595, 0.24999998666666604, 0.24999995111110893, 0.12499997555555446]","[0.2500000000000003, 0.24999998094452827, 0.25000001270364763, 0.25, 0.12500000000000006]","[0.24137933505070688, 0.10919538788708805, 0.24137930093306248, 0.24137930093306406, 0.034482762150101105]","[0.2413793336308295, 0.10919538871534953, 0.2413793014739697, 0.2413793014739697, 0.03448276194726136]","[0.32758616366126236, 0.24137930093306406, 0.24137933505070772, 0.24137933505070688, 0.08045977835023502]","[0.3275861661460486, 0.2413793014739697, 0.2413793336308295, 0.2413793336308295, 0.08045977787694317]","[0.25454542711688144, 0.16363636620779196, 0.10909091080519448, 0.1818182161038983, 0.06060607203463243]","[0.2500000000000001, 0.18749996347701178, 0.12499997565134127, 0.1875000000000001, 0.062499999999999944]","[0.3272727324155839, 0.18181821610390042, 0.18181821610389912, 0.25454542711688094, 0.12727271355844028]","[0.37499992695402384, 0.1875, 0.18750000000000022, 0.2500000000000001, 0.12500000000000006]"
23,"[0.23529412964705992, 0.07130131777183388, 0.2192514118983935, 0.2192514118983935, 0.02702702979018493]","[0.23529412962822763, 0.07130131766198966, 0.21925141178070084, 0.21925141178070173, 0.027027029785848453]","[0.29343626501524067, 0.2432432340327173, 0.2852048035873497, 0.2852048035873497, 0.11764706482352996]","[0.29343626505984627, 0.24324323404717094, 0.2852048038815782, 0.2852048038815794, 0.11764706481411392]","[0.2852048035873497, 0.07130131777183388, 0.2192514118983935, 0.2192514118983935, 0.05704096071746992]","[0.2852048038815794, 0.07130131766198966, 0.21925141178070084, 0.21925141178070173, 0.05704096077631577]","[0.2852052710873355, 0.2192514118983935, 0.2852048035873497, 0.2852048035873497, 0.07308380396613116]","[0.2852052706479547, 0.21925141178070087, 0.2852048038815782, 0.2852048038815794, 0.07308380392690057]","[0.24324326811166436, 0.14671813250762056, 0.2432432340327173, 0.24324323403271764, 0.02702702979018493]","[0.2432432680726367, 0.14671813252992313, 0.24324323404717094, 0.24324323404717155, 0.027027029785848453]","[0.29343626501524067, 0.2432432340327173, 0.24324326811166436, 0.2432432681116644, 0.07335906625381006]","[0.29343626505984627, 0.24324323404717094, 0.24324326807263608, 0.24324326807263663, 0.07335906626496157]","[0.23529412964705992, 0.1372548919607835, 0.23529411264705855, 0.23529411264705843, 0.058823532411764974]","[0.23529412962822763, 0.13725489197647667, 0.23529411265490452, 0.23529411265490516, 0.05882353240705691]","[0.2745097839215668, 0.23529411264705843, 0.23529412964705992, 0.23529412964705992, 0.11764706482352996]","[0.2745097839529544, 0.23529411265490452, 0.23529412962822752, 0.23529412962822763, 0.11764706481411386]"
24,"[0.23076924362637452, 0.13999999824999992, 0.23076922505494443, 0.23076922505494524, 0.03999999949999999]","[0.23076924369530485, 0.13636367292222942, 0.2307692250243089, 0.2307692250243089, 0.0399999995531728]","[0.28205126062271013, 0.2399999969999999, 0.23999999699999985, 0.2399999969999999, 0.13999999824999992]","[0.28205126050782514, 0.23999999731903668, 0.23999999731903685, 0.2399999973190368, 0.13999999843610475]","[0.23999999699999983, 0.13999999824999992, 0.23999999699999985, 0.2399999969999999, 0.03999999949999999]","[0.23999999731903668, 0.13999999843610472, 0.23999999731903662, 0.23999999731903668, 0.0399999995531728]","[0.24000000950000025, 0.2399999969999999, 0.23999999699999985, 0.2399999969999999, 0.13999999824999992]","[0.24000000848971703, 0.23999999731903668, 0.23999999731903662, 0.2399999973190368, 0.13999999843610472]","[0.23076924362637452, 0.14102563340659294, 0.23076922505494535, 0.23076922505494524, 0.056410254505494625]","[0.23636363270777713, 0.13636367292222942, 0.23636363270777708, 0.23636363270777705, 0.054545469168891775]","[0.2820512668131859, 0.23076922505494524, 0.23076924362637413, 0.23076924362637452, 0.11538461252747262]","[0.27272734584445885, 0.23636363270777708, 0.2363636327077771, 0.23636363270777716, 0.11818181635388852]","[0.23076924362637363, 0.14102563031135495, 0.23076922505494457, 0.23076922505494518, 0.0769230812087919]","[0.23076924369530485, 0.1410256302539125, 0.2307692250243089, 0.2307692250243089, 0.07692308123176833]","[0.28205126062271024, 0.23076922505494527, 0.23076924362637363, 0.2307692436263743, 0.11538462181318658]","[0.28205126050782514, 0.2307692250243089, 0.2307692436953049, 0.230769243695305, 0.11538462184765243]"
25,"[0.24000004499998775, 0.12999997750000297, 0.18181818181817974, 0.14414415814414788, 0.02702702502702649]","[0.24000004510232578, 0.1299999774488372, 0.18181818181818157, 0.14414415223943292, 0.02702702587055706]","[0.363636363636371, 0.24324322524323838, 0.24324322524324424, 0.30143531669856166, 0.12999997750000297]","[0.363636363636364, 0.2432432328350145, 0.24324323283501487, 0.3014353791360419, 0.1299999774488372]","[0.24324322524324424, 0.24324322524323594, 0.24324322524323838, 0.14414415814414788, 0.02702702502702649]","[0.24324323283501464, 0.24324323283501456, 0.24324323283501365, 0.14414415223943292, 0.02702702587055706]","[0.28828831628829577, 0.24324322524323838, 0.24324322524324424, 0.24324322524323838, 0.08108107508108141]","[0.28828830447886694, 0.24324323283501464, 0.24324323283501365, 0.24324323283501473, 0.08108107761167106]","[0.2400000450000171, 0.12999997750000297, 0.23999998249999374, 0.23999998250000515, 0.04000000749998295]","[0.24000004510232578, 0.1299999774488372, 0.23999998246020698, 0.2399999824602064, 0.04000000751705426]","[0.2599999550000288, 0.23999998250000515, 0.24000004499998065, 0.24000004499998467, 0.12999997750000297]","[0.2599999548976744, 0.2399999824602064, 0.24000004510232556, 0.2400000451023257, 0.1299999774488372]","[0.3014353166985656, 0.18181818181817738, 0.18181818181818338, 0.18181818181818338, 0.033492812966503305]","[0.3014353791360475, 0.18181818181818157, 0.18181818181818157, 0.18181818181818152, 0.03349281990400471]","[0.363636363636371, 0.18181818181817738, 0.18181818181818338, 0.30143531669856166, 0.09090909090908489]","[0.3636363636363629, 0.18181818181818157, 0.1818181818181816, 0.3014353791360357, 0.09090909090909088]"
26,"[0.19999995999999384, 0.13333333655914023, 0.13333333655914076, 0.13333333655913876, 0.05333333462365527]","[0.19999995780001945, 0.1499999099869009, 0.14999992878753296, 0.1499999287875329, 0.05999997151501317]","[0.26666667311828074, 0.2666666731182815, 0.2999998649999811, 0.2666666489247304, 0.19999995999999473]","[0.2999998199738018, 0.2999998575750658, 0.2999998575750658, 0.2999998199738018, 0.19999995780001945]","[0.2307692307692307, 0.2307692307692307, 0.2307692307692307, 0.23076923076922906, 0.07692306692307657]","[0.23076922963307736, 0.23076923174307648, 0.23076922752307819, 0.2307692275230782, 0.07692307513769298]","[0.2307692307692322, 0.2307692307692308, 0.2307692307692307, 0.23076923076922906, 0.0769230769230769]","[0.23076923174307662, 0.23076923385307574, 0.23076922963307736, 0.23076922963307742, 0.07692307724769212]","[0.19999995999999637, 0.19999995999999548, 0.20000006000000659, 0.20000006000000659, 0.09999995499999234]","[0.19999995780001945, 0.19999995780001942, 0.20000006329997078, 0.20000006329997075, 0.09999995252502185]","[0.20000006000001047, 0.2000000600000092, 0.2999998649999811, 0.20000006000000659, 0.19999995999999473]","[0.20000006329997083, 0.20000006329997083, 0.29999985757506553, 0.20000006329997091, 0.19999995780001945]","[0.2666666489247304, 0.13333333655914045, 0.13333333655914076, 0.13333333655913507, 0.05333333462365527]","[0.2999998199738018, 0.1499999099869009, 0.14999992878753296, 0.1499999287875329, 0.05999997151501317]","[0.2666666731182809, 0.2666666731182815, 0.26666667311827635, 0.2666666489247304, 0.06666666827956635]","[0.2999998199738018, 0.2999998575750658, 0.2999998575750658, 0.2999998199738018, 0.07499996439376645]"
